PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
"Educação Infantil, Infâncias e Arte",2012,2014,EXTENSAO,"['Ricardo Carvalho de Figueiredo', 'Ana Cristina Carvalho Pereira']","['SIM', 'NAO']"
Especialização em Docênica na Educação Infantil - DOCEI,2014,2016,OUTRA,"['Ricardo Carvalho de Figueiredo', 'Ademilson Soares']","['SIM', 'NAO']"
Programa Institucional de Bolsa de Iniciação a Docência (PIBID) Teatro,2011,2018,OUTRA,"['Ricardo Carvalho de Figueiredo', 'Rayza Luppi', 'Idylla Silmarovi', 'Ana Jessica Reis', 'Nagila Analy', 'Bruno POntes', 'Ana Carolina Martins', 'Anderson Ferreira do Nascimento', 'Paulo Herique de Oliveira', 'Raiane de Oliveira', 'Monica Peluci de Castro']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
PIBID Artes: Música-Teatro,2018,2019,OUTRA,"['Ricardo Carvalho de Figueiredo', 'Jussara Fernandino']","['NAO', 'SIM']"
Teatro e Infância: experimentos teatrais na Educação Infantil,2011,2017,EXTENSAO,"['Ricardo Carvalho de Figueiredo', 'Júlia de Castro Oliveira']","['SIM', 'NAO']"
O grupo de teatro amador como experiência da aprendizagem teatral,2017,2019,PESQUISA,"['Ricardo Carvalho de Figueiredo', 'Júlia de Castro Oliveira']","['SIM', 'NAO']"
Laboratório de Aprendizagem Cênica,2018,ATUAL,PESQUISA,"['Ricardo Carvalho de Figueiredo', 'Júlia de Castro Oliveira', 'Marilene Batista', 'Layane Pereira Pavão', 'Renata Patrícia da Silva', 'Kauê Antonio da Silva Rocha', 'Thiago Carvalho Meira', 'Fábio da Silva Moura']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
O teatro e a construção de habilidades sociais,2020,ATUAL,PESQUISA,"['Ricardo Carvalho de Figueiredo', 'Lisander Antonio Willmore Herasme', 'Camila Gabriela Furtunato']","['SIM', 'NAO', 'NAO']"
Teatre: processo criativo em Artes Cênicas,2021,ATUAL,EXTENSAO,"['Ricardo Carvalho de Figueiredo', 'Antonio Barreto Hildebrando', 'Madu Machado', 'Dolly Piercing']","['SIM', 'NAO', 'NAO', 'NAO']"
Residência Pedagógica Artes,2020,2022,ENSINO,"['Ricardo Carvalho de Figueiredo', 'Helena Lopes da Silva', 'Gabriela Córdova Christófaro', 'Patrícia de Paula Pereira']","['NAO', 'SIM', 'NAO', 'NAO']"
"Aprendizajes teatrales en niños y adolescentes, facilitadores de procesos de integración social, respetuosos de la diversidad",2019,2020,PESQUISA,"['Ricardo Carvalho de Figueiredo', 'Ester Trozzo', 'Laura Bagnato', 'Daniela Nadal', 'Santiago Servera']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
