INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Escola Estadual Adolfo Trípoli,1996,12,12,12,,ENSINO-MEDIO,"['Língua e literatura portuguesa', 'Educação Artística com ênfase em teatro']"
Teatro Escola Macunaíma,2002,12,12,12,Curso Profissionalizante de Ator,ENSINO-MEDIO,"['Expressão corporal', 'Interpretação e montagem', 'Teoria']"
Colégio Estrutural SC Ltda,2002,12,12,12,,ENSINO-MEDIO,['Interpretação e Montagem']
Universidade Federal da Bahia,2006,12,12,12,Escola de Teatro,GRADUACAO,"['Expressão corporal', 'Expressão vocal', 'Interpretação teatral', 'Metodologia de Pesquisa']"
Universidade Federal de Uberlândia,2009,12,12,12,Graduação em Teatro (Bacharelado e Licenciatura),GRADUACAO,"['Cenografia e Iluminação', 'Interpretação/Atuação II']"
Universidade Federal de Uberlândia,2009,12,12,12,Graduação em Teatro (Bacharelado e Licenciatura),GRADUACAO,"['Cenografia e Iluminação', 'Interpretação e Atuação IV', 'Interpretação e Atuação V', 'Pedagogia do Ator']"
Universidade Federal de Uberlândia,2010,06,06,06,Graduação em Teatro (Bacharelado e Licenciatura),GRADUACAO,['Interpretação e Atuação V']
Universidade Federal de Uberlândia,2010,12,12,12,Graduação em Teatro (Bacharelado e Licenciatura),GRADUACAO,"['Estágio Supervisionado de Atuação I', 'Práticas Teatrais I']"
Universidade Federal de Uberlândia,2013,07,07,07,Artes,POS-GRADUACAO,['Tópicos Especiais em Ensino e Aprendizagem em Artes: Pedagogia(s) do Teatro: Práticas Contemporâneas']
Universidade Federal de Uberlândia,2014,,ATUAL,ATUAL,Mestrado Profissional em Artes,POS-GRADUACAO,"['Elaboração de projetos e tecnologias digitais para o ensino das artes', 'Performance e Performatividade na cena contemporânea', 'Projeto de trabalho de conclusão final']"
Universidade Federal de Uberlândia,2016,,ATUAL,ATUAL,Artes Cênicas,POS-GRADUACAO,"['Tópicos Especiais em Performance', 'CRIAÇÃO E COMPOSIÇÃO: PERCURSOS POÉTICO/TEÓRICOS E PEDAGOGIAS']"
Universidade Federal de Uberlândia,2018,,ATUAL,ATUAL,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,"['Ateliê de Criação Cênica I', 'Atuação Personagem', 'Pedagogia do ator', 'Recepção Cênica I', 'Ateliê de Criação Cênica II', 'Pesquisa I, II e III']"
