PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Os cantos dos yamiyxop no território da Escrita,2014,2015,PESQUISA,"['Rosângela Pereira de Tugny', 'Rossi Eduardo Pires', 'Toninho Maxakali', 'José Ricardo Jamal Júnior']","['SIM', 'NAO', 'NAO', 'NAO']"
Registro e memória musical indígena,2003,2005,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Memória Musical Indígena,2004,2006,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Tratamento arquivístico e disponibilização de informações em meio digital no Acervo Curt Lange,2003,2005,DESENVOLVIMENTO,['Rosângela Pereira de Tugny'],['SIM']
Mito e Música Indígena no Brasil: o registro da música e a estética do mito,2002,2004,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Tratamento arquivístico do acervo Curt Lange,2002,2004,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
O acervo Curt Lange e os acervos musicais mineiros,2000,2002,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Mito e música indígena no Brasil. O registro da música e a estética do mito.,2003,2003,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Registro e memória musical indígena,2005,2005,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
"Territorialidades nômades: uma perspectiva comparada. Estética e Ecologia em três povos indígenas sul-americanos: Maxakali (MG), Enawenê (MT) e Ikpeng (MT).",2008,2012,PESQUISA,"['Rosângela Pereira de Tugny', 'Ana Paula Limas Rodgers', 'David Rodgers']","['SIM', 'NAO', 'NAO']"
"Corpos, territórios e trabalho acústico entre os Maxakali",2007,2010,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Mapeando corpos e territórios nas práticas musicais maxakali,2006,2008,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Por uma escrita audiovisual tikm&amp;#361;?&amp;#361;n_maxakali: formação de um coletivo de cinema entre jovens realizadores.,2013,2015,PESQUISA,"['Rosângela Pereira de Tugny', 'José Ricardo Jamal Júnior', 'Ana Carolina Estrela da Costa']","['SIM', 'NAO', 'NAO']"
Registro e Memória Musical Indígena,2003,2005,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Imagem-Corpo-Verdade: trânsito de saberes maxakali,2007,2009,PESQUISA,"['Rosângela Pereira de Tugny', 'Eduardo Pires Rossi', 'Toninho Maxakali', 'Rafael Maxakali', 'Toto Maxakali', 'Joviel Maxakali', 'Pinheiro Maxakali', 'Mari Correa', 'Rafael Barros', 'Douglas Ferreira Campello', 'Ana Cristina Santos Alvarenga']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Música Indígena: estratégias metodológicas para a criação de um laboratório de Etnomusicologia na UFMG,1999,2001,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
O inventário do acervo Curt Lange da UFMG,1999,2000,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Diálogos Musicais: músicas africanas e indígenas,2004,2006,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
Lira 80 anos,2004,2006,PESQUISA,['Rosângela Pereira de Tugny'],['SIM']
O trabalho da memória através dos cantos,2011,2016,PESQUISA,"['Rosângela Pereira de Tugny', 'Leonardo Pires Rosse', 'Ana Paula Limas Rodgers', 'José Ricardo Jamal Júnior', 'Marília Stein', 'Spensy Pimentel', 'Deise Lucy de Oliveira Montardo', 'Verônica Aldé']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Territorialidades nômades: uma perspectiva comparada. Estética e Ecologia em três povos indígenas sul-americanos: Maxakali,2008,2010,PESQUISA,"['Rosângela Pereira de Tugny', 'Ricardo Jamal', 'Ana Paula Lima Rodgers']","['SIM', 'NAO', 'NAO']"
