PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Modelo Matemático para a Eletrodifusão em Meios Celulares Excitáveis,1997,1999,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM']
Desenvolvimento de Sistemas Eletrônicos para Medidas de Potenciais Bioelétricos Associados a Fenômenos de Excitação,2000,2002,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Fernando Lobo Vaz de Mello']","['SIM', 'NAO']"
Identificação Experimental da Influência da Eletrodifusão no Espaço Extracelular sobre a Eletrofisiologia de Tecidos Corticais,2001,ATUAL,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM']
Modelagem Matemática de Populações Neuronais em Larga Escala para Estudo da Dinâmica de Epilepsia Experimental do Hipocampo,1993,1994,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM']
Estudo Experimental e Matemático de Bursting epileptogênicos em Tecidos Neuronais,2004,ATUAL,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Mario Antônio Duarte', 'Hewerson Zansávio Teixeira', 'Rodrigo Seixas de Carvalho', 'Antônio Márcio Rodrigues']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Biotério Central da Universidade Federal de São João del-Rei,2004,ATUAL,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Wellington Garcia Campos', 'Lilian Midori Ide']","['SIM', 'NAO', 'NAO']"
Mecanismos estruturais das atividades epileptiformes sinápticas e não-sinápticas,2009,2011,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM']
A estrutura não-sináptica das atividades epileptiformes,2009,2010,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM']
Efeitos dinâmicos dos mecanismos sinápticos e não-sinápticos em epilepsias refratárias,2011,2013,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM']
Mecanismos sinápticos e não-sinápticos das epilepsias refratárias e suas implicações na busca de novas estratégias terapêuticas: uma abordagem translacional,2009,2013,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'FÚLVIO ALEXANDRE SCORZA', 'RICARDO MARIO ARIDA', 'Esper Abrão Cavalheiro', 'João Pereira Leite']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Mecanismos sinápticos e não-sinápticos das epilepsias refratárias e suas implicações na busca de novas estratégias terapêuticas: uma abordagem translacional,2010,2013,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Mario Antônio Duarte', 'FÚLVIO ALEXANDRE SCORZA', 'CARLA ALESSANDRA SCORZA', 'Esper Abrão Cavalheiro', 'GILCELIO AMARAL SILVEIRA', 'Rodrigues, Antônio M.', 'João Pereira Leite']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Bioengenharia dos mecanismos não-sinápticos ? uma estratégia promissora para o controle das epilepsias refratárias a medicamentos,2014,ATUAL,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi', 'Mario Antônio Duarte', 'Esper Abrão Cavalheiro', 'GILCELIO AMARAL SILVEIRA', 'Scorza, Fulvio Alexandre', 'Ivan Carlos dos Santos', 'RODRIGUES, AM']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Neurobiotecnologia  -  Prospecção de Drogas Anti-epileptogênicas,2014,ATUAL,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Mario Antônio Duarte', 'FÚLVIO ALEXANDRE SCORZA', 'CARLA ALESSANDRA SCORZA', 'Esper Abrão Cavalheiro', 'GILCELIO AMARAL SILVEIRA', 'Ivan Carlos dos Santos', 'RODRIGUES, AM']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Neurofeedback e performance do músico,2020,ATUAL,PESQUISA,"['Antônio-Carlos Guimarães de Almeida', 'Antônio Márcio Rodrigues', 'Luciana Carina Joly']","['SIM', 'NAO', 'NAO']"
Redes Neuronais Biológicas &amp;quot;in vitro&amp;quot; e Modelagem Realística: Identificação do Realismo Necessário à Simulação de Propriedades de Rede de Sistemas Neuronais,1997,1999,PESQUISA,['Antônio-Carlos Guimarães de Almeida'],['SIM']
