TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Cidade e Identidade: a avenida do Contorno em Belo Horizonte,2001,Português,Autêntica,['José Márcio Pinto de Moura Barros'],['1'],['1']
Por onde andará Maya?,2006,Português,Autêntica,['José Márcio Pinto de Moura Barros'],['1'],['1']
"A cultura, a educação e a mudança",2006,Português,CEFOR  PUC MINAS,['José Márcio Pinto de Moura Barros'],['1'],['1']
"Olhar a cidade, obscena",2006,Português,Autêntica,['José Márcio Pinto de Moura Barros'],['1'],['1']
"Cidade, comunicação e cultura: fronteiras e convergências",2008,Português,Annablume,"['José Márcio Pinto de Moura Barros', 'Mozahir Salomão Bruck', 'Eduardo de Jesus']","['1', '2', '3']",['1']
Hábitos de consumo cultural entre jovens de grupos culturais,2008,Português,Favela é Isso Aí,"['José Márcio Pinto de Moura Barros', 'Bruna Ribeiro Sampaio', 'Shirley Alexandra Ferreira']","['1', '2', '3']",['1']
A diversidade cultural e os desafios de desenvolvimento e inclusão,2009,Português,Editora PUCMINAS,['José Márcio Pinto de Moura Barros'],['1'],['1']
"Equipamentos, meios e atividadesculturais nos municípios brasileiros: indicadores de diferenças, desigualdades e diversidade cultural",2009,Português,Fundação Casa de Rui Barbosa e Observatório Itaú Cultural,"['José Márcio Pinto de Moura Barros', 'Alexandre Barbalho', 'Maria Helena Cunha', 'Lia Calabre']","['1', '2', '3', '4']",['1']
Processos (trans) formativos e a gestão da diversidade cultural,2010,Português,Fundação Casa de Rui Barbosa e Itaú Cultural,['José Márcio Pinto de Moura Barros'],['1'],['1']
Diversidade Cultural e Conselhos de Cultura Uma aproximação conceitual e empírica,2010,Português,UFBa - FAPEX,"['José Márcio Pinto de Moura Barros', 'Giselle Lucena']","['1', '2']",['1']
Processos transformativos e a gestão da diversidade,2010,Português,Edições Casa de Rui Barbosa e Itaú Cultural,['José Márcio Pinto de Moura Barros'],['1'],['1']
"A diversidade cultural, o identitário, o popular, o tradicional",2010,Português,Fundação Pedro Calmon,['José Márcio Pinto de Moura Barros'],['1'],['1']
A sociedade civil e a educação na proteção e promoção da diversidade cultural,2011,Português,"PUC Minas, Itaú Cultural , ODC",['José Márcio Pinto de Moura Barros'],['1'],['1']
O Programa Cultura Viva e a diversidade cultural,2011,Português,IPEA,"['José Márcio Pinto de Moura Barros', 'Paula Ziviani']","['1', '2']",['1']
A política cultural em Rio Branco,2011,Português,Rede Acreana de Cultura - RAC,['José Márcio Pinto de Moura Barros'],['1'],['1']
Diversidade cultural e gestão: sua extensão e complexidade,2011,Bretão,Observatório da Diversidade Cultural,['José Márcio Pinto de Moura Barros'],['1'],['1']
"Gestão cultural: formação, colaboração e desenvolvimento local",2011,Bretão,Observatório da Diversidade Cultural,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr']","['1', '2']",['1']
"A mudança da cultura e a cultura da mudança: cultura, desenvolvimento e transversalidade",2011,Bretão,Observatório da Diversidade Cultural,['José Márcio Pinto de Moura Barros'],['1'],['1']
"Conhecer e agir no campo da cultura: diagnóstico, informações e indicadores",2011,Bretão,Observatório da Diversidade Cultural,"['José Márcio Pinto de Moura Barros', 'Paula Ziviani']","['1', '2']",['1']
Diversidade cultural ? algumas reflexões à luz do debate sobre o espaço ibero-americano,2012,Português,"Confibercom, ECA/USP, Socicom",['José Márcio Pinto de Moura Barros'],['1'],['1']
Deslimites do medo,2012,Português,Cobogó,['José Márcio Pinto de Moura Barros'],['1'],['1']
Identidade e memória em tempos de midiatização,2013,Português,ECOMIG,"['José Márcio Pinto de Moura Barros', 'Giselle Lucena']","['1', '2']",['1']
O Acre e o Brasil: continuidades e singularidades nas políticas culturais,2013,Português,Edufba,"['José Márcio Pinto de Moura Barros', 'Flavia Burlamaqui Machado']","['1', '2']",['1']
Minas Gerais e Brasil: o diálogo entre duas políticas culturais,2013,Português,Edufba,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr']","['1', '2']",['1']
Diversidade cultural e gestão: apontamentos preliminares,2013,Português,Edufba,['José Márcio Pinto de Moura Barros'],['1'],['1']
A comunicação e a diversidade cultural:  desafios para uma proposta de ação no estado do Acre,2013,Português,FADESP,"['José Márcio Pinto de Moura Barros', 'Giselle Lucena']","['1', '2']",['1']
Introdução,2014,Português,EDUFBa,"['José Márcio Pinto de Moura Barros', 'Kauark, Giuliana', 'Paulo Miguez']","['1', '2', '3']",['1']
A CONSTRUÇÃO DO PLANO ESTADUAL DE CULTURA DO ACRE: UM RELATO E ALGUMAS PROBLEMATIZAÇÕES,2015,Português,Fundação Casa de Rui Barbosa,['José Márcio Pinto de Moura Barros'],['1'],['1']
Políticas Públicas para a diversidade cultural: uma análise do Programa Brasil Plural,2015,Português,EDUFBa,"['José Márcio Pinto de Moura Barros', 'Kauark, Giuliana']","['1', '2']",['1']
A afirmação da diversidade cultural sob diferentes olhares,2015,Português,EDUFBa,"['José Márcio Pinto de Moura Barros', 'Kauark, Giuliana', 'Paulo Miguez']","['1', '2', '3']",['1']
Diversidade cultural: os desafios para a promoção e proteção no campo do design,2016,Português,EdUEMG,['José Márcio Pinto de Moura Barros'],['1'],['1']
A formação de gestores culturais: exame de uma experiência piloto,2016,Português,Edições SESC,"['Isaura Botelho', 'José Márcio Pinto de Moura Barros']","['1', '2']",['2']
Diversidade biocultural na política cultural brasileira: uma aproximação ao SNC e PNC,2016,Português,Editora CirKula,['José Márcio Pinto de Moura Barros'],['1'],['1']
O Observatorio da Diversidade Cultural: percurso e desafios,2017,Português,Instituto Itaú Cultural,['José Márcio Pinto de Moura Barros'],['1'],['1']
Diversidade cultural e economia criativa: alguns apontamentos,2017,Bretão,EDUEMG,"['José Márcio Pinto de Moura Barros', 'Julia Roscoe']","['1', '2']",['1']
Elaboración de Planes Municipales de Cultura en el Brasil,2017,Português,Editora Universidad Nacional Três de Febrero,"['José Márcio Pinto de Moura Barros', 'Kátia Maria de Souza Costa']","['1', '2']",['1']
Una propuesta de formación de Consejeros Municipales en Minas Gerais,2017,Português,Editora Universidad Nacional Tres de Febrero,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr']","['1', '2']",['1']
Diversidade Cultural e processos de mediação,2018,Malgaxe,Editora UEMG e Observatório da Diversidade Cultural,"['José Márcio Pinto de Moura Barros', 'Mariana Angelis']","['1', '2']",['1']
Participação social no campo da cultura: uma análise do processo de consulta das Metas do Plano Nacional de Cultura e da Conferência Livre para a Democratização da Comunicação,2018,Português,EdUECE,"['José Márcio Pinto de Moura Barros', 'Camila Alvarenga', 'Nubia Braga Ribeiro']","['1', '2', '3']",['1']
Gestão Cultural e Diversidade: do pensar ao agir,2018,Malgaxe,Editora UEMG e Observatório da Diversidade Cultural,"['José Márcio Pinto de Moura Barros', 'Jocastra Holanda Bezerra']","['1', '2']",['1']
Por uma cultura do público: planos de cultura e diversidade cultural,2019,Português,EdUEMG,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr']","['1', '2']",['1']
Análise da participação social no processo de revisão das metas do Plano Nacional de Cultura,2019,Português,EdUfba,"['José Márcio Pinto de Moura Barros', 'renata melo', 'Giordanna Santos']","['1', '2', '3']",['1']
"Diagnósticos participativos, desenvolvimento e diversidade cultural: desafios conceituais e metodológicos",2020,Português,Observatório da Diversidade Cultural,['José Márcio Pinto de Moura Barros'],['1'],['1']
Políticas Culturais: algumas aproximações,2021,Português,Editora UFV,['José Márcio Pinto de Moura Barros'],['1'],['1']
"Cultura, diversidade e os Objetidos do Desenvolvimento Sustentável",2021,Português,Observatório da Diversidade Cultural,"['José Márcio Pinto de Moura Barros', 'Giselle Dupin']","['1', '2']",['1']
A participação social nas políticas de cultura e comunicação no Brasil: alguns questionamentos,2017,Bretão,EDUEMG,"['José Márcio Pinto de Moura Barros', 'Nubia Braga Ribeiro', 'Camila Alvarenga']","['1', '2', '3']",['1']
