TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Dança: uma nova linguagem na escola,2001,,Português,Aula magna (Belo Horizonte),XX,1516-5906,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
Reflexos da modernidade nas políticas de Educação Superior: o caso brasileiro,2002,,Português,Aula magna (Belo Horizonte),XX,1516-5906,"['Maria Lúcia Ferreira', 'Ana Cristina Carvalho Pereira', 'Verônica Cristina de Almeida e Silva']","['1', '2', '3']",['2'],-99
Oficinas de arte: quem não gosta,2002,,Português,AMAE Educando,XX,0102-0471,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
"Da mitologia grega aos Parâmetros Curriculares Nacionais, a arte da dança e sua importância no processo da formação humana",2003,,Português,Aula magna (Belo Horizonte),XX,1516-5906,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
Na escola também se dança,2003,,Português,AMAE Educando,XX,0102-0471,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
O uso de analogias e metáforas no ensino da dança clássica,2004,,Português,Índice de Analogias e Metáforas,XX,1806-2075,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
Linguagem e cognição: Analogias e metáforas no ensino de balé em escolas de Belo Horizonte,2005,,Português,Índice de Analogias e Metáforas,XX,1806-2075,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
"Ontem e Hoje: escola, corpo e dança",2006,,Português,Educação em Foco (Juiz de Fora),A4,0104-3293,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
Analogias e metáforas como mediação cognitiva na aprendizagem do balé: uma releitura com base na teoria de redes de integração conceitual,2007,,Português,Intercâmbio (CD-ROM),A3,1806-275X,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
Gesto,2010,,Português,WIKI Psicolinguística,XX,2178-0692,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
"Memória, identidade e formação do profissional de dança",2009,,Português,Caderno de Encenação,XX,1983-2826,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
Linguagem e cognição: analogias e metáforas no ensino da dança clássica,2004,,Português,EDUCAÇÃO &amp; TECNOLOGIA,B2,1414-5057,"['Ana Cristina Carvalho Pereira', 'Ronaldo Luiz Nagem', 'Ewaldo Mello de Carvalho']","['1', '2', '3']",['1'],-99
Atravessamentos no e com o corpo: narrativas estéticas na docência,2018,10.26843/ae19828632v12n12019p68a79,Português,Revista @mbienteeducação,B4,1982-8632,"['Rosvita Kolb-Bernardes', 'Ana Cristina Carvalho Pereira']","['1', '2']",['2'],-99
Editorial,2019,,Português,Pós: Revista do Programa de Pós-graduação em Artes da Escola de Belas Artes da UFMG,A3,1982-9507,"['Ricardo Carvalho de Figueiredo', 'Magali Melleu Sehn', 'Ana Cristina Carvalho Pereira']","['1', '2', '3']",['3'],-99
Editorial,2019,,Português,Pós: Revista do Programa de Pós-graduação em Artes da Escola de Belas Artes da UFMG,A3,1982-9507,"['Ricardo Carvalho de Figueiredo', 'Magali Melleu Sehn', 'Ana Cristina Carvalho Pereira']","['1', '2', '3']",['3'],-99
Espaços poéticos como mediação para a narrativa de si,2020,10.5585/eccos.n53.16658,Português,ECCOS REVISTA CIENTÍFICA (ONLINE),A3,1983-9278,"['BERNARDES, ROSVITA KOLB', 'Ana Cristina Carvalho Pereira']","['1', '2']",['2'],-99
Narrativas de mim: memórias dançantes,2020,10.31892/rbpab2525-426X.2020.v5.n13.p451-466,Português,REVISTA BRASILEIRA DE PESQUISA (AUTO)BIOGRÁFICA,A4,2525-426X,['Ana Cristina Carvalho Pereira'],['1'],['1'],-99
Aprendizagem significativa e o uso de metáforas no ensino de balé,2007,,Português,"Indivisa, Boletín de Estudios e Investigación",XX,1579-3141,"['Ana Cristina Carvalho Pereira', 'Ewaldo Mello de Carvalho']","['1', '2']",['1'],-99
