PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
A história do Departamento de Artes Cênicas da ECA-USP,1997,1999,PESQUISA,['Paulina Maria Caon'],['SIM']
Projeto Museu Educação e o Lúdico,2000,2001,PESQUISA,"['Paulina Maria Caon', 'Maria Helena Pires Martins', 'Mariangela Serri Francoio']","['SIM', 'NAO', 'NAO']"
Corpo e Ensino de Teatro na Educação Básica - situações e tensões da contemporaneidade (Doutorado),2011,2015,PESQUISA,['Paulina Maria Caon'],['SIM']
Projeto Partilhas Teatrais - diálogos entre as práticas teatrais das escolas de Uberlândia e o Curso de Teatro da UFU,2012,2012,EXTENSAO,"['Paulina Maria Caon', 'Mariene Hundertmarck Perobelli', 'Rosimeire Gonçalvez dos Santos', 'Vilma Campos dos Santos Leite', 'Getúlio Góis', 'Elisa Vilela', 'Rosiane Aparecida S. Martins', 'Monique Alves Ferreira', 'Márcia Zanetti']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Corporalidades, Performatividades - olhares e ações para a educação e para a cena contemporânea",2015,2021,PESQUISA,['Paulina Maria Caon'],['SIM']
COMUFU - comunidade e UFU em Cena - etapa 2015.1,2005,2006,EXTENSAO,"['Paulina Maria Caon', 'Mariene Hundertmarck Perobelli', 'Rosimeire Gonçalvez dos Santos', 'Vilma Campos dos Santos Leite', 'Weelington Menegaz de Paula', 'Adriana Moreira da Silva']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
V Mostra de Teatro Escolar e XXXVI Fórum de Diálogos entre Professores de Teatro de Uberlândia,2016,2016,EXTENSAO,"['Paulina Maria Caon', 'Wellington Menegaz de Paula']","['SIM', 'NAO']"
Partilhas Teatrais em Extensão - ateliês e redes de aprendizagens teatrais na escola básica,2016,2017,EXTENSAO,"['Paulina Maria Caon', 'Vilma Campos dos Santos Leite', 'Getúlio Góis', 'Wellington Menegaz de Paula']","['SIM', 'NAO', 'NAO', 'NAO']"
VI Mostra de Teatro Escolar e 49o. Fórum de Diálogos entre Professores de Teatro de Uberlândia,2017,2017,EXTENSAO,['Paulina Maria Caon'],['SIM']
COMUFU Comunidade e UFU em Cena ? Etapa 2018.2,2018,2018,EXTENSAO,"['Paulina Maria Caon', 'Wellington Menegaz de Paula']","['SIM', 'NAO']"
50 anos de AI-5: experimentos cênico-musicais entre 1968 e 2018,2018,2018,EXTENSAO,"['Paulina Maria Caon', 'Eduardo Fraga Tullio']","['SIM', 'NAO']"
O caminhar em práticas artísticas e sociais contemporâneas ? um olhar para as relações entre o caminhar e a educação,2018,ATUAL,PESQUISA,"['Paulina Maria Caon', 'Verônica Veloso', 'Getúlio Góis de Araújo', 'Coletivo Teatro Dodecafônico', 'José Sérgio Fonseca de Carvalho']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Praticando Kundalini Yoga - cuidado de si e estados de presença em tempos de crise,2019,2019,EXTENSAO,['Paulina Maria Caon'],['SIM']
Improvisação como Criação de Escrituras e Danças,2021,ATUAL,PESQUISA,"['Paulina Maria Caon', 'Jarbas Siqueira Ramos', 'Patrícia Chavarelli Vilela da Silva', 'Luciana Mourão Arslan', 'Mariana Araújo', 'Juscelino Mendes', 'Jéssica Lana de Gois']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Partilhas, ateliês e redes de cooperação ? aprendizagens teatrais na escola básica",2013,2015,PESQUISA,"['Paulina Maria Caon', 'Vilma Campos dos Santos Leite', 'Gabriela Neves Guimarães', 'Getúlio Góis de Araújo', 'Ricardo Augusto de Oliveira', 'Marcelo Briotto', 'Daiane Aparecida Costa']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Práticas e Leituras do Corpo,2012,2012,EXTENSAO,['Paulina Maria Caon'],['SIM']
A educação corporal em duas comunidades de remanescentes quilombolas - cultura corporal e manifestações cênicas,2006,2009,PESQUISA,['Paulina Maria Caon'],['SIM']
