PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
"IMAGENS NO VAZIO - Estudos da trilogia Os nossos antepassados, de Italo Calvino",2009,2013,PESQUISA,['Neide das Graças de Souza Bortolini'],['SIM']
&amp;quot;Luz que anda: a ação sociocultural em teatro na comunidade de Serra Negra - MG&amp;quot;,2008,2009,EXTENSAO,"['Neide das Graças de Souza Bortolini', 'Ricardo Carvalho de Figueiredo']","['NAO', 'SIM']"
Mambembe &amp; Carro Biblioteca,2008,2009,EXTENSAO,"['Neide das Graças de Souza Bortolini', 'Neide Nativa', 'Clarissa Alcantara']","['SIM', 'NAO', 'NAO']"
A MPB e Shakespeare no Teatro de Rua: a proposta mambembe de inclusão artística e sócio-cultural,2009,2009,EXTENSAO,"['Neide das Graças de Souza Bortolini', 'Ricardo Gomes', 'Inês Linke', 'Eric Lana', 'Maria Odette Monteiro Teixeira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Reflexões sobre o Teatro de Rua: Mambembe em ?O Barão nas Árvores?,2007,2008,PESQUISA,"['Neide das Graças de Souza Bortolini', 'Manuela Pereira']","['SIM', 'NAO']"
Programa Institucional de Bolsa de Iniciação à Docência - PIBID,2009,2010,OUTRA,"['Neide das Graças de Souza Bortolini', 'Cláudio Lúcio Mendes', 'Hildeberto Caldas de Sousa', 'Roseli de Alvarenga Corrêa', 'Virgínia Albuquerque de Castro Buarque']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Teatro de rua: entre realidade e ficção,2010,2011,PESQUISA,"['Neide das Graças de Souza Bortolini', 'Haylla Rissi', 'Eric Henrique Moreira', 'Hideo Kushiyama']","['NAO', 'SIM', 'NAO', 'NAO']"
"Trem cultural: leitura, música, teatro e dança nas comunidades",2011,2014,EXTENSAO,"['Neide das Graças de Souza Bortolini', 'Neide Nativa', 'Ricardo Carlos Gomes', 'Juliana Castro Bergamini']","['SIM', 'NAO', 'NAO', 'NAO']"
Mambembe - Música e Teatro Itinerante,2014,2014,EXTENSAO,"['Neide das Graças de Souza Bortolini', 'Clóvis Domingos dos Santos']","['SIM', 'NAO']"
Circo - Arte-Educação,2014,2016,EXTENSAO,"['Neide das Graças de Souza Bortolini', 'Ricardo Gomes', 'Neide Nativa', 'Eduardo França', 'Acevesmoreno Flores Piegaz']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM']"
Circo Arte Educação,2015,2016,EXTENSAO,"['Neide das Graças de Souza Bortolini', 'Eduardo França']","['SIM', 'NAO']"
Programa Estação Ouro Preto: ações cuturais,2017,2017,EXTENSAO,"['Neide das Graças de Souza Bortolini', 'Nair Pires', 'Elton Mattos', 'Edson Fialho de Resende']","['SIM', 'NAO', 'NAO', 'NAO']"
Programa Estação Ouro Preto,2018,ATUAL,EXTENSAO,"['Neide das Graças de Souza Bortolini', 'Nair Pires', 'Edson Fialho de Resende', 'Ingrid Borges', 'Elton Mattos']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Circus,2016,2016,EXTENSAO,['Neide das Graças de Souza Bortolini'],['SIM']
AÇÕES TEATRAIS E MUDANÇAS PSICOSSOCIAIS: VIVÊNCIAS EM GRUPO,2019,2020,PESQUISA,"['Neide das Graças de Souza Bortolini', 'Luciana Crivellari Dulci', 'RAQUEL SILVA DE PAULA']","['SIM', 'NAO', 'NAO']"
PROCESSOS DE INTERVENÇÃO EDUCACIONAL E ARTÍSTICA,2018,2019,PESQUISA,"['Neide das Graças de Souza Bortolini', 'Camila Fernandes Vendramini', 'Yasmin Ribeiro Penido']","['SIM', 'NAO', 'NAO']"
Monitoria Artes Cênicas Licenciatura Estágio Supervisionado: Observação,2019,2019,ENSINO,"['Neide das Graças de Souza Bortolini', 'Hayslan Rodrigues da Silva Teixeira']","['SIM', 'NAO']"
IMAGENS NO VAZIO: ESCRITA E TEATRALIDADE,2014,ATUAL,PESQUISA,"['Neide das Graças de Souza Bortolini', 'Paulo Marcos Cardoso Maciel', 'Daisy Leite Turrer', 'Thiago Carvalho Meira', 'Samir Antunes Silva', 'Brenda Campos de Oliveira Freire']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
IMAGENS VAZIAS ? espaço e tempo infinitos,2019,ATUAL,PESQUISA,"['Neide das Graças de Souza Bortolini', 'Sílvia Patrícia Fagundes']","['SIM', 'NAO']"
