TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Patrimônios partilhados, sensibilidades tangíveis: Memória do Pão de Santo Antônio",2015,Português,Associação Pão de Santo Antônio,['Rita Lages Rodrigues'],['1'],['1']
O patrimônio e o público: reflexões sobre o caráter público-patrimonial das esculturas em Belo Horizonte,2015,Português,"Secretaria de Estado de Cultura de Minas Gerais, Arquivo Público Mineiro",['Rita Lages Rodrigues'],['1'],['1']
"O tempo, a carne e a pedra: reflexões sobre o patrimônio em Belo Horizonte",2016,Português,Autêntica Editora,"['Rita Lages Rodrigues', 'Luiz Henrique Assis Garcia']","['1', '2']",['1']
"Aproximações entre Belo Horizonte e Maputo: temporalidades, ecletismo e patrimônio cultural",2018,Português,MG: IEDS/ Editora São Jerônimo,['Rita Lages Rodrigues'],['1'],['1']
"O QUE ESTÁ DENTRO, O QUE ESTÁ FORA: A ?PORTA? DO MUSEU DE ARTE DA PAMPULHA, O PATRIMÔNIO MUNDIAL, O ESPAÇO PÚBLICO E AS AÇÕES DOS PIXADORES",2020,Português,Uiversidade Federal de Minas Gerais,"['Rita Lages Rodrigues', 'Luiz Henrique Assis Garcia', 'Maria Tereza Dantas Moura', 'Ana Karina Bernardes']","['1', '2', '3', '4']",['1']
CHAPTER 10. Judith Lauand: Art and Technology of a Brazilian Concrete Painter,2020,Português,Royal Society of Chemistry,"['Cruz Souza, Luiz Antonio', 'Rosado, Alessandra', 'Froner Gonçalves, Yacy-Ara', 'Rita Lages Rodrigues', 'Carvalho, Humberto Farias de', 'Sanna Castelo Branco, Maria Alice', 'Giulia Giovani']","['1', '2', '3', '4', '5', '6', '7']",['4']
"Outras Histórias nos Mundos da Arte: Mulheres Artistas, Questões de Gênero e Histórias das Artes em Belo Horizonte dos anos 1940 aos anos 1960",2020,Português,Editora Tellha,['Rita Lages Rodrigues'],['1'],['1']
"Da Galeria à Rua, Mulheres Artistas na Mostra Objeto e Participação e na Manifestação Do Corpo à Terra",2021,Português,Editora ABCA,['Rita Lages Rodrigues'],['1'],['1']
Urgência Cotidiana,2020,Português,Editora UFMG,['Rita Lages Rodrigues'],['1'],['1']
Urgência Cotidiana,2021,Português,Editora UFMG,['Rita Lages Rodrigues'],['1'],['1']
"Experimentation and Materiality: Constructing the Brazilian Artwork, 1950s-60s",2021,Inglês,Getty Publications,"['Luiz Antônio Cruz Souza', 'Alessandra Rosado', 'Yacy Ara Froner Gonçalves', 'Rita Lages Rodrigues', 'Maria Alice Honório Sanna Castello Branco', 'Giulia Giovani', 'Vitor P Amaral']","['1', '2', '3', '4', '5', '6', '7']",['4']
