TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A Questão moral em Descartes,2005,,Português,Revista de Filosofia SEAF,XX,1518-7896,['Luciana da Costa Dias'],['1'],['1'],-99
A questão da arte e a construção da história do Ser no pensamento de Martin Heidegger,2009,,Português,Ítaca (UFRJ),XX,1519-9002,['Luciana da Costa Dias'],['1'],['1'],-99
Platão e a Arte: Notas sobre o ?nascimento? da Estética no ocidente,2010,,Português,Revista UNIABEU (Cessou em 2007. Foi desdobrado em dois: ISSN 1983-0734 Revista UNIABEU. Saúde e Educação e ISSN 1983-0742 Revista UNIABEU. Tecnologia,B2,1677-0188,['Luciana da Costa Dias'],['1'],['1'],-99
O acontecer da Verdade na Arte como Combate Originário: Algumas considerações acerca da questão da obra de arte na ontologia de Martin Heidegger,2006,,Português,Ítaca (UFRJ),XX,1519-9002,['Luciana da Costa Dias'],['1'],['1'],-99
O Teatro e a Cidade: notas sobre uma origem comum,2012,,Português,Artefilosofia (UFOP),XX,1809-8273,['Luciana da Costa Dias'],['1'],['1'],-99
Arte e História do Ser: algumas considerações sobre o caminho do pensamento de Heidegger a partir do ensaio A origem da Obra de arte,2014,10.12957/ek.2014.12792,Português,EKSTASIS REVISTA DE HERMENÊUTICA E FENOMENOLOGIA,B2,2316-4786,['Luciana da Costa Dias'],['1'],['1'],-99
"O diálogo entre arte, filosofia, poesia e técnica na construção de uma ?história do ser? no pensamento tardio de Martin Heidegger",2015,,Português,DOIS PONTOS (UFPR) DIGITAL,XX,2179-7412,['Luciana da Costa Dias'],['1'],['1'],-99
Liberdade de des-fundamentar: abordagem de Sobre a essência do fundamento (1929) de Martin Heidegger,2014,,Português,Sapere Aude: Revista de Filosofia,B2,2177-6342,"['Luciana da Costa Dias', 'Thiago Gandra do Vale']","['1', '2']",['1'],-99
"Nietzsche, Artaud e o Pós Dramático: elementos de uma crise anunciada?",2015,,Português,Ensaios Filosóficos,XX,2177-4993,['Luciana da Costa Dias'],['1'],['1'],-99
Da palavra mítica à palavra dialogada: Confluências entre as origens do teatro e da filosofia na Grécia Antiga,2015,,Português,Cadernos Letra e Ato,C,2236-8930,"['Luciana da Costa Dias', 'Dalila David Xavier']","['1', '2']",['1'],-99
Educar para quê? Observações acerca da educação e cultura a partir do pensamento de Friedrich Nietzsche,2016,10.5335/rep.v23i2.6542,Português,ESPAÇO PEDAGÓGICO,XX,0104-7469,['Luciana da Costa Dias'],['1'],['1'],-99
A educação como formação  ou ''cultivo de si'' em Friedrich Nietzsche,2016,,Português,FILOSOFIA E EDUCAÇÃO,B1,1984-9605,['Luciana da Costa Dias'],['1'],['1'],-99
"Nietzsche, Artaud e a Performance: Provocações em direção a uma fenomenologia da performance",2016,,Português,Meória ABRACE,XX,2176-9516,['Luciana da Costa Dias'],['1'],['1'],-99
DAS LACUNAS E DO DIÁLOGO: AS ORIGENS DA TRAGÉDIA NA GRÉCIA ANTIGA,2017,10.22456/2236-3254.75608,Português,REVISTA CENA,XX,2236-3254,['Luciana da Costa Dias'],['1'],['1'],-99
Artaud e a Poesia Sonora: o som como meio e descontrução da linguagem,2018,,Português,"ODRADEK. Studies in Philosophy of Literature, Aesthetics and New Media Theories",XX,2465-1060,"['Luciana da Costa Dias', 'Tamira Mantovani Gomes Barbosa']","['1', '2']",['1'],-99
"Corpo desembestado: o devir-animal, o Teatro da Crueldade e suas afecções",2014,,Português,Meória ABRACE,XX,2176-9516,"['matheus silva', 'Luciana da Costa Dias']","['1', '2']",['2'],-99
Fundamentos do drama moderno: do drama burguês à explicitação da crise,2014,,Português,Meória ABRACE,XX,2176-9516,"['gustavo moreira alves', 'Luciana da Costa Dias']","['1', '2']",['2'],-99
"O diálogo possível entre Nietzsche, Artaud e Lehmann: Contribuições para pensar as artes cênicas no século XX",2014,,Português,Meória ABRACE,XX,2176-9516,['Luciana da Costa Dias'],['1'],['1'],-99
Do Corpo-sem-órgãos à Performance como paradigma: interseções entre Performance &amp; Filosofia.,2018,,Português,Meória ABRACE,XX,2176-9516,['Luciana da Costa Dias'],['1'],['1'],-99
Experimentar Artaud,2019,10.21814/diacritica.311,Português,DIACRITICA,A2,2183-9174,"['Luciana da Costa Dias', 'Tamira Mantovani Gomes Barbosa']","['1', '2']",['1'],-99
Platão e a Arte: algumas observações sobre as origens da Teoria da Arte no ocidente em perspectiva hermenêutica,2020,,Português,DAPESQUISA,A4,1808-3129,['Luciana da Costa Dias'],['1'],['1'],-99
"Crise da Representação, Virada Performativa e Presença: possibilidades rumo a uma Filosofia-Performance",2020,,Português,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,['Luciana da Costa Dias'],['1'],['1'],-99
Pelas vestes de Oxum:  Ancestralidade e memória em cena,2020,10.20396/pita.v10i1.8658740,Português,Revista de Estudos Teatrais Pitágoras,A4,2237-387X,"['Thaís Soares Garcia', 'Luciana da Costa Dias']","['1', '2']",['2'],-99
"Inquietações: Pandemia, Crise, Necropolítica, Artaud",2020,10.20396/conce.v9i1.8659008,Português,CONCEIÇÃO/CONCEPTION REVISTA DO PROGRAMA DE PÓS-GRADUAÇÃO EM ARTES DA CENA,A4,2317-5737,"['Luciana da Costa Dias', 'Luis Gustavo Ferigati Pereira', 'Ricardo José Correia Maia', 'Pedr Methner Baldin', 'Marina de Nóbile da Silveira']","['1', '2', '3', '4', '5']",['1'],-99
Performance &amp; Filosofia na América Latina: A antropofagia como um tipo de ?Epistemologia do Sul?,2021,10.26512/dasquestoes.v11i1,Português,DAS QUESTÕES,B4,2447-7087,['Luciana da Costa Dias'],['1'],['1'],-99
"The Crisis of Representation, the Performative Turn and Presence: possibilities toward a Performance Philosophy",2020,,Português,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,['Luciana da Costa Dias'],['1'],['1'],-99
