TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Mathematical Model of The CA1 Region of the Rat Hippocampus,1998,10.1088/0031-9155/43/9/014,Inglês,Physics in Medicine and Biology (Print),A2,0031-9155,"['Antônio-Carlos Guimarães de Almeida', 'Vera Maura Fernandes de Lima', 'Antonio Fernando Catelli Infantosi']","['1', '2', '3']",['1'],-99
Observations on the Onset end Propagation of Excitation Waves in Neural Tissue,1998,10.1142/S0218127498001182,Inglês,International Journal of Bifurcation and Chaos in Applied Sciences and Engineering,B1,0218-1274,"['Markus Goldermann', 'Wolfgang Hanke', 'Antônio-Carlos Guimarães de Almeida', 'Vera Maura Fernandes de Lima']","['1', '2', '3', '4']",['3'],-99
Distribution of Gap Junction in the Chicken Retina,1998,,Inglês,Journal of Brain Research-Journal Für Hirnforschung,XX,0944-8160,"['Thomas Ladewig', 'Wolfgang Hanke', 'Markus Goldermann', 'Antônio-Carlos Guimarães de Almeida', 'Vera Maura Fernandes de Lima']","['1', '2', '3', '4', '5']",['4'],-99
Mathematical description of the ionic dynamic of neuronal tissues,2001,,Português,Revista Brasileira de Engenharia. Caderno de Engenharia Biomédica,XX,0102-2644,"['Hewerson Zansávio Teixeira', 'Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi', 'Antônio Márcio Rodrigues', 'Mario Antônio Duarte']","['1', '2', '3', '4', '5']",['2'],-99
Estudo da Técnica da Derivação da Fonte Aplicada a Sinais Eletroencefalográficos,1989,,Português,Revista Brasileira de Engenharia. Caderno de Engenharia Biomédica,XX,0102-2644,"['Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi']","['1', '2']",['1'],-99
Aplicação do Método de Derivação da Fonte no Mapeamento da Atividade Elétrica Cerebral,1990,,Português,Revista Brasileira de Engenharia. Caderno de Engenharia Biomédica,XX,0102-2644,"['Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi']","['1', '2']",['1'],-99
"Design, microfabrication and analysis of a microfluidic chamber for the perfusion of brain tissue slices",2003,10.1023/A:1024547413721,Inglês,Biomedical Microdevices,A3,1387-2176,"['Philippe Passeraub', 'Antônio-Carlos Guimarães de Almeida', 'Nitish V. Thakor']","['1', '2', '3']",['2'],2.327
Modeling extracellular space electrodiffusion during Leão´s spreading depression,2004,10.1109/TBME.2003.821010,Inglês,IEEE Transactions on Biomedical Engineering,A1,0018-9294,"['Antônio-Carlos Guimarães de Almeida', 'Hewerson Zansávio Teixeira', 'Antonio Fernando Catelli Infantosi', 'Mario Antônio Duarte']","['1', '2', '3', '4']",['1'],-99
Simulation of the effect of Na+ and Cl- on the velocity of spreading depression?s wave using a simplified electrochemicalmodel of synaptic terminals,2004,10.1088/1741-2560/1/2/007,Inglês,Journal of Neural Engineering,A2,1741-2560,"['Hewerson Zansávio Teixeira', 'Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi', 'Michelle Almeida Vasconcelos', 'Mario Antônio Duarte']","['1', '2', '3', '4', '5']",['2'],4.551
Functional imaging of the retinal layers by laser scattering: an approach for the study of Leão's spreading depression in intact tissue,2003,10.1016/S0165-0270(02)00346-1,Português,Journal of Neuroscience Methods,A3,0165-0270,"['Mario Antônio Duarte', 'Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi', 'José Wilson Bassani']","['1', '2', '3', '4']",['2'],-99
Model and simulation of Na+/K+ pump phosphorylation in the presence of palytoxin,2008,10.1016/j.compbiolchem.2007.08.001,Inglês,Computational Biology and Chemistry,A3,1476-9271,"['Antônio Márcio Rodrigues', 'Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi', 'Hewerson Zansávio Teixeira', 'Mario Antônio Duarte']","['1', '2', '3', '4', '5']",['2'],1.581
A microfabricated fluidic chamber for the perfusion of brain slices,2002,10.1109/IEMBS.2002.1053196,Inglês,"Engineering in Medicine and Biology, 2002. 24th Annual Conference and the Annual Fall Meeting of the Biomedical Engineering Society EMBS/BMES Conferen",XX,1094-687X,"['Philippe Passeraub', 'Antônio-Carlos Guimarães de Almeida', 'Nitish V. Thakor']","['1', '2', '3']",['2'],-99
Functional imaging of the retinal layers by laser scattering: An approach for study of spreading depression in intact tissue,2000,10.1109/IEMBS.2000.900617,Inglês,Annual International Conference of the IEEE Engineering in Medicine and Biology,XX,0589-1019,"['Mario Antônio Duarte', 'José Wilson Bassani', 'Antônio-Carlos Guimarães de Almeida']","['1', '2', '3']",['3'],-99
Topographic brain mapping of EEG signals after source derivation,1990,,Inglês,Annual International Conference of the IEEE Engineering in Medicine and Biology,XX,0589-1019,"['Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi']","['1', '2']",['1'],-99
NÃ­veis cardÃ­acos de troponina I em pacientes com epilepsia do lobo temporal refratÃ¡ria apÃ³s cortico-amÃ­gdalo-hipocampectomia,2007,10.1590/s1676-26492007000100003,Inglês,Journal of Epilepsy and Clinical Neurophysiology (Impresso),XX,1676-2649,"['Diego', 'Antônio-Carlos Guimarães de Almeida', 'Cristine Baldauf', 'Meire Argentoni-Baldochi', 'FÚLVIO ALEXANDRE SCORZA', 'Arthur Cukiert', 'Marly de Albuquerque', 'Wilna Klecia Lima Matos', 'RICARDO MARIO ARIDA', 'Esper Abrão Cavalheiro', 'Roberta Monterazzo Cysneiros', 'Aline Pansani']","['1', '1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8']",['1'],-99
Hibernating Mammals in Sudden Cardiac Death in Epilepsy: What Do They Tell Us?,2008,10.1016/j.mehy.2007.10.005,Português,Medical Hypotheses,A4,0306-9877,"['Diego', 'RICARDO MARIO ARIDA', 'Sérgio L. Cravo', 'Gus Schoorlemmer', 'Antônio-Carlos Guimarães de Almeida', 'Esper Abrão Cavalheiro', 'FÚLVIO ALEXANDRE SCORZA']","['1', '2', '3', '4', '5', '6', '7']",['5'],-99
NEUROPROTECTIVE ACTIVITY OF OMEGA-3 FATTY ACIDS AGAINST,2008,10.1016/j.yebeh.2008.01.001,Português,Epilepsy &amp; Behavior,A3,1525-5050,"['Danuza FERRARI', 'Roberta Monterazzo Cysneiros', 'CARLA ALESSANDRA SCORZA', 'RICARDO MARIO ARIDA', 'Esper Abrão Cavalheiro', 'Antônio-Carlos Guimarães de Almeida', 'FÚLVIO ALEXANDRE SCORZA']","['1', '2', '3', '4', '5', '6', '7']",['6'],-99
Identifying Essential Conditions for Refractoriness of Leão's Spreading Depression - Computational Modelling,2008,10.1016/j.compbiolchem.2008.03.011,Português,Computational Biology and Chemistry,A3,1476-9271,"['Hewerson Zansávio Teixeira', 'Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi', 'Antônio Márcio Rodrigues', 'Natália L Costa', 'Mario Antônio Duarte']","['1', '2', '3', '4', '5', '6']",['2'],1.581
A MICROCOMPUTER-BASED SYSTEM FOR MAPPING EEG,1990,10.1109/COLLOQ.1990.152787,Inglês,Proceedings of the IEEE,XX,0018-9219,"['Antonio Fernando Catelli Infantosi', 'Antônio-Carlos Guimarães de Almeida']","['1', '2']",['2'],-99
Mechanistic hypotheses for nonsynaptic epileptiform activity induction and its transition from the interictal to ictal state-Computational simulation,2008,10.1111/j.1528-1167.2008.01686.x,Inglês,Epilepsia (Copenhagen),XX,0013-9580,"['de Almeida, Antônio-Carlos G.', 'Rodrigues, Antônio M.', 'Scorza, Fúlvio A.', 'Cavalheiro, Esper A.', 'Teixeira, Hewerson Z.', 'Duarte, Mário A.', 'Silveira, Gilcélio A.', 'Arruda, Emerson Z.', 'Antônio-Carlos Guimarães de Almeida']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['9'],-99
Investigating the potassium interactions with the palytoxin induced channels in Na+/K+ pump,2009,10.1016/j.compbiolchem.2008.07.008,Inglês,Computational Biology and Chemistry,A3,1476-9271,"['RODRIGUES, A', 'ALMEIDA, A', 'INFANTOSI, A', 'TEIXEIRA, H', 'DUARTE, M', 'Antônio-Carlos Guimarães de Almeida']","['1', '2', '3', '4', '5', '6']",['6'],1.581
Adult hippocampal neurogenesis and sudden unexpected death in epilepsy: Reality or just an attractive history?,2008,10.1016/j.mehy.2008.06.043,Inglês,Medical Hypotheses,A4,0306-9877,"['SCORZA, F', 'CYSNEIROS, R', 'ARIDA, R', 'SCORZA, C', 'DEALMEIDA, A', 'SCHMIDT, B', 'CAVALHEIRO, E', 'Antônio-Carlos Guimarães de Almeida']","['1', '2', '3', '4', '5', '6', '7', '8']",['8'],-99
Is cold the new hot in sudden unexpected death in epilepsy? Effect of low temperature on heart rate of rats with epilepsy,2008,10.1590/S0004-282X2008000600014,Inglês,Arquivos de Neuro-Psiquiatria,B2,0004-282X,"['Sonoda, Eliza Y.F.', 'Colugnati, Diego B.', 'Scorza, Carla A.', 'Arida, Ricardo M.', 'Pansani, Aline P.', 'Almeida, Antonio-Carlos G. de', 'Cavalheiro, Esper A.', 'Scorza, Fulvio A.', 'Antônio-Carlos Guimarães de Almeida']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['9'],1.048
Could sudden cardiac death in epilepsy be related to the occurrence of thalamic dysfunction or anatomic change?,2009,10.1590/S0004-282X2009000100037,Inglês,Arquivos de Neuro-Psiquiatria,B2,0004-282X,"['Scorza, Fulvio A.', 'Calderazzo, Lineu', 'Albuquerque, Marly de', 'Arida, Ricardo M.', 'Antônio-Carlos Guimarães de Almeida', 'Cavalheiro, Esper A.']","['1', '2', '3', '4', '5', '6']",['5'],1.048
Could sudden death syndrome (SDS) in chickens (Gallus gallus) be a valid animal model for sudden unexpected death in epilepsy (SUDEP)?,2009,10.1016/j.mehy.2008.10.035,Inglês,Medical Hypotheses,A4,0306-9877,"['Fulvio Alexandre Scorza', 'Albuquerque, R. de', 'Arida, R.M.', 'Schmidt, B.', 'Antônio-Carlos Guimarães de Almeida', 'Scorza, Carla A.', 'Cavalheiro, E.A.']","['1', '2', '3', '4', '5', '6', '7']",['5'],-99
Physical exercise in epilepsy: What kind of stressor is it?,2009,10.1016/j.yebeh.2009.08.023,Inglês,Epilepsy &amp; Behavior,A3,1525-5050,"['Arida, Ricardo M.', 'Scorza, Fulvio A.', 'Terra, Vera C.', 'Scorza, Carla A.', 'Antônio-Carlos Guimarães de Almeida', 'Cavalheiro, Esper A.']","['1', '2', '3', '4', '5', '6']",['5'],-99
Qualitative analysis of hippocampal plastic changes in rats with epilepsy supplemented with oral omega-3 fatty acids,2010,10.1016/j.yebeh.2009.11.006,Inglês,Epilepsy &amp; Behavior,A3,1525-5050,"['Cysneiros, Roberta M.', 'Ferrari, Danuza', 'Arida, Ricardo M.', 'Terra, Vera C.', 'Antônio-Carlos Guimarães de Almeida', 'Cavalheiro, Esper A.', 'Scorza, Fulvio A.']","['1', '2', '3', '4', '5', '6', '7']",['5'],-99
Alcohol consumption and sudden unexpected death in epilepsy: experimental approach,2009,10.1590/S0004-282X2009000600008,Inglês,Arquivos de Neuro-Psiquiatria (Impresso),B2,0004-282X,"['ScorzaI, Carla A.', 'Cysneiros, Roberta M.', 'Arida, Ricardo M.', 'Terra, Vera C.', 'Machado, Hélio R.', 'Antônio-Carlos Guimarães de Almeida', 'Cavalheiro, Esper A.', 'Scorza, Fulvio A.']","['1', '2', '3', '4', '5', '6', '7', '8']",['6'],1.048
Increased basal plasma brain-derived neurotrophic factor levels in sprint runners¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿¿,2011,10.1007/s12264-011-1531-5,Inglês,Neuroscience Bulletin,A3,1673-7067,"['Correia, Paulo Roberto', 'Scorza, Fulvio Alexandre', 'Silva, Sérgio Gomes', 'Pansani, Aline', 'Toscano-Silva, Michelle', 'Antônio-Carlos Guimarães de Almeida', 'Arida, Ricardo Mario']","['1', '2', '3', '4', '5', '6', '7']",['6'],4.246
Effect of palytoxin on the sodium?potassium pump: model and simulation,2008,10.1088/1478-3975/5/3/036005,Inglês,Physical Biology (Print),XX,1478-3967,"['Antônio Márcio Rodrigues', 'Antonio Fernando Catelli Infantosi', 'Antônio-Carlos Guimarães de Almeida']","['1', '2', '3']",['3'],1.818
Firing patterns and synchronization in nonsynaptic epileptiform activity: the effect of gap junctions modulated by potassium accumulation,2009,10.1088/1478-3975/6/4/046019,Português,Physical Biology (Online),XX,1478-3975,"['Santos, D O C', 'Rodrigues, A M', 'Antônio-Carlos Guimarães de Almeida', 'Dickman, R']","['1', '2', '3', '4']",['3'],1.818
Palytoxin and the sodium/potassium pump¿phosphorylation and potassium interaction,2009,10.1088/1478-3975/6/3/036010,Português,Physical Biology (Online),XX,1478-3975,"['Rodrigues, Antônio M', 'Infantosi, Antonio F C', 'Antônio-Carlos Guimarães de Almeida']","['1', '2', '3']",['3'],1.818
Non-synaptic mechanisms that could be responsible for potential antiepileptic effects of omega&amp;#8722;3 fatty acids,2012,10.1016/j.yebeh.2012.06.008,Inglês,Epilepsy &amp; Behavior (Print),A3,1525-5050,"['Antônio-Carlos Guimarães de Almeida', 'dos Santos, Hérica Lima', 'Rodrigues, Antônio M.', 'Cysneiros, Roberta M.', 'Cavalheiro, Esper A.', 'Arida, Ricardo M.', 'Scorza, Fulvio A.']","['1', '2', '3', '4', '5', '6', '7']",['1'],-99
Enhanced Synaptic Connectivity in the Dentate Gyrus during Epileptiform Activity: Network Simulation,2013,10.1155/2013/949816,Inglês,Computational Intelligence and Neuroscience,A2,1687-5265,"['FRANÇA, KEITE LIRA DE ALMEIDA', 'Antônio-Carlos Guimarães de Almeida', 'Antonio Fernando Catelli Infantosi', 'Mario Antônio Duarte', 'DA SILVEIRA, GILCÉLIO AMARAL', 'Scorza, Fulvio Alexandre', 'Arida, Ricardo Mario', 'CAVALHEIRO, ESPER ABRÃO', 'Antônio Márcio Rodrigues']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['2'],2.154
Tachycardia and SUDEP: Reassuring news about beta blockers,2013,10.1016/j.yebeh.2013.02.012,Português,Epilepsy &amp; Behavior (Print),A3,1525-5050,"['marcello scattolini', 'Scorza, Carla A.', 'Antônio-Carlos Guimarães de Almeida', 'Esper Abrão Cavalheiro']","['1', '2', '3', '4']",['3'],-99
"Attitudes of Brazilian epileptologists to discussion about SUDEP with their patients: Truth may hurt, but does deceit hurt more?",2013,10.1016/j.yebeh.2013.03.017,Inglês,Epilepsy &amp; Behavior (Print),A3,1525-5050,"['Ively G. Abdala', 'CARLA ALESSANDRA SCORZA', 'CAVALHEIRO, ESPER ABRÃO', 'Marly de Albuquerque', 'Antônio-Carlos Guimarães de Almeida', 'FÚLVIO ALEXANDRE SCORZA']","['1', '2', '3', '4', '5', '6']",['5'],-99
Research on ionic homeostatic equilibrium may change our view about epilepsy,2013,10.6061/clinics/2013(08)01,Português,Clinics (USP. Impresso),A3,1807-5932,"['MIRANDA, MF', 'RODRIGUES, AM', 'CAVALHEIRO, EA', 'SCORZA, FA', 'Antônio-Carlos Guimarães de Almeida']","['1', '2', '3', '4', '5']",['5'],1.127
Alcohol Abuse Promotes Changes in Non-Synaptic Epileptiform Activity with Concomitant Expression Changes in Cotransporters and Glial Cells,2013,10.1371/journal.pone.0078854,Inglês,Plos One,A1,1932-6203,"['Luiz', 'Mario Antônio Duarte', 'FÚLVIO ALEXANDRE SCORZA', 'Esper Abrão Cavalheiro', 'Antônio-Carlos Guimarães de Almeida', 'GILCELIO AMARAL SILVEIRA', 'Victor D C Costa', 'Aline Batista', 'Ana Paula', 'Antônio Márcio Rodrigues', 'CARLA ALESSANDRA SCORZA', 'Henrique Alves Amorim', 'RICARDO MARIO ARIDA']","['1', '10', '11', '12', '13', '2', '3', '4', '5', '6', '7', '8', '9']",['13'],2.776
