TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
JUVENTUDE NEGRA NO MERCADO DE TRABALHO NO MUNICÍPIO DE SÃO PAULO,2000,,Português,Ensaios de História (Franca),B4,1414-8854,['Benjamin Xavier de Paula'],['1'],['1'],-99
UM ESTUDO SOBRE O MOVIMENTO HIP HOP NA CIDADE DE SÃO PAULO: DÉCADAS DE 1980 E 1990,2001,,Português,Ensaios de História (Franca),B4,1414-8854,['Benjamin Xavier de Paula'],['1'],['1'],-99
A FORMAÇÃO DOCENTE NA PERSPECTIVA DO COMBATE AO RACISMO NA ESCOLA: O PROJETO RACISMO E EDUCAÇÃO,2006,,Português,AFRO - REVISTA DO PROJETO DE INCLUSÃO DE NEGROS (AS) NO ENSINO SUPERIOR,XX,-,"['Benjamin Xavier de Paula', 'Cristina Mary Ribeiro Peron']","['1', '2']",['1'],-99
NÚCLEO DE ESTUDOS AFRO-BRASILEIROS DA UNIVERSIDADE FEDERAL DE UBERLÂNDIA,2006,,Português,AFRO - Revista do Projeto de Inclusão de Negros e Negras no Ensino Superior,XX,-,"['Benjamin Xavier de Paula', 'Cristina Mary Ribeiro Peron', 'Guimes Rodrigues Filho']","['1', '2', '3']",['1'],-99
O MOVIMENTO HIP HOP E A CONSTRUÇÃO DA IDENTIDADE NEGRA-JUVENIL,2011,,Português,Revista da Associação Brasileira de Pesquisadores(as) Negros(as) - ABPN,B1,2177-2770,['Benjamin Xavier de Paula'],['1'],['1'],-99
HISTORIA Y CULTURA AFRO-BRASILEÑA Y LA CONTRIBUCIÓN DE LAS POBLACIONES DE MATRICES AFRICANAS EN BRASIL.,2011,,Espanhol,Estudios Históricos (Rivera),A4,1688-5317,['Benjamin Xavier de Paula'],['1'],['1'],-99
La enseñanza de la historia y cultura de África y afrobrasileña en Brasil,2012,,Português,Iber (Barcelona),B2,1133-9810,"['Selva Guimarães', 'Benjamin Xavier de Paula']","['1', '2']",['2'],-99
10 ANOS DA LEI FEDERAL Nº 10.639/2003 E A FORMAÇÃO DE PROFESSORES: UMA LEITURA DE PESQUISAS CIENTÍFICAS,2014,,Português,Educação e Pesquisa (USP. Impresso),XX,1517-9702,"['Benjamin Xavier de Paula', 'Selva Guimarães']","['1', '2']",['1'],-99
10 YEARS OF THE FEDERAL LAW No. 10.639/2003 AND THE TEACHER TRAINING: A VIEW OF SCIENTIFIC RESEARCH .,2014,,Português,Educação e Pesquisa (USP. Impresso),XX,1517-9702,"['Benjamin Xavier de Paula', 'Selva Guimarães']","['1', '2']",['1'],-99
Os estudos Africanos no contexto das diásporas,2013,,Português,Educação e Políticas em Debate,B3,2238-8346,['Benjamin Xavier de Paula'],['1'],['1'],-99
"A educação das relações etnico-raciais, a pedagogia das africanidades e e pedagogia griô",2015,,Português,"Revista Diversitas (Núcleo de Estudos das Diversidades, Intolerância e Conflito da FFLCH-USP",C,2318-2016,['Benjamin Xavier de Paula'],['1'],['1'],-99
10 anos da lei federal nº 10.639/2003 e a formação de professores: uma leitura de pesquisas científicas,2014,10.1590/S1517-97022014061517,Inglês,Educação e Pesquisa (USP. Impresso),XX,1517-9702,"['Selva Guimarães', 'Benjamin Xavier de Paula']","['1', '1']",['1'],-99
Educação e Emancipação: a perspectiva da Lei Federal 10.639/2003,2017,,Português,A REVISTA CRONOS,XX,1982-5560,['Benjamin Xavier de Paula'],['1'],['1'],-99
10 anos da lei federal nº 10.639/2003 e a formação de professores: uma leitura de pesquisas científicas,2014,10.1590/S1517-97022014061517,Inglês,Educação e Pesquisa (USP. Impresso),XX,1517-9702,"['Selva Guimarães', 'Benjamin Xavier de Paula']","['1', '1']",['1'],-99
