COURSE,YEAR,INTEGRANTES
Intervenção Urbana,2013,"['Verônica Veloso', 'Paulina Maria Caon', 'Katia Lazzarini']"
Residência artística (Festival Transborda - SESC Recife),2019,"['Verônica Veloso', 'Paulina Maria Caon']"
Residência artística - fluxos e fixos (Inverno Cultural S- São João Del Rei),2018,"['Beatriz Cruz', 'Ierê Papá', 'Mônica Lopes Galvão', 'Olívia Niculitcheff', 'Paulina Maria Caon', 'Sandra Ximenez', 'Verônica Veloso']"
Trajetórias Sociais e Corporais na Docência,2017,"['Paulina Maria Caon', 'Maria Lucia de Souza Barros Pupo']"
Residência artística: Caminhar de volta para a rua: derivas possíveis em tempos de confinamento,2020,"['Paulina Maria Caon', 'Beatriz Cruz', 'Mônica Lopes Galvão', 'Olívia Niculitcheff']"
Audiotour: programando percursos sonoros - Coletivo Teatro Dodecafônico (Programação A_Ponte - Webinário poéticas em desvio: implicações das artes da cena mediadas pelas plataformas e tecnologias digitais),2021,"['Coletivo Teatro Dodecafônico', 'Paulina Maria Caon', 'Beatriz Cruz', 'Hideo Kushiyama', 'Ierê Papá', 'Mônica Lopes Galvão', 'Olívia Niculitcheff', 'Verônica Veloso']"
Ateliê do Ator - treinamento físico-vocal e improvisação,2005,['Paulina Maria Caon']
O Teatro como Linguagem,2007,['Paulina Maria Caon']
"Do mundo à palavra, da palavra ao mundo",2003,['Paulina Maria Caon']
Iniciação ao Teatro,2003,['Paulina Maria Caon']
"Caminhar, Mover, Criar: experiências estéticas através e desde os corpos (Formação Continuada - Arte 2022 SME/Uberlândia)",2022,"['Paulina Maria Caon', 'Luciana Mourão Arslan', 'Paulo Soares Augusto']"
