TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
O Cultivo da Língua e a Tradução na Alemanha no século XVII,2007,,Português,Tradterm,XX,0104-639X,['Stefano Paschoal'],['1'],['1'],-99
Pressupostos para a formação e a atuação do tradutor,2007,,Português,Fragmentos (Florianópolis),XX,0103-1783,['Stefano Paschoal'],['1'],['1'],-99
O mouro e o cristão na tradução alemã da Diana de Montemayor - desmarcando fronteiras,2008,,Português,Revista Brasileira de Literatura Comparada,A1,0103-6963,['Stefano Paschoal'],['1'],['1'],-99
Die nachträglichen Memoiren des Bras Cubas,2008,,Alemão,Revista Trama (Cascavel. Impresso),A4,1807-5711,['Stefano Paschoal'],['1'],['1'],-99
"SEDUTORA E SEDUZIDA: UMA LEITURA DO TRÁGICO DESTINO DAS PERSONAGENS GRETCHEN, DA OBRA FAUSTO, E MARGARIDA, DE O SEMINARISTA",2012,,Português,REVELL - Revista de Estudos Literários da UEMS,A3,2179-4456,"['Stefano Paschoal', 'Elisangela Redel']","['1', '2']",['1'],-99
"A relação entre memória, afetos e a performance de música instrumental",2016,,Português,REVISTA MUSICA,B1,0103-5525,['Stefano Paschoal'],['1'],['1'],-99
Anáfora ou repetição em Música: figura e recurso expressivo,2017,,Português,OUVIROUVER (ONLINE),XX,1983-1005,['Stefano Paschoal'],['1'],['1'],-99
A PRONUNTIATIO EM MÚSICA,2018,10.11606/rm.v18iespecial.151084,Português,REVISTA MÚSICA (ONLINE),XX,2238-7625,['Stefano Paschoal'],['1'],['1'],-99
O caso Marpurg-Couperin: apropriação pela via da tradução e consequente autoria,2021,10.11606/1982-8837244366,Português,PANDAEMONIUM GERMANICUM (IMPRESSO),XX,1414-1906,['Stefano Paschoal'],['1'],['1'],-99
Poéticas alemãs no século XVII: uma teoria da tradução,2008,,Português,Espaço Plural (Unioeste),XX,1518-4196,['Stefano Paschoal'],['1'],['1'],-99
