TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
"História, Memória e Iconografia nas Cartilhas de Alfabetização",2008,,Português,Horizonte Científico (Uberlândia),NP,1808-3064,"['Gustavo Cunha de Araújo', 'Sônia Maria dos Santos']","['1', '2']",['1'],-99
"A CARTILHA CAMINHO SUAVE: HISTÓRIA, MEMÓRIA E ICONOGRAFIA",2008,,Português,Fênix (UFU. Online),A3,1807-6971,"['Gustavo Cunha de Araújo', 'Sônia Maria dos Santos']","['1', '2']",['1'],-99
As Histórias em Quadrinhos na Educação: Possibilidades de um Recurso Didático-Pedagógico,2008,,Português,"A MARgem - Revista Eletrônica de Ciências Humanas, Letras e Artes",B3,2175-2516,['Gustavo Cunha de Araújo'],['1'],['1'],-99
CRIAÇÃO E TÉCNICA: AS HISTÓRIAS EM QUADRINHOS COMO RECURSO METODOLÓGICO PARA O ENSINO DE ARTE,2010,,Português,Idea (Uberlândia),XX,2176-8161,"['Gustavo Cunha de Araújo', 'Eliane de Fátima Tinoco', 'Heliana Ometto Nardin']","['1', '2', '3']",['1'],-99
HISTÓRIA E IMAGEM: A ICONOGRAFIA EM IMPRESSOS DIDÁTICOS DESTINADOS A ALFABETIZAÇÃO,2011,,Português,Horizonte Científico (Uberlândia),NP,1808-3064,"['Gustavo Cunha de Araújo', 'Sônia Maria dos Santos']","['1', '2']",['1'],-99
A DOCÊNCIA NA EDUCAÇÃO:  PRÁTICAS E DESAFIOS NA CONTEMPORANEIDADE,2012,,Português,Revista Científica FACEM,XX,2237-7735,['Gustavo Cunha de Araújo'],['1'],['1'],-99
O PROCESSO DE MASSIFICAÇÃO DO ENSINO FUNDAMENTAL BRASILEIRO A PARTIR DA ANÁLISE DAS LEIS N.º 4.024/61 E N.º 5.692/71,2011,,Português,Lentes Pedagógicas,XX,2236-9309,['Gustavo Cunha de Araújo'],['1'],['1'],-99
Leitura de Imagens e Alfabetismo Visual: revendo alguns conceitos,2012,10.5433/2237-9126.2012v6n10p89,Português,DOMÍNIOS DA IMAGEM,XX,2237-9126,"['Gustavo Cunha de Araújo', 'Ana Arlinda de Oliveira']","['1', '2']",['1'],-99
Sobre métodos de leitura de imagem no ensino da arte contemporânea,2013,10.4025/imagenseduc.v3i2.20238,Português,IMAGENS DA EDUCAÇÃO,B1,2179-8427,"['Gustavo Cunha de Araújo', 'Ana Arlinda de Oliveira']","['1', '2']",['1'],-99
A DOCÊNCIA EM ARTES NA EDUCAÇÃO:  FORMAÇÃO E PROFISSIONALIZAÇÃO DOCENTE,2013,,Português,"Educação,Cultura e Sociedade",B1,2237-1648,['Gustavo Cunha de Araújo'],['1'],['1'],-99
ALGUMAS CONSIDERAÇÕES SOBRE A HISTÓRIA DO ENSINO DA ARTE,2013,,Português,REVISTA EDUCAÇÃO E LINGUAGENS,A3,2238-6084,"['Gustavo Cunha de Araújo', 'Ana Arlinda de Oliveira', 'Sônia Maria dos Santos']","['1', '2', '3']",['1'],-99
DIALOGANDO COM A LINGUAGEM VISUAL DAS HISTÓRIAS EM QUADRINHOS EM SALA DE AULA,2013,,Português,REVISTA DE LETRAS NORTE@MENTOS,A4,1983-8018,['Gustavo Cunha de Araújo'],['1'],['1'],-99
O PENSAR DOCENTE SOBRE A ARTE NA EDUCAÇÃO DE JOVENS E ADULTOS,2014,,Português,CAMINE: CAMINHOS DA EDUCAÇÃO,B4,2175-4217,"['Gustavo Cunha de Araújo', 'Ana Arlinda de Oliveira']","['1', '2']",['1'],-99
Arte: um diálogo necessário e profícuo na educação de jovens e adultos,2015,10.5585/EccoS.n36.4019,Português,ECCOS REVISTA CIENTÍFICA (ONLINE),A3,1983-9278,"['Gustavo Cunha de Araújo', 'Ana Arlinda de Oliveira']","['1', '2']",['1'],-99
Sobre o conceito de arte e a formação escolar na Educação de Jovens e Adultos,2015,10.20396/rho.v15i63.8641178,Português,Revista HISTEDBR On-line,A3,1676-2584,"['Gustavo Cunha de Araújo', 'Ana Arlinda de Oliveira']","['1', '2']",['1'],-99
"Arte, escola e museu: análise de uma experiência em arte/educação no Museu Universitário de Arte - MUnA",2018,10.1590/s1678-463420180144174612,Português,EDUCAÇÃO E PESQUISA,A1,1678-4634,['Gustavo Cunha de Araújo'],['1'],['1'],-99
The aesthetic literacy in the youth and adult education&lt;/b&gt;,2018,10.4025/actascieduc.v40i1.34902,Inglês,ACTA SCIENTIARUM. EDUCATION (ONLINE),A2,2178-5201,"['Gustavo Cunha de Araújo', 'José Carlos Miguel']","['1', '2']",['1'],-99
"Exploration of the level of knowledge on organic and food security of adolescent, young and adult students of a public school in Palmas-TO",2017,10.18468/estcien.2017v7n2.p87-100,Português,Estação Científica (UNIFAP),B2,2179-1902,"['BARBOSA, KATIANE MACHADO GOMES', 'Gustavo Cunha de Araújo', 'OLIVEIRA, DEYLA PAULA DE']","['1', '2', '3']",['2'],-99
