TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Reflexões sobre a educação musical na primeira infância,2011,Português,PPGMUS UFBA,['Maria Betânia Parizzi Fonseca'],['1'],['1']
O bebê e as palavras: uma visão transdisciplinar sobre o bebê,2013,Português,Instituto Langage,"['Maria Betânia Parizzi Fonseca', 'Andréia Polignano Mendonça', 'Gleisson do Carmo Oliveira', 'Vanilce Rezende de Morais Peixoto']","['1', '2', '3', '4']",['1']
Educação Musical Infantil: fundamentos e prática,2015,Português,SESC,['Maria Betânia Parizzi Fonseca'],['1'],['1']
A Música e o desenvolvimento do bebê,2015,Português,Instituto Langage,"['Maria Betânia Parizzi Fonseca', 'João Gabriel Marques Fonseca', 'Andréia Polignano Mendonça', 'Altemar Dutra Peixoto Fonseca', 'Gleisson do Carmo Oliveira', 'Vanilce Rezende de Morais Peixoto', 'Sarah Reis Moreira']","['1', '2', '3', '4', '5', '6', '7']",['1']
Intervenção transdisciplinar: relato de experiência,2015,Português,Instituto Langage,"['Carolina de Freitas do Carmo', 'Janet Souza Xavier Winter', 'Maria Betânia Parizzi Fonseca', 'Patricia Reis Ferreira', 'Regina Macena da Costa Vieira', 'Vera Criatina Alexandre de Souza', 'Erika Parlato-Oliveira']","['1', '2', '3', '4', '5', '6', '7']",['3']
Processos criativos em educação musical,2015,Português,CMI,['Maria Betânia Parizzi Fonseca'],['1'],['1']
A música e o nascimento do simbólico do bebê,2016,Português,Fundação Gulbenkian,"['João Gabriel Marques Fonseca', 'Maria Betânia Parizzi Fonseca']","['1', '2']",['2']
O corpo musical do bebês,2017,Português,CMI/UFMG,['Maria Betânia Parizzi Fonseca'],['1'],['1']
Softwares de Análise Acústica como Ferramenta Pedagógica no Ensino do Canto Erudito,2017,Português,CMI/UFMG,"['Greyce Ornelas Teixeira', 'Maria Betânia Parizzi Fonseca', 'Mauricio Freire Garcia', 'Luciana Monteiro de Castro']","['1', '2', '3', '4']",['2']
Em Busca de uma Pedagogia do Fluxo para a Performance Musical,2017,Português,CMI/UFMG,"['abel Raimundo Moraes Silva', 'Maria Betânia Parizzi Fonseca', 'João Gabriel Marques Fonseca']","['1', '2', '3']",['2']
Atividades,2014,Português,CMI/PROEXT,['Maria Betânia Parizzi Fonseca'],['1'],['1']
Atividades I,2012,Português,CMI/PROEXT,['Maria Betânia Parizzi Fonseca'],['1'],['1']
Influência do contexto de aprendizagem no desenvolvimento musical da criança com autismo,2018,Português,Editora Langage,"['Gleisson do Carmo Oliveira', 'Maria Betânia Parizzi Fonseca']","['1', '2']",['2']
"Musicalidade comunicativa, Educação musical e Musicoterapia: como a música pode abrir janelas únicas para comunicação com o mundo do autista",2020,Português,Editora Instituto Langage,"['Maria Betânia Parizzi Fonseca', 'João Gabriel Marques Fonseca']","['1', '2']",['1']
A Musicoterapia Nordoff-Robbins e a Musicalidade Comunicativa: criando sintonia afetiva entre adultos e bebês,2021,Português,Editora Instituto Langage,"['Marina Horta Freire', 'Maria Betânia Parizzi Fonseca']","['1', '2']",['2']
Atividades,2016,Português,Editora UFMG,['Maria Betânia Parizzi Fonseca'],['1'],['1']
