TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A questão da imagem em Sartre,1995,,Português,Anais de Filosofia (UFSJ),XX,0104-8465,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Platão e a arte,1994,,Português,Vertentes (São João Del-Rei),XX,0104-8473,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
A paródia em revista: uma face da construção do teatro no Brasil,1999,,Português,Cultura Vozes,XX,0104-222X,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Anchieta: catequese e carnaval,1997,,Português,Cadernos Pedagógicos e Culturais,XX,0104-0227,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Terra das Maravilhas: a linguagem da revista,1996,,Português,Vertentes (São João Del-Rei),XX,0104-8473,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Arthur Azevedo: cômico por natureza?,1999,,Português,Folhetim,XX,1416-370X,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
25m,1989,,Português,Arte e Palavra,XX,-,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
"Semana Santa, uma visão medieval",1995,,Português,Vertentes (São João Del-Rei),XX,0104-8473,"['Cláudio Guilarduci', 'Alberto Ferreira da Rocha Junior']","['1', '2']",['2'],-99
A morte medieval re-vivida hoje,1996,,Português,Vertentes (São João Del-Rei),XX,0104-8473,"['Cláudio Guilarduci', 'Alberto Ferreira da Rocha Junior']","['1', '2']",['2'],-99
O ressurgimento da diversidade dos espaços cênicos no século XX,1997,,Português,Vertentes (São João Del-Rei),XX,0104-8473,"['Jacqueline Dias Carvalho', 'Alberto Ferreira da Rocha Junior']","['1', '2']",['2'],-99
Autonomia:  um momento da história da arte,2000,,Português,ArtCultura (UFU),A3,1516-8603,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
França Júnior:  civilizador e imoral,2000,,Português,Vertentes (São João Del-Rei),XX,0104-8473,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
São João del-Rei e o teatro de revista,2000,,Português,Revista Tempos Gerais,XX,-,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
A construção de uma estética do popular enquanto atuação política no campo artístico teatral,2001,,Português,ArtCultura (UFU),A3,1516-8603,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
"Poeira, cinzas e fuligem",2003,,Português,Folhetim,XX,1416-370X,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Artur Azevedo: teatro e heterogeneidade cultural,2004,,Português,Trupe: saberes e fazeres teatrais,XX,-,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Narrativa e teatro:  Artur Azevedo através da história,2004,,Português,Folhetim (Rio de Janeiro),C,1415-370X,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
"A capital federal, de Artur Azevedo: reflexões sobre um clássico",2004,,Português,Vertentes (São João Del-Rei),XX,0104-8473,"['Alberto Ferreira da Rocha Junior', 'Juan Pablo Salgado Araújo Monteiro']","['1', '2']",['1'],-99
A capital federal de Artur Azevedo: questões de análise dramatúrgica,2003,,Português,Urdimento (UDESC),A1,1414-5731,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Heterogeneidade e cultura na obra de Artur Azevedo,2003,,Português,Urdimento (UDESC),A1,1414-5731,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Qual é a graça? Uma visão crítica da crítica de teatro cômico brasileiro,2006,,Português,Vertentes (São João Del-Rei),XX,0104-8473,"['Carmen Cristiane Borges Losano', 'Alberto Ferreira da Rocha Junior']","['1', '2']",['2'],-99
São João del-Rei e o teatro,2007,,Português,Minas Gerais. Suplemento Literário,B1,0102-065X,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Sobre comédias e cômicos: histórias em arquivos teatrais mineiros de uma,2007,,Português,Expressão (Santa Maria),C,1516-9340,"['Heleniara Amorim Moura', 'Alberto Ferreira da Rocha Junior']","['1', '2']",['2'],-99
As revistas de ano de Artur Azevedo: espaços de heterogeneidade cultural,2008,,Português,Remate de Males,A3,0103-183X,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
"Rizoma, devir e polifonia: o processo criativo de um espetáculo teatral brasileiro",2012,,Português,Cátedra de Artes (Impresa),XX,0718-2759,"['Elton Mendes Francelino', 'Alberto Ferreira da Rocha Junior']","['1', '2']",['2'],-99
Chaby Pinheiro e o fluxo cultural entre Brasil e Portugal,2013,,Português,"Revista de Literatura, História e Memória (Impresso)",XX,1809-5313,"['Alberto Ferreira da Rocha Junior', 'Richard Bertolin de Oliveira']","['1', '2']",['1'],-99
Voices from the Inside,2015,10.1215/01610775-2850049,Inglês,Theater,XX,0161-0775,"['Alberto Ferreira da Rocha Junior', 'JACKSON, ELIZABETH']","['1', '2']",['1'],-99
"Araci: teatro, empenho social e diversidade sexual",2015,,Português,REVISTA FEMINISMOS,A4,2317-2932,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
"Araci: teatro brasileiro, estudos queer e (auto)biografia",2016,,Português,Pitágoras 500 - Revista de estudos Teatrais,A4,2237-387X,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Memória e imortalidade nas recordações de Sousa Bastos,2017,10.15448/1983-4276.2016.2.23370,Português,Navegações: Revista de Cultura e Literaturas de Língua Portuguesa,A4,1983-4276,"['DE OLIVEIRA, RICHARD BERTOLIN', 'Alberto Ferreira da Rocha Junior']","['1', '2']",['2'],-99
Apontamentos e reflexões sobre as relações entre teatro no Brasil e diversidade sexual,2017,10.17851/2358-9787.26.2.277-300,Português,O EIXO E A RODA (UFMG),XX,2358-9787,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Incêndios: uma tragédia contemporânea,2018,,Português,EM TESE (BELO HORIZONTE. ONLINE),A4,1982-0739,"['DE OLIVEIRA, RICHARD BERTOLIN', 'Alberto Ferreira da Rocha Junior']","['1', '2']",['2'],-99
Por uma reconfiguração das relações entre cena teatral e minoritarismo,2019,10.5965/1414573101342019266,Português,Urdimento (UDESC),A1,1414-5731,['Alberto Ferreira da Rocha Junior'],['1'],['1'],-99
Always (K)new: recombining identities and queering narratives through a transcultural theatre project,2019,,Português,Latin American Theatre Review,B3,0023-8813,"['Alberto Ferreira da Rocha Junior', 'Robert Henry Moser', 'George Contini']","['1', '2', '3']",['1'],-99
