INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Atividade autônoma,2007,,ATUAL,ATUAL,,OUTRO,"['Percepção musical', 'Flauta doce']"
Minueto Centro Musical,2008,,ATUAL,ATUAL,,OUTRO,"['Musicalização infantil', 'Flauta doce']"
Universidade Federal de Minas Gerais,2011,08,08,08,Psicologia,GRADUACAO,"['Monitoria na disciplina de Estágio em Neuropsicologia', 'Monitoria na disciplina de Introdução à Neuropsicologia e Neurociência clínica', 'Monitoria na disciplina Neurociência clínica - questões metodológicas', 'Monitoria na disciplina Psicologia Cognitiva']"
Universidade Federal de Minas Gerais,2015,06,06,06,Especialização em Neurociências e suas Fronteiras,ESPECIALIZACAO,"['Neurociências e Música (As Múltiplas Interfaces das Neurociências)', 'Validação de Testes e Dupla Dissociação (Metodologia científica)']"
Universidade do Estado de Minas Gerais,2015,02,02,02,Psicologia,GRADUACAO,"['Estágio supervisionado (Avaliação Neuropsicológica)', 'Neuropsicologia', 'Psicodiagnóstico infantil', 'Orientação de TCC']"
Universidade do Estado de Minas Gerais,2015,02,02,02,Formação Básica,GRADUACAO,['Psicologia da Educação']
Universidade do Estado de Minas Gerais,2016,08,08,08,Música,GRADUACAO,"['Instrumento musicalizador: Flauta doce I, II, III e IV', 'Metodologia do ensino do instrumento', 'Prática musical em conjunto', 'Práticas em Pesquisa I (TCC)', 'Flauta doce']"
Centro Universitário UNA,2016,07,07,07,pós-graduação em Neuropsicologia,ESPECIALIZACAO,"['Orientação de Trabalhos Científicos', 'Neurociências e Música']"
Universidade do Estado de Minas Gerais,2017,,ATUAL,ATUAL,Música,GRADUACAO,"['Psicologia e Educação', 'Instrumento Musicalizador I, II, III e IV - Flauta doce', 'Prática em conjunto', 'Práticas em Pesquisa (TCC)']"
Universidade do Estado de Minas Gerais,2018,,ATUAL,ATUAL,Mestrado em Artes,POS-GRADUACAO,"['Neurociência e artes', 'Ciências cognitivas e artes']"
