TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"ROSÁRIO COMPARTILHADO: NARRATIVAS DE VIDA,DE FÉ E DE FESTA",2008,Português,GRAFICA MODELO,"['LUIZ DO CARMO', 'Cairo Mohamad Ibrahim Katrib', 'ÉLES PEREIRA DE SOUZA BENTO', 'PATRICIA DO PRADO', 'MARCELO RODRIGUES MENDONÇA', 'LETÍCIA GARCINDO', 'MARISE PEREIRA DOS SANTOS', 'ALTAIR MOREIRA QUIRINO', 'CARMEN LÚCIA COSTA', 'SIDNEI ROSA BORGES']","['1', '10', '2', '3', '4', '5', '6', '7', '8', '9']",['10']
Um mosaico chamado Catalão: histórias vividas e recriadas,2010,Português,Edufu,"['Mônica Chaves Abdala', 'Cairo Mohamad Ibrahim Katrib', 'Maria Clara Tomaz Machado']","['1', '2', '3']",['2']
Banquete da vida: sabores e saberes no Congado mineiro,2011,Português,Composer,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
A Congada no contexto da Cultura Popular,2010,Português,Gráfica Lops,"['Cairo Mohamad Ibrahim Katrib', 'Aurelino José Ferreira Filho']","['1', '2']",['1']
A imagem do Negro na Mídia Brasileira: descortiando olhares,2012,Português,Lops,"['Leonardo Silva Oliveira', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Mulheres Negras na Universidade Federal de Uberlândia/Pontal:trajetórias da carreira docente,2012,Português,Lops,"['Isabel Cristina da Costa', 'Cairo Mohamad Ibrahim Katrib', 'Betania de Oliveira Laterza Ribeiro']","['1', '2', '3']",['2']
Diálogos extensionistas para a implementação da lei 10.639/03 em Ituiutaba-MG: a parceiria UFU-FACIP-FUNZUP,2012,Português,Lops,"['Anderson aparecido Gonçalves de Oliveira', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Um olhar sobre a pluralidade e diversidade cultural na escola: repensando a importância da efetivação da lei N. 10639/03,2012,Português,Lops,"['Luana Regina Mendes Rafael', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Retratos do Negro na Mídia Brasileira: O Histórico e o trabalho com a mídia em sala de aula,2012,Português,Lops,"['Klênio Antônio Santos', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
História em Transformação: A representação do negro na obra Clara dos Anjos de Lima Barreto,2012,Português,Lops,"['Liliane Barbosa Eugênio', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Diversidade e Pluralidade Cultural no Espaço Escolar: A capoeira como proposta de implantação da Lei 10.639/03,2012,Português,Lops,"['Maria das Graças Silva', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Saberes Indígenas e Africanos nas Práticas de Cura na Umbanda.,2012,Português,Lops,"['Nubia Luiz Bezerra', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
"Nós da Memória: Saberes africanos , vivências e (re)significação identitária",2012,Português,Lops,"['Romilda Maria de Jesus', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Utilização e Produção de História em Quadrinhos em Sala de Aula: Uma ferramenta interdisciplinar na aprendizagem das relações étnico-raciais,2012,Português,Lops,"['Marcelo Messias Ponchio', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Valores civilizatórios afro-brasileiros - tecendo diálogos pedagógicos,2013,Português,EDUFU,"['Cairo Mohamad Ibrahim Katrib', 'CRISTIANE COPPE DE OLIVEIRA']","['1', '2']",['1']
Batuques da memória: reencontro com os valores civilizatórios afro-brasileiros através do congado,2013,Português,EDUFU,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
Histórias em transformação: experiências e tensões na pesquisa sobre empreendimento hidrelétrico,2012,Português,EDUFU,"['Cairo Mohamad Ibrahim Katrib', 'Mônica Chaves Abdala']","['1', '2']",['1']
Ituiutaba: várias Histórias,2013,Português,Assis Editora,"['Cairo Mohamad Ibrahim Katrib', 'Tamara Claudia Coimbra']","['1', '2']",['1']
Patrimônio Cultural e memória: um olhar sobre a preservação patrimonial em Ituiutaba-MG,2013,Português,Assis Editora,"['Cairo Mohamad Ibrahim Katrib', 'Filipi Silva Limonta']","['1', '2']",['1']
A Congada em Ituiutaba: Múltiplos olhares em construção,2013,Português,Assis Editora,"['Cairo Mohamad Ibrahim Katrib', 'Tamara Claudia Coimbra']","['1', '2']",['1']
Relações raciais e educação em Ituiutaba: cenários e releituras,2013,Português,Assis Editora,"['Cairo Mohamad Ibrahim Katrib', 'Rafaela Rodrigues Nogueira']","['1', '2']",['1']
O Congado me chamou: trajetórias e memórias das mulheres congadeiras de Ituiutaba-Mg,2014,Português,Mulheres,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
O rezar e o festar  nos caminhos do São Marcos: Levantamento patrimonial das práticas festivo-devocionais na área de abrangência da Usina Serra do Facão-Goiás/Minas Gerais,2015,Português,EDUFU,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
"MOLDURAS DE UMA CIDADE: NARRATIVAS, HISTÓRIA E DOCUMENTÁRIO",2015,Português,Verona,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
Rendados do Tempo e da Memória: Uma cidade que eu (não) conheço,2016,Português,Traço Fino Editora,"['Cairo Mohamad Ibrahim Katrib', 'Tamara Claudia Coimbra']","['1', '2']",['1']
"Encontros, Percursos e Chamados",2018,Português,Composer,"['Cairo Mohamad Ibrahim Katrib', 'Maria Clara Tomaz Machado', 'VERA LÚCIA PUGA']","['1', '2', '3']",['1']
"O CANDOMBLÉ ME CHAMOU, EU RESPONDI... IYÁ CRISTINA, UMA MULHER DE FÉ",2018,Português,Composer,"['Regis Rodrigues Elisio', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
MULHERES DO AXÉ: TESTEMUNHAS DO TEMPO E DA MEMÓRIA,2018,Português,Composer,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
"ENTRE GUIAS, PATUÁS E PONTOS RISCADOS: O PROCESSO DE APRENDIZAGEM NA UMBANDA",2018,Português,Composer,"['Cairo Mohamad Ibrahim Katrib', 'Rafaela Fernanda Palhares']","['1', '2']",['1']
"Diálogos entrecruzados:cidadania, cultura afro-brasileira e os 10 anos de implementação da Lei 10639",2014,Português,Editora Universitária UFPE,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
Vozes dis negros na educação brasileirasonantes de uma história:,2017,Português,Pedro &amp; João editores,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES']","['1', '2']",['1']
"LUGARES DE FÉ E DE FESTA: SENTIDOS, PERTENCIMENTOS E VIVÊNCIAS NA FESTA DO CONGADO NO PONTAL DO TRIÂNGULO MINEIRO",2017,Português,Editora UFPR,"['Cairo Mohamad Ibrahim Katrib', 'Luana Regina Mendes Rafael']","['1', '2']",['1']
Festas e comemorações festivo ? devocionais: nos caminhos de São Marcos,2018,Português,Cultura Trix Editora,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
O Congado na escola -Repensando a valorização da diversidade etnicorracial,2019,Malgaxe,Composer,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
Diálogos com a diversidade étnico-racial: as políticas afirmativas na Universidade Federal de Uberlândia,2020,Português,Barlavento,"['Cairo Mohamad Ibrahim Katrib', 'André Luiz de Araújo Sales']","['1', '2']",['1']
AS FESTAS NA UMBANDA: A valorização patrimonial dareligiosidade afro-brasileira no triângulo mineiro: experiências e vivências,2020,Português,Editora: Patrimônio Cultural de João Pinheiro,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
"Tambor, Tambor vai buscar quem mora longe - ancestralidade, memórias e histórias do Congado em Goiás",2020,Português,CRV,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES']","['1', '2']",['1']
Por trás dos muros:os umbandistas no tecido urbano de Uberlândia-MG,2021,Português,Brazil Publishing,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
No balanço das águas: Preservação culturas e práticas festivo-devocionais no contexto da usina Serra do Facão(Góias-Minas Gerais-Brasil),2021,Português,Patrimônio Cultural de João Pinheiro,"['Cairo Mohamad Ibrahim Katrib', 'Tadeu Pereira dos Santos']","['1', '2']",['1']
Residência Pedagógica: contribuições para a formação inicial de uma pedagoga.,2021,Português,Regência e arte Editora,"['Cairo Mohamad Ibrahim Katrib', 'Aline Borges Firmino de Mendonça', 'Mauriele Aparecida de Medeiros']","['1', '2', '3']",['1']
FORMAÇÃO DE PROFESSORES E A LEI 10.639/2003: DEBATES SOBRE EDUCAÇÃO ÉTNICO RACIAL,2021,Português,Pedro &amp; João Editores,"['Cairo Mohamad Ibrahim Katrib', 'Vandeir José da Silva', 'Giselda Shirley da Silva']","['1', '2', '3']",['1']
