COURSE,YEAR,INTEGRANTES
Imersão II - um mergulho no trabalho do ator,2004,"['Jose Eduardo De Paula', 'Renata Ferreira Kamla']"
Teatro do Movimento - teinamento físico e improvisacional para o ator,2007,['Jose Eduardo De Paula']
Jogos Teatrais,2007,['Jose Eduardo De Paula']
Decisión y acción: el círculo neutro como base para los procesos de praparación y creación del actor,2014,['Jose Eduardo De Paula']
Círculo Neutro: procedimento para o treinamento psicofísico do ator,2013,['Jose Eduardo De Paula']
O Trabalho das Ações em Grotowski,2004,['Jose Eduardo De Paula']
O Conto Encenado - o teatro na sala de aula,1998,['Jose Eduardo De Paula']
A Máscara Neutra voltada para o trabalho do ator no Teatro de Animação,2015,['Jose Eduardo De Paula']
O Conto Encenado - o teatro na sala de aula,1998,['Jose Eduardo De Paula']
Imersão - um mergulho no trabalho do ator,2003,"['Jose Eduardo De Paula', 'DORGAM, Bete']"
Entre presenças: o Jogo do Círculo [Neutro],2021,['Jose Eduardo De Paula']
Imersão III - um mergulho no trabalho do ator,2005,"['Jose Eduardo De Paula', 'Beth Lopes']"
Commedia dell'Arte,2008,['Jose Eduardo De Paula']
Oficina Interpretação é Jogo - Iniciação Teatral,2003,['Jose Eduardo De Paula']
"Em minha cabeça um jardim, dentro de mim um mundo sem fim ? Programa Tatu bola em família",2009,['Jose Eduardo De Paula']
Workshop &amp;quot;Improvisação e Dramaturgia do Ator&amp;quot;,2007,['Jose Eduardo De Paula']
"&amp;quot;Em minha cabeça um jardim, dentro de mim um mundo sem fim&amp;quot;",2010,['Jose Eduardo De Paula']
Técnicas Convergentes para o ator,2010,['Jose Eduardo De Paula']
"ATOR, MOVIMENTO e AÇÃO - treinamento físico para o ator",2008,['Jose Eduardo De Paula']
Treinamento Físico para o Ator,2003,['Jose Eduardo De Paula']
O Diálogo Corporal do Ator e o Espaço de Representação,2004,['Jose Eduardo De Paula']
Teinamento Físico do Ator - CORPOS ESTRANHOS,2001,"['Jose Eduardo De Paula', 'Mara Lucia Leal', 'Ana Gallotti', 'Vera Helena Canolli']"
O texto encenado no caminho do teatro na sala de aula,1998,['Jose Eduardo De Paula']
