INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade de São Paulo,2005,12,12,12,Artes Cênicas,GRADUACAO,['Interpretação Teatral II']
Universidade Federal de Uberlândia,2013,12,12,12,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['Elaboração de Trabalho de Conclusão de Curso - TCC1']
Universidade Federal de Uberlândia,2013,12,12,12,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['Improvisação I e II']
Universidade Federal de Uberlândia,2013,09,09,09,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['Interpretação/Atuação I']
Universidade Federal de Uberlândia,2013,09,09,09,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['Estágio Supervisionado em Interpretação/Atuação I e II']
Universidade Federal de Uberlândia,2013,09,09,09,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['Práticas Teatrais I e II']
Universidade Federal de Uberlândia,2013,06,06,06,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['DEFESA DE TRABALHO DE CONCLUSÃO DE CURSO ? TCC2']
Universidade Federal de Uberlândia,2014,06,06,06,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['Jogo Teatral Aplicado à Cena']
Universidade Federal de Uberlândia,2016,03,03,03,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['Interpretação/Atuação - IV']
Universidade Federal de Uberlândia,2016,12,12,12,Artes Cênicas,POS-GRADUACAO,['Criação e Composição: Percursos Poético/Teóricos e Pedagogias']
Universidade Federal de Uberlândia,2016,06,06,06,Teatro,GRADUACAO,['Interpretação/Atuação V']
Universidade Federal de Uberlândia,2017,12,12,12,Artes Cênicas,POS-GRADUACAO,['Tópicos Especiais em Estudos de Atuação']
Universidade Federal de Uberlândia,2017,12,12,12,Artes Cênicas,POS-GRADUACAO,['Pesquisa em Artes Cênicas I']
Universidade Federal de Uberlândia,2019,07,07,07,Teatro,GRADUACAO,['Atuação: Narrativas']
Universidade Federal de Uberlândia,2019,07,07,07,Teatro,GRADUACAO,['Pesquisa III']
Universidade Federal de Uberlândia,2019,12,12,12,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,"['ESTÁGIO SUPERVISIONADO EM INTERPRETAÇÃO/ATUAÇÃO EM ESPAÇOS ESCOLARES (GTE103)', 'PRÁTICAS TEATRAIS I (GTE104)']"
Universidade Federal de Uberlândia,2020,12,12,12,Artes Cênicas,POS-GRADUACAO,['IARTE51007 - Tópicos Especiais em Estudos de Atuação']
Universidade Federal de Uberlândia,2020,12,12,12,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,['IARTE333301 - Atuação Personagem']
Universidade Federal de Uberlândia,2021,06,06,06,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,"['IARTE33014 - Tópicos Especiais em Práticas e Poéticas da Atuação', 'IARTE33301 - Atuação Personagem']"
Universidade Federal de Uberlândia,2021,,ATUAL,ATUAL,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,"['IARTE33701 Ateliê de Criação Cênica I', 'IARTE33702 Pesquisa I', 'IARTE33803 Pesquisa II', 'IARTE33902 Pesquisa III']"
Universidade Federal de Uberlândia,2022,,ATUAL,ATUAL,Teatro - Licenciatura Ou Bacharelado,GRADUACAO,"['IARTE33401 Atuação - Narrativas', 'IARTE33202 Atuação - Improvisação II']"
