INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Faculdades Unidas do Norte de Minas,2003,12,12,12,Educação Física,GRADUACAO,"['Aprendizagem e Controle Motor', 'Crescimento e Desenvolvimento Humano']"
Universidade FUMEC,2005,06,06,06,Educação Física,GRADUACAO,['Comportamento Motor']
Universidade FUMEC,2007,12,12,12,Terapia Ocupacional,GRADUACAO,['Seminário em pesquisa']
Universidade FUMEC,2007,12,12,12,Biomedicina,GRADUACAO,['Seminário em pesquisa']
Universidade FUMEC,2007,12,12,12,Educação Física,GRADUACAO,['Atividades Aquáticas']
Universidade FUMEC,2008,12,12,12,Educação Física,GRADUACAO,['Atividades Aquáticas e seu ensino (modalidade a distância)']
Universidade FUMEC,2009,,ATUAL,ATUAL,Educação Física,GRADUACAO,['Comportamento motor (modalidade a distância)']
Universidade FUMEC,2010,12,12,12,Biomedicina,GRADUACAO,['Delineamentos de pesquisa']
Universidade FUMEC,2010,12,12,12,Terapia Ocupacional,GRADUACAO,['Delineamentos de pesquisa']
Universidade FUMEC,2010,12,12,12,Educação Física,GRADUACAO,['Introdução a metodologia da pesquisa (modalidade a distância)']
Universidade FUMEC,2010,12,12,12,Educação Física,GRADUACAO,['Psicologia do desenvolvimento (modalidade a distância)']
Universidade FUMEC,2010,12,12,12,Fonoaudiologia,GRADUACAO,['Seminários de pesquisa']
Universidade FUMEC,2010,12,12,12,Fisioterapia,GRADUACAO,['Delineamentos de pesquisa']
Universidade Federal de Minas Gerais,2013,,ATUAL,ATUAL,Educação Física,GRADUACAO,"['Comportamento Motor e Transtornos do Desenvolvimento: TDAH e Dislexia', 'Controle Motor', 'Crescimento e Desenvolvimento Humano', 'Comportamento Motor e Transtornos do Desenvolvimento: Autismo e TDC']"
Universidade Federal de Minas Gerais,2013,,ATUAL,ATUAL,Ciências do Esporte,POS-GRADUACAO,"['Controle Motor', 'Neurociências do Comportamento Motor']"
