COURSE,YEAR,INTEGRANTES
5º Festival de Verão da UFMG. Oficina: Música e Qualidade de Vida,2011,['Cybelle Maria Veiga Loureiro']
Projeto Universidade Aberta para a Terceira Idade,2000,['Cybelle Maria Veiga Loureiro']
Projeto Universidade Aberta para a Terceira Idade,1999,['Cybelle Maria Veiga Loureiro']
Projeto Universidade Aberta para a Terceira Idade,1996,['Cybelle Maria Veiga Loureiro']
Projeto Universidade Aberta para a Terceira Idade,1995,['Cybelle Maria Veiga Loureiro']
VI Simpósio de Neurociências da UFMG - Curso: Música e Neurociências - Música e Cérebro,2010,['Cybelle Maria Veiga Loureiro']
"Musicoterapia y Transtornos Neurológicos: metodologia, técnicas e prática clínica",2003,['Cybelle Maria Veiga Loureiro']
Pesquisas e Mostra Prática do Atendimento Musicoterápico na Reabilitação Neuropsicológica,1999,['Cybelle Maria Veiga Loureiro']
Abordagem da Musicoterapia no autismo e no Transtorno Invasivo do Desenvolvimento - IIº Encontro Latino Americano de Musicoterapia,1998,['Cybelle Maria Veiga Loureiro']
"Musicoterapia no Autismo e TIDs F.84 nos Cursos Interdisciplinares: Aperfeiçoamento, Atualização e Iniciação - Autismo e Transtorno Invasivo de Desenvolvimento - Área Terapêuticas Psicológicas",1997,['Cybelle Maria Veiga Loureiro']
"Musicoterapia - Abordagens Clínica e Educacional - Horizontes de Verão, promovido pela Fundação de Educação Artística de Belo Horizonte",1994,['Cybelle Maria Veiga Loureiro']
24º Festival de Inverno da UFMG - Oficina: Música - Possibilidades Expressivas,1992,['Cybelle Maria Veiga Loureiro']
Musicoterapia: Uma Introdução - Disciplina: Recursos Terapêuticos do Curso de Terapia Ocupacional da UFMG,1992,['Cybelle Maria Veiga Loureiro']
4º Festival de Verão da UFMG. Oficina: Música e Qualidade de Vida,2010,['Cybelle Maria Veiga Loureiro']
Neurociências e Música: Interfaces com a Musicoterapia,2010,['Cybelle Maria Veiga Loureiro']
