TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Palavra como objeto: experimentações do texto-oral na relação com um corpo em performance,2013,,Português,Leitura. Teoria &amp; Prática,A4,0102-387X,"['Juliana Soares Bom-Tempo', 'Valeria N. Valenzuela']","['1', '2']",['1'],-99
O Espaço em Devir do Vídeo Documentário,2012,,Português,Geograficidade,B1,2238-0205,"['Juliana Soares Bom-Tempo', 'Cristiano Barbosa']","['1', '2']",['1'],-99
INDISCIPLINA Y ?CUIDADO DE SI?: PERFORMANCES RESISTENTES EN LAS INSTITUCIONES EDUCACIONALES,2013,,Português,Fermentario,B4,1688-6151,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
Aprendizagens da cidade: corporeidades em intervenções  urbanas.,2013,,Português,Rua (UNICAMP),A2,1413-2109,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
ACONTECIMENTOS NAS SUPERFÍCIES: DESTERRITORIALIZAÇÕES DE  CORPOS-CLICHÊS NA PERFORMANCE,2013,,Português,Linha Mestra (Associação de Leitura do Brasil),B3,1980-9026,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
Rasgos do Urbano: Imagens em deriva,2014,,Português,Informática na Educação (Online),XX,1982-1654,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
Performance e Educação: uma função-educador agenciada  por intervenções no urbano,2014,,Português,Educação (UFSM),A2,0101-9031,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
Dança-movimento em idosos: implicações no corpo e na produção de subjetividade,2014,,Português,Revista Brasileira de Psicologia,B4,2319-0361,"['Juliana Soares Bom-Tempo', 'Fernanda Vitti']","['1', '2']",['1'],-99
OFICINA DE CRIATIVIDADE: PSICOLOGIA E COGNIÇÃO INVENTIVA NA EDUCAÇÃO.,2014,,Português,Intellectus. Revista Acadêmica Digital da Faculdade de Jaguariúna,A4,1679-8902,"['Juliana Soares Bom-Tempo', 'Melissa Fantuzzi Gomes', 'José Otacílio de Souza', 'Luís Felipe de Souza']","['1', '2', '3', '4']",['1'],-99
A criança adoecida no contexto hospitalar: uma investigação da expressividade a partir do brincar,2011,,Português,Perspectivas em Psicologia,XX,2237-6917,"['Juliana Soares Bom-Tempo', 'Danieli Fernanda Peretto Cibulski']","['1', '2']",['1'],-99
Individuações e máquinas: habitar riscos na arte da performance,2015,,Português,Passages de Paris (APEB-Fr),B4,1773-0341,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
Um bloco de gelo entre imagens e pensamento,2015,,Português,Educação &amp; Imagem (UERJ),XX,1981-4224,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
Arte da Performance: educação e experimentação do cotidiano,2013,,Português,Paralaxe,B3,2318-9215,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
Arte como experiementação: fabulação e a potência do falso na criação de outros mundos,2015,,Português,Alegrar (Campinas),C,1808-5148,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
?Topologias da Carne?: processos criativos em dança contemporânea ou como criar para si um Corpo sem Órgãos',2018,,Português,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,"['Juliana Soares Bom-Tempo', 'Aline Pinheiro Salmin']","['1', '2']",['1'],-99
HETEROTOPIAS DAS IMAGENS: UM COMBATE AOS CLICHÊS NO FILME ?DEPOIS DA CHUVA',2018,,Português,PRÓ-POSIÇÕES (UNICAMP. ONLINE),A1,1980-6248,"['Juliana Soares Bom-Tempo', 'Humberto Aparecido de Oliveira Guido']","['1', '2']",['1'],-99
CORPO SEM ÓRGÃOS E ARTE DA PERFORMANCE: RUPTURAS NO COTIDIANO NA EXPERIMENTAÇÃO DE NOVOS MUNDOS,2018,,Português,Linha Mestra,B3,1980-9026,"['Juliana Soares Bom-Tempo', 'Juscelino Ferreira Mendes Júnior']","['1', '2']",['1'],-99
Performance e cidade: por uma 'temporalidade do precário' em processos artísticos 'solidatários',2018,,Português,"CLIMACOM CULTURA CIENTÍFICA - PESQUISA, JORNALISMO E ARTE",C,2359-4705,"['Juliana Soares Bom-Tempo', 'Raphael Gonçalves de Faria']","['1', '2']",['1'],-99
ASFALTO em intervenções urbanas: imagens em performance e o fabular de um povo por vir,2018,,Português,"CLIMACOM CULTURA CIENTÍFICA - PESQUISA, JORNALISMO E ARTE",C,2359-4705,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
Apresentação:  Artes e Oficinas - incursões na filosofia de Deleuze-Guattari,2017,,Português,EDUCAÇÃO E FILOSOFIA (UFU. IMPRESSO),A2,0102-6801,"['Juliana Soares Bom-Tempo', 'Humberto Aparecido de Oliveira Guido']","['1', '2']",['1'],-99
Oficina de criação do e no pensamento: o acontecimento como abertura da filosofia às artes,2017,,Português,EDUCAÇÃO E FILOSOFIA (UFU. IMPRESSO),A2,0102-6801,"['Juliana Soares Bom-Tempo', 'Humberto Aparecido de Oliveira Guido']","['1', '2']",['1'],-99
"Apresentação - Embrenhar a cena entre corpos, poéticas, políticas",2019,,Português,OUVIROUVER (ONLINE),XX,1983-1005,"['Juliana Soares Bom-Tempo', 'PAULINA MARIA CAON', 'DIRCE HELENA BENEVIDES DE CARVALHO']","['1', '2', '3']",['1'],-99
Criar um pequeno deserto e fazer falar um povo nômade: linhas entre performance e literatura,2015,,Português,Alegrar (Campinas),C,1808-5148,['Juliana Soares Bom-Tempo'],['1'],['1'],-99
