TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Towards a model of intersemiotic translation,2009,,Inglês,The International Journal of the Arts in Society,XX,1833-1866,"['Daniella de Aguiar', 'João Queiroz']","['1', '2']",['1'],-99
On Intersemiotic Translation as it Relates to Translation in General,2010,,Inglês,Applied Semiotics (Online),XX,1204-6140,"['João Queiroz', 'Daniella de Aguiar']","['1', '2']",['2'],-99
Modeling Intersemiotic Translation: Notes Toward a Peircean approach,2010,,Português,Applied Semiotics (Online),XX,1204-6140,"['Daniella de Aguiar', 'João Queiroz']","['1', '2']",['1'],-99
Artefatos Cognitivos e Técnica de Dança,2010,,Português,TECCOGS: Revista Digital de Tecnologias Cognitivas,B3,1984-3585,"['Daniella de Aguiar', 'João Queiroz']","['1', '2']",['1'],-99
Tradução intersemiótica: ação do signo e estruturalismo hierárquico,2010,,Português,Lumina (UFJF. Online),XX,1981-4070,"['João Queiroz', 'Daniella de Aguiar']","['1', '2']",['2'],-99
Semiosis and intersemiotic translation,2013,10.1515/sem-2013-0060,Inglês,Semiotica (online),XX,1613-3692,"['Daniella de Aguiar', 'João Queiroz']","['1', '2']",['1'],0.509
SOBRE A TRADUÇÃO INTERSEMIÓTICA DE GERTRUDE STEIN,2014,,Português,Cena,XX,2236-3253,"['Daniella de Aguiar', 'Adriano Mattos Corrêa', 'Edson Zampronha', 'João Queiroz']","['1', '2', '3', '4']",['1'],-99
Cubismo e Fluxo do Pensamento em Gertrude Stein,2015,,Português,Revista Todas as Letras (MACKENZIE. Online),A2,1980-6914,"['Daniella de Aguiar', 'João Queiroz']","['1', '2']",['1'],-99
From Gertrude Stein to Dance: Repetition and Time in Intersemiotic Translation,2015,10.1080/01472526.2015.1043801,Inglês,Dance Chronicle,XX,1532--4257,"['Daniella de Aguiar', 'João Queiroz']","['1', '2']",['1'],-99
"VIA: A collaborative project integrating mobile technology, video-dance and computer-assisted composition in Rio de Janeiro",2015,10.1386/mvcr.5.1.7_1,Inglês,Metaverse Creativity,XX,2040-3550,"['Daniella de Aguiar', 'Luiz Eduardo Castelões Pereira da Silva', 'João Queiroz']","['1', '2', '3']",['1'],-99
AN INTERSEMIOTIC TRANSLATION OF A MOBILE ART PROJECT   TO A PHOTOGRAPHIC ESSAY,2016,10.1080/17540763.2016.1146627,Inglês,Photographies,XX,1754-0771,"['Letícia Alves Vitral', 'Daniella de Aguiar', 'João Queiroz']","['1', '2', '3']",['2'],-99
Intermediality: phenomena and some research problems,2015,,Inglês,Lumina (UFJF. Online),XX,1981-4070,"['Daniella de Aguiar', 'João Queiroz']","['1', '2']",['1'],-99
Intermidialidade e seus diálogos contemporâneos,2015,,Português,Ipotesi (Juiz de Fora. Online),B3,1982-0836,"['Daniella de Aguiar', 'Prisca Augustoni', 'Silvina Carrizo']","['1', '2', '3']",['1'],-99
Madame Bovary: De Flaubert a Renoir e Chabrol,2015,,Português,Lumina (UFJF. Online),XX,1981-4070,"['Daniella de Aguiar', 'Alfredo Luiz Paes de Oliveira Suppia', 'João Queiroz']","['1', '2', '3']",['1'],-99
Dancing outside the box: O papel dos artefatos cognitivos na criatividade,2016,,Português,revista do programa de pós graduação em artes da escola de belas artes da UFMG,XX,2238-2046,"['Daniella de Aguiar', 'João Queiroz']","['1', '2']",['1'],-99
"DANZA, CREATIVIDAD Y ARTEFACTOS COGNITIVOS",2018,,Português,Interpretatio. Revista de Hermenéutica,C,2448-864X,"['Daniella de Aguiar', 'João Queiroz']","['1', '2']",['1'],-99
Intersemiotic translation and transformational creativity,2015,10.18680/hss.2015.0013,Inglês,Punctum. International Journal of Semiotics,A2,2459-2943,"['Daniella de Aguiar', 'Pedro Atã', 'João Queiroz']","['1', '2', '3']",['1'],-99
