TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"Música, Belas-Artes e Artes Cênicas no vestibular 2004: provas e comentários",2004,Português,EditoraUFMG,"['Flavio Terrigno Barbeitas', 'Maria Beatriz Mendonça', 'Fernando Araújo de Paula', 'Cecilia Nazaré de Lima', 'Joice Saturnino de Oliveira', 'Antonio Milton Signorini', 'Clébio Maduro', 'Arnaldo Leite de Alvarenga', 'Ernani de Castro Maletta', 'Luiz Otavio Carvalho G de Souza']","['1', '10', '2', '3', '4', '5', '6', '7', '8', '9']",['1']
"Terra, mundo, homem: as fronteiras poéticas do sertão",2009,Português,Ed. UFMG,"['Ana Mari Chiarini', 'Fernando Mencarelli', 'Flavio Terrigno Barbeitas', 'Graciela Ravetti', 'Myriam Ávila', 'Roberto Mulinacci', 'Roberto Vecchi', 'Sandra Regina Goulart Almeida', 'Sara Rojo']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['3']
Caminhos (ideológicos) das musicologias,2015,Português,Selo Minas de Som,['Flavio Terrigno Barbeitas'],['1'],['1']
A universidade e pergunta pela música,2016,Português,EdUEMG,['Flavio Terrigno Barbeitas'],['1'],['1']
"Riva, para violão solo, de Juarez Moreira: análise das variações temáticas na gravação e performance do compositor.",2017,Português,UFMG - Selo Minas de Som,"['Gustavo Bracher', 'Flavio Terrigno Barbeitas']","['1', '2']",['2']
"Rua das Pedras, para violão solo, de Paulo Rios Filho: um estudo sobre técnicas expandidas para o preparo da performance.",2017,Português,UFMG - Selo Minas de Som,"['Cristiano Braga de Oliveira', 'Flavio Terrigno Barbeitas']","['1', '2']",['2']
Processos cognitivos na aprendizagem e performance dos Polyrhythmic and Polymetric Studies para violão de Dusan Bogdanovic,2018,Português,Selo Minas de Som,"['Alexandre Gismonti', 'Flavio Terrigno Barbeitas']","['1', '2']",['2']
O Concerto para violão e pequena orquestra de Heitor Villa-Lobos: processo intertextual na síntese de sua obra para o instrumento,2018,Português,Selo Minas de Som,"['Leonardo Souza Amorim', 'Flavio Terrigno Barbeitas']","['1', '2']",['2']
ENTRE OBJETOS E PERFORMANCES: REFLEXÕES SOBRE MÚSICA E MEMÓRIA,2019,Português,Atena Editora,"['Azevedo, Aline', 'Flavio Terrigno Barbeitas']","['1', '2']",['2']
Música e História: desafios da prática interdisciplinar,2009,Português,ANPPOM,"['Flavio Terrigno Barbeitas', 'Ana Cláudia de Assis', 'Marcos Filho', 'Jonas Lanna']","['1', '2', '3', '4']",['1']
