INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Fundação Mineira de Educação e Cultura,2000,07,07,07,Turismo - gestão em hotelaria,GRADUACAO,"['História da Arte', 'História da Cultura e Cultura Brasileira', 'Metodologia e Técnica de Pesquisa']"
Fundação Mineira de Educação e Cultura,2005,07,07,07,Negócios Internacionais,GRADUACAO,"['Antropologia Cultural', 'Metodologia e Técnica de Pesquisa', 'Sociologia']"
Universidade Federal de Minas Gerais,2011,06,06,06,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Pré-TCC', 'Visitas orientadas: visitas aos lugares patrimônio de Belo Horizonte']"
Universidade Federal de Minas Gerais,2011,12,12,12,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Artes Visuais II', 'Seminário: Sociologia']"
Universidade Federal de Minas Gerais,2012,08,08,08,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Metodologia de Pesquisa', 'Visitas orientadas: visita aos lugares patrimônio de Belo Horizonte']"
Universidade Federal de Minas Gerais,2012,01,01,01,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Artes Visuais II', 'Seminário: Sociologia']"
Universidade Federal de Minas Gerais,2013,06,06,06,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Metodologia de Pesquisa', 'Pré-TCC', 'Visitas orientadas: visita aos lugares patrimônio de Belo Horizonte']"
Universidade Federal de Minas Gerais,2013,12,12,12,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Artes Visuais II', 'Seminário: Sociologia']"
Universidade Federal de Minas Gerais,2014,06,06,06,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Visitas orientadas aos lugares patrimônio de Belo Horizonte', 'Pré projeto de TCC']"
Universidade Federal de Minas Gerais,2014,12,12,12,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Seminário: sociologia', 'Artes Visuais II']"
Universidade Federal de Minas Gerais,2014,12,12,12,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,['Pré-projeto de pesquisa']
Universidade Federal de Minas Gerais,2015,06,06,06,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Portfólio', 'Pré-Projeto de TCC']"
Universidade Federal de Minas Gerais,2015,12,12,12,Abi - Artes Visuais,GRADUACAO,['Artes visuais: Moderna e Contemporânea']
Universidade Federal de Minas Gerais,2015,12,12,12,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,"['Artes Visuais II', 'Seminário: Sociologia', 'Artes visuais: Moderna e Contemporânea']"
Universidade Federal de Minas Gerais,2015,06,06,06,Abi - Artes Visuais,GRADUACAO,"['Artes Visuais II', 'Artes Visuais: Moderna e Contemporânea', 'Crítica das Artes Visuais']"
Universidade Federal de Minas Gerais,2016,,ATUAL,ATUAL,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,['Artes Visuais no Brasil I']
Universidade Federal de Minas Gerais,2017,06,06,06,Conservação e Restauração de Bens Culturais Móveis,GRADUACAO,['Mulheres Artistas no Brasil']
Universidade Federal de Minas Gerais,2018,07,07,07,Curso de Especialização em Ensino de Artes Visuais,ESPECIALIZACAO,['Panorama das Artes Visuais a partir do século XX']
Universidade Federal de Minas Gerais,2018,12,12,12,Curso de Especialização em Ensino de Artes Visuais,ESPECIALIZACAO,['Pesquisa em/sobre ensino em artes visuais I']
Universidade Federal de Minas Gerais,2018,12,12,12,Museologia,GRADUACAO,['Arte e Musealização II']
Universidade Federal de Minas Gerais,2019,07,07,07,Abi - Artes Visuais,GRADUACAO,['Artes Visuais no Brasil I']
Universidade Federal de Minas Gerais,2019,12,12,12,Artes,POS-GRADUACAO,['Gênero e Performatividade: Mulheres Artistas na História da Arte no Brasil']
