TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A obra musical como possibilidade de emergência de sentido,1998,,Português,ARTEunesp,XX,0102-6550,"['Roberto Braga', 'Daniel Luís Barreiro', 'Fábio Furlanete', 'Adriano Heidrich']","['1', '2', '3', '4']",['2'],-99
Um estudo de quantidades temporais a partir de uma análise qualitativa,2000,,Português,Revista Eletrônica de Musicologia,XX,1415-952X,"['Daniel Luís Barreiro', 'Edson Sekeff Zampronha']","['1', '2']",['1'],-99
O compositor musical e o professor: uma visão comparativa,2001,,Português,Comunicação &amp; Educação,A2,0104-6829,"['Aguida Celina de Méo Barreiro', 'Daniel Luís Barreiro']","['1', '2']",['2'],-99
Considerations on the Handling of Space in Multichannel Electroacoustic Works,2010,10.1017/S1355771810000294,Inglês,Organised Sound (Print),XX,1355-7718,['Daniel Luís Barreiro'],['1'],['1'],-99
O papel da improvisação em quatro obras para percussão e meios eletrônicos em tempo real,2011,,Português,OUVIROUVER (UBERLÂNDIA. IMPRESSO),A2,1809-290X,"['Daniel Luís Barreiro', 'Cesar Adriano Traldi', 'Celso Luiz de Araujo Cintra', 'Carlos Roberto Ferreira de Menezes Júnior']","['1', '2', '3', '4']",['1'],-99
Performer e meios eletrônicos: aspectos da interatividade na música eletroacústica mista,2011,,Português,Horizonte Científico (Uberlândia),NP,1808-3064,"['MIRANDA, Paulo Agenor', 'Daniel Luís Barreiro']","['1', '2']",['2'],-99
Estratégias para o controle gestual de sons eletroacústicos em tempo real,2012,,Português,Horizonte Científico (Uberlândia),NP,1808-3064,"['Danilo Silva Aguiar', 'Daniel Luís Barreiro']","['1', '2']",['2'],-99
"Linking Sound, Image and Space in an Interactive Installation: Real-Time Sound Synthesis and Live Image in I/VOID/O",2012,,Inglês,SONIC IDEAS,B1,2317-9694,"['Daniel Luís Barreiro', 'Sandro Canavezzi de Abreu', 'André Carlos Ponce de Leon Ferreira de Carvalho']","['1', '2', '3']",['1'],-99
Texturas Ephemeras: espacialidade e modelagem sonora numa obra interativa,2016,,Português,Revista Vórtex,A2,2317-9937,"['Cesar Adriano Traldi', 'Celso Luiz de Araujo Cintra', 'Danilo Silva Aguiar', 'Daniel Luís Barreiro']","['1', '2', '3', '4']",['4'],-99
Editorial Seção Temática Música Ubíqua ? Forças de atração e desafios na pesquisa ubimus,2018,,Português,REVISTA VÓRTEX,A2,2317-9937,"['KELLER, Damián', 'Daniel Luís Barreiro']","['1', '2']",['2'],-99
"O processo de elaboração de uma concepção interpretativa de Tetragrammaton XIII, de Roberto Victorio: aguçamento da escuta em interação com a análise de gravações da obra",2019,,Português,REVISTA VÓRTEX,A2,2317-9937,"['Renato Mendes Rosa', 'Daniel Luís Barreiro']","['1', '2']",['2'],-99
Sonic Image and Acousmatic Listening,2010,10.1017/S1355771809990240,Inglês,Organised Sound (Print),XX,1355-7718,['Daniel Luís Barreiro'],['1'],['1'],-99
