TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
O texto no entre-lugar: condicionamentos da fala digitada em uma lista de discussão,2006,,Português,Mediação (Belo Horizonte),XX,1676-2827,['Leonardo Alvares Vidigal'],['1'],['1'],-99
Enredando Brasil e Jamaica: um caso de comunicação intercultural pelo audiovisual e a música popular,2007,,Português,Revista Brasileira do Caribe (Impresso),B2,1518-6784,['Leonardo Alvares Vidigal'],['1'],['1'],-99
'A Jamaica é aqui': relações entre música e território no audiovisual,2009,,Português,Revista Brasileira do Caribe (Impresso),B2,1518-6784,['Leonardo Alvares Vidigal'],['1'],['1'],-99
Algumas considerações sobre a música nos filmes de Jean Rouch,2009,,Português,DEVIRES (UFMG),A3,1679-8503,['Leonardo Alvares Vidigal'],['1'],['1'],-99
Outras relações entre música e território no  audiovisual: um discurso da mídia em Netos do Amaral  e Documento Especial,2011,,Português,Revista Brasileira do Caribe,B2,1984-6169,['Leonardo Alvares Vidigal'],['1'],['1'],-99
Scorpio Rising: pontos de escuta e a ascensão da música popular no cinema,2014,,Português,Contemporanea (UFBA. Online),A3,1809-9386,"['Leonardo Alvares Vidigal', 'Marcos Pierry Pereira da Cruz']","['1', '2']",['1'],-99
Transculturalidades: redescobrindo conexões ancestrais,2016,,Português,REVISTA BRASILEIRA DO CARIBE,B2,1984-6169,['Leonardo Alvares Vidigal'],['1'],['1'],-99
"A Popular Culture Research Methodology: Sound System Outernational, Volume Journal, Vol 13, No 2, 2017",2017,,Inglês,Volume: the French journal of popular music studies,A3,1950-568X,"['Julian Henriques', 'Leonardo Alvares Vidigal', ""Brian D'Aquino""]","['1', '2', '3']",['2'],-99
Reggae studies in a global context,2018,10.1386/iscc.9.1.3_2,Inglês,Interactions: Studies in Communication &amp; Culture,A1,1757-2681,"['Leonardo Alvares Vidigal', 'COOPER, CAROLYN']","['1', '2']",['1'],-99
Pontos de escuta e diegese da chanson no cinema,2021,10.11606/issn.2013-7114.sig.2021.160587,Português,Significação-Revista de Cultura Audiovisual,A3,2316-7114,['Leonardo Alvares Vidigal'],['1'],['1'],-99
Ponto de escuta e tridimensionalidade sonora na  ficção e no documentário: Para uma estética do envelopamento no cinema contemporâneo,2020,,Português,REVISTA DO PROGRAMA DE PÓS GRADUAÇÃO EM ARTES DA ESCOLA DE BELAS ARTES DA UFMG,XX,2238-2046,"['Leonardo Alvares Vidigal', 'Marina de Morais Faria Novais']","['1', '2']",['1'],-99
