INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Associação de Pais e Amigos dos Excepcionais de São Paulo,1997,08,08,08,,ENSINO-FUNDAMENTAL,['Educação Musical']
Faculdade Paulista de Artes,1998,12,12,12,Musicoterapia,GRADUACAO,"['História da Música', 'Supervisão de Estágio de Atuação Musicoterápica', 'Orientação de Monografia', 'Teorias e Técnicas Musicoterápicas', 'Fundamentos da Musicoterapia']"
Faculdade Paulista de Artes,1999,06,06,06,Musicoterapia,ESPECIALIZACAO,"['Musicoterapia em Psiquiatria', 'Música em Musicoterapia', 'Teorias e Técnicas Musicoterápicas', 'Musicoterapia Didática']"
Universidade de Ribeirão Preto,2000,12,12,12,Musicoterapia,GRADUACAO,"['Atividades Criativas', 'Dinâmica em Musicoterapia', 'Estágio Clínico (Deficiências)', 'Fundamentos da Musicoterapia', 'História da Música', 'Investigação em Musicoterapia', 'Processos Musicoterápicos', 'Semiótica']"
Faculdade Paulista de Artes,2001,6,6,6,Música,GRADUACAO,"['Prática de Ensino', 'História da Música', 'Teoria e Percepção Musical']"
Faculdade Paulista de Artes,2001,12,12,12,Artes Cênicas,GRADUACAO,['Técnica Vocal']
Universidade de Ribeirão Preto,2005,05,05,05,Pedagogia,GRADUACAO,"['Arte e Literatura na Educação Infantil', 'Atividades Práticas - Gestão Educacional', 'Brinquedos e Brincadeiras na Educação Infantil', 'Estudos Independentes', 'Fundamentos da Educação Inclusiva', 'Literatura Infanto-Juvenil', 'Metodologia do Ensino da Arte', 'Trabalho de Conclusão de Curso']"
Universidade de Ribeirão Preto,2005,12,12,12,Especialização em Musicoterapia,ESPECIALIZACAO,"['Clínica Musicoterapêutica', 'Desenvolvimento da Musicalidade Clínica', 'Estruturação e Análise Musical em Musicoterapia', 'Metodologia Científica', 'Métodos, Teorias e Técnicas em Musicoterapia', 'Psicologia da Música']"
Universidade de Ribeirão Preto,2006,05,05,05,Licenciatura Em Música,GRADUACAO,"['Construção de Instrumentos e Organologia', 'Didática Geral', 'Estágio I, II, III e IV', 'Evolução da Música', 'Filosofia da Educação', 'Folclore', 'Política Educacional e Organização da Educação Básica']"
Prefeitura Municipal de Ribeirão Preto,2006,12,12,12,,ENSINO-MEDIO,['Arte']
Prefeitura Municipal de Ribeirão Preto,2006,12,12,12,,ENSINO-FUNDAMENTAL,['Arte']
Claretiano Centro Universitário,2008,03,03,03,Licenciatura Plena em Artes (modalidade presencial,GRADUACAO,"['Didática Geral', 'Música para Educadores', 'Percepção e Expressão Tridimensional I e II']"
Claretiano Centro Universitário,2008,03,03,03,Licenciatura Plena em Artes (modalidade EAD),GRADUACAO,"['Atividades Acadêmico-Científico-Culturais', 'Estética I', 'História da Arte III', 'Música para Educadores', 'Percepção e Expressão Bidimensional - Desenho I e II', 'Percepção e Expressão Bidimensional - Pintura I e II', 'Supervisão de Estágio', 'Teatro para Educadores']"
Secretaria de Estado da Educação de São Paulo,2008,03,03,03,,ENSINO-FUNDAMENTAL,['Arte']
Secretaria de Estado da Educação de São Paulo,2008,03,03,03,,ENSINO-MEDIO,['Arte']
Universidade de Ribeirão Preto,2009,10,10,10,Pedagogia (modalidade EAD),GRADUACAO,['Saberes da Arte']
Claretiano Centro Universitário,2009,03,03,03,Especialização em Arte e Educação,ESPECIALIZACAO,"['História da Arte', 'Metodologia da Pesquisa Científica', 'Projetos Interdisciplinares em Arte']"
Universidade Federal de Minas Gerais,2010,12,12,12,Música - Habilitação em Musicoterapia,GRADUACAO,"['Introdução à Pesquisa Científica em Musicoterapia', 'Música, Corpo e Movimento', 'Musicoterapia: Criança Atípica']"
Universidade Federal de Minas Gerais,2011,06,06,06,Música - Habilitação em Musicoterapia,GRADUACAO,"['Introdução à Semiótica da Canção', 'Técnicas e Métodos Musicoterapêuticos', 'Musicoterapia: Distúrbios Emocionais na Infância e na Adolescência']"
Universidade Federal de Minas Gerais,2011,12,12,12,Música - Habilitação em Musicoterapia,GRADUACAO,"['Musicoterapia: Cliente Adulto', 'Musicoterapia: Criança Atípica', 'Psicologia do Desenvolvimento Cognitivo Musical II']"
Universidade Federal de Minas Gerais,2012,07,07,07,Música - Habilitação em Musicoterapia,GRADUACAO,"['Psicologia do Desenvolvimento Cognitivo Musical I', 'Técnicas e Métodos Musicoterapêuticos', 'Musicoterapia: Distúrbios Emocionais na Infância e Adolescência', 'Tópicos em Música: Prática Clínica Musicoterapêutica com Crianças e Adolescentes com Distúrbios do Desenvolvimento', 'Tópicos em Música: Discussão de Casos Clínicos de Musicoterapia com Crianças e Adolescentes com Distúrbios do Desenvolvimento']"
Universidade Federal de Minas Gerais,2012,12,12,12,Música - Habilitação em Musicoterapia,GRADUACAO,"['Musicoterapia: Cliente Adulto', 'Musicoterapia: Criança Atípica', 'Psicologia do Desenvolvimento Cognitivo Musical II', 'Tópicos em Música: Discussão de Casos Clínicos de Musicoterapia com Crianças e Adolescentes com Distúrbios do Desenvolvimento', 'Tópicos em Música: Prática Clínica Musicoterapêutica com Crianças e Adolescentes com Distúrbios do Desenvolvimento']"
Universidade Federal de Minas Gerais,2013,12,12,12,Música - Habilitação em Musicoterapia,GRADUACAO,"['Monografia em Musicoterapia', 'Musicoterapia: Cliente Adutlo', 'Musicoterapia: Criança Atípica', 'Prática Clínica Musicoterapêutica em Distúrbios do Desenvolvimento', 'Psicologia do Desenvolvimento Cognitivo Musical II']"
Universidade Federal de Minas Gerais,2013,07,07,07,Música - Habilitação em Musicoterapia,GRADUACAO,"['Introdução à Pesquisa em Musicoterapia', 'Métodos e Técnicas Musicoterapêuticas', 'Musicoterapia: Distúrbios Emocionais na Infância e Adolescência', 'Prática Clínica Musicoterapêutica com Crianças e Adolescentes com Distúrbios do Desenvolvimento', 'Psicologia do Desenvolvimento Cognitivo Musical I']"
Universidade Federal de Minas Gerais,2014,12,12,12,Música - Musicoterapia,GRADUACAO,"['Monografia em Musicoterapia', 'Musicoterapia: Cliente Adulto', 'Musicoterapia: Criança Atípica', 'Prática Clínica Musicoterapêutica nos Distúrbios do Desenvolvimento']"
Universidade Federal de Minas Gerais,2014,06,06,06,Música - Habilitação em Musicoterapia,GRADUACAO,"['Métodos e Técnicas em Musicoterapia', 'Musicoterapia: Distúrbios Emocionais', 'Prática Clínica Musicoterapêutica nos Distúrbios do Desenvolvimento', 'Psicologia do Desenvolvimento Cognitivo Musical I']"
Universidade Federal de Minas Gerais,2015,07,07,07,Música - Musicoterapia,GRADUACAO,"['Métodos e Técnicas em Musicoterapia', 'Musicoterapia: Distúrbios Emocionais', 'Psicologia do Desenvolvimento Cognitivo Musical I']"
Universidade Federal de Minas Gerais,2015,12,12,12,Música - Musicoterapia,GRADUACAO,"['Fundamentos da Educação Musical Especial e Inclusiva', 'Monografia', 'Musicoterapia: Cliente Adulto', 'Musicoterapia: Criança Atípica', 'Psicologia do Desenvolvimento Cognitivo Musical II']"
Universidade Federal de Minas Gerais,2016,07,07,07,Música - Musicoterapia,GRADUACAO,"['Estágio Suprevisionado em Musicoterapia', 'Monografia em Musicoterapia', 'Musicoterapia: Distúrbios Emocionais na Infância e Adolescência', 'Técnicas e Métodos Musicoterapêuticos']"
Universidade Federal de Minas Gerais,2016,,ATUAL,ATUAL,Especialização em Neurociênciase suas Interfaces,ESPECIALIZACAO,"['Metodologia Científica', 'As Múltiplas Interfaces das Neurociências']"
Universidade Federal de Minas Gerais,2016,02,02,02,Música - Musicoterapia,GRADUACAO,"['Estágio em Musicoterapia', 'Monografia em Musicoterapia', 'Musicoterapia: Cliente Adulto', 'Musicoterapia: Criança Atípica']"
Universidade Federal de Minas Gerais,2017,12,12,12,Neurociências,POS-GRADUACAO,['Tópicos em Neurociências II: As Múltiplas Interfaces das Neurociências']
Universidade Federal de Minas Gerais,2017,12,12,12,Música,POS-GRADUACAO,['Seminários em Educação Musical']
Universidade Federal de Minas Gerais,2017,07,07,07,Música,POS-GRADUACAO,['Estudos Orientados: Estudos e Práticas em Educação Musical Inclusiva  (Deficiência Intelectual)']
Universidade Federal de Minas Gerais,2017,07,07,07,Música - Música Popular,GRADUACAO,['Introdução à Pesquisa: Música Popular']
