TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Júlio Castanheira: um intelectual provinciano,2000,,Português,Anais do Primeiro Congresso de Historia da Leitura,XX,-,['Rodrigo Vivas Andrade'],['1'],['1'],-99
Artes Plásticas em Belo Horizonte 1920-1980,2004,,Português,Asa-Palavra (Brumadinho),C,1806-2857,['Rodrigo Vivas Andrade'],['1'],['1'],-99
Quando existe arte? Os Salões de Belas Artes e a emergência da arte contemporânea em Belo Horizonte. 1956-1971,2005,,Português,Anais do Xxiv Colóquio Cbha,XX,-,['Rodrigo Vivas Andrade'],['1'],['1'],-99
Aníbal Mattos e as Exposições Gerais de Belas Artes em Belo Horizonte,2011,,Português,19&amp;20 (Rio de Janeiro),B1,1981-030X,['Rodrigo Vivas Andrade'],['1'],['1'],-99
O que queremos dizer quando falamos em História da Arte no Brasil,2011,,Português,Revista Científica/FAP (Curitiba. Impresso),B3,1679-4915,['Rodrigo Vivas Andrade'],['1'],['1'],-99
A Academia Imperial de Belas Artes no Museu Mineiro,2013,,Português,19&amp;20 (Rio de Janeiro),B1,1981-030X,"['Rodrigo Vivas Andrade', 'Márcia Georgina de Assis']","['1', '2']",['1'],-99
Arte e Vanguardas na cidade moderna,2013,,Português,REVISTA DO ARQUIVO PUBLICO MINEIRO,XX,0104-8368,['Rodrigo Vivas Andrade'],['1'],['1'],-99
Estamos Condenados ao Moderno: Arte Neoclássica e Arte Moderna nos Salões Municipais de Belas Artes de Belo Horizonte,2014,,Português,Cadernos de História (UFOP. Mariana),NP,1980-0339,"['Rodrigo Vivas Andrade', 'Gisele Guedes']","['1', '2']",['1'],-99
A vanguarda passou por BH: o mito da irradiação ou ressonância,2015,,Português,Revista VIS (UnB),A4,1518-5494,['Rodrigo Vivas Andrade'],['1'],['1'],-99
Da Narrativa Comum à História da Arte Acadêmica,2015,,Português,Art &amp; Sensorium,A2,2358-0437,"['Rodrigo Vivas Andrade', 'Gisele Guedes']","['1', '2']",['1'],-99
A Igreja São Francisco de Assis,2016,,Português,Imagem Brasileira,C,1519-6283,"['Rodrigo Vivas Andrade', 'Gisele Guedes']","['1', '2']",['1'],-99
Desejos Individuais - Imagens de Coletividade,2016,,Português,Ouvirouver,XX,1014-1093,"['Rodrigo Vivas Andrade', 'Gisele Guedes']","['1', '2']",['1'],-99
A Igreja São Francisco de Assis,2016,,Português,Imagem Brasileira,C,1519-6283,"['Gisele Guedes Tomaz de Aquino Pessoa', 'Rodrigo Vivas Andrade']","['1', '2']",['2'],-99
Desejos individuais - imagens de coletividade,2016,10.14393/OUV18-v12n1a2016-10,Português,Ouvirouver (Online),XX,1983-1005,"['Rodrigo Vivas Andrade', 'Gisele Guedes Tomaz de Aquino Pessoa']","['1', '2']",['1'],-99
TRADIÇÃO E DIÁLOGO: ANÁLISE DO BAIXO-RELEVO DA IGREJA SÃO FRANCISCO DE ASSIS.,2017,,Português,ANAIS DO ... ENCONTRO NACIONAL DA ANPAP (ONLINE),NP,2175-8212,"['Rodrigo Vivas Andrade', 'Gisele Guedes']","['1', '2']",['1'],-99
Narrativas sobre a universalidade da Arte.,2017,,Português,REVISTA DO PROGRAMA DE PÓS GRADUAÇÃO EM ARTES DA ESCOLA DE BELAS ARTES DA UFMG,XX,2238-2046,"['Rodrigo Vivas Andrade', 'Marco Antonio Pasqualini de Andrade', 'Sylvia Furegatti']","['1', '2', '3']",['1'],-99
ARTE CONCEITUAL E HISTÓRIA: Desafios da construção poética na década de 1970,2017,,Português,PALÍNDROMO (ONLINE),XX,2175-2346,['Rodrigo Vivas Andrade'],['1'],['1'],-99
Emilio Rouède: das marinhas à cidade moderna.,2018,,Português,19&amp;20 (RIO DE JANEIRO),B1,1981-030X,"['Rodrigo Vivas Andrade', 'Gabriela Miranda']","['1', '2']",['1'],-99
"O Acervo documental e inventário de obras do Museu de Arte da Pampulha, possibilidades de escrita da História da Arte",2018,10.26512/museologia.v7i14.18398,Português,Revista Museologia &amp; Interdisciplinaridade,A4,2238-5436,"['SANTOS, NEYLANE GONÇALVES', 'Rodrigo Vivas Andrade']","['1', '2']",['2'],-99
Ressignificações da Paisagem na década de 1970: Manfredo Souzanetto e Décio Noviello nos Salões Nacionais de Arte,2019,,Português,Pós: Revista do Programa de Pós-graduação em Artes da Escola de Belas Artes da UFMG,A3,1982-9507,['Rodrigo Vivas Andrade'],['1'],['1'],-99
Da narrativa comum à história da arte - uma proposta metodológica,2015,,Português,Art&amp;Sensorium,A2,2358-0437,"['Gisele Guedes Tomaz de Aquino Pessoa', 'Rodrigo Vivas Andrade']","['1', '2']",['2'],-99
