COURSE,YEAR,INTEGRANTES
A prática de Jogos Teatrais,2007,['Ricardo Carvalho de Figueiredo']
O Jogo Dramático na construção do discurso cênico,2007,['Ricardo Carvalho de Figueiredo']
Recreação e Lazer para a 3ª Idade,2004,['Ricardo Carvalho de Figueiredo']
Oficina de Jogos Teatrais,2004,['Ricardo Carvalho de Figueiredo']
Relações Humanas I,2001,['Ricardo Carvalho de Figueiredo']
Relações Humanas II,2001,['Ricardo Carvalho de Figueiredo']
O professor como mediador da obra teatral: a formação do espectador,2008,['Ricardo Carvalho de Figueiredo']
Os Jogos Teatrais e a criação dramatúrgica,2009,['Ricardo Carvalho de Figueiredo']
Linguagem IV: Arte na Ed. Infantil - teatro e artes visuais,2009,['Ricardo Carvalho de Figueiredo']
Características e especificidades do ensino - Teatro na escola,2010,['Ricardo Carvalho de Figueiredo']
Debate da Licenciatura em Teatro da UFSJ,2010,['Ricardo Carvalho de Figueiredo']
A cena e a sala: contaminações criativas no ofício docente,2012,['Ricardo Carvalho de Figueiredo']
O teatro na educação: possibilidades artísticas na escola,2012,['Ricardo Carvalho de Figueiredo']
'Didática' do curso de formação de ator do Teatro Universitário,2012,['Ricardo Carvalho de Figueiredo']
Processo de criação teatral e a relação com o espectador contemporâneo,2014,['Ricardo Carvalho de Figueiredo']
A cena na espacialidade da cidade,2014,['Ricardo Carvalho de Figueiredo']
Professor-personagem em ação: experimentos teatrais na escola,2016,['Ricardo Carvalho de Figueiredo']
Partilhas teatrais em extensão: vivências teatrais no contexto da primeira infância: a relação com a brincadeira,2017,"['Ricardo Carvalho de Figueiredo', 'Roberta Liz de Queiroz Sousa de Deus']"
Teatro e Literatura: Contar história para crianças fazendo uso do professor-personagem,2021,['Ricardo Carvalho de Figueiredo']
Teatro na escola: princípios e práticas do teatro-educação,2006,['Ricardo Carvalho de Figueiredo']
A Formação do Espectador Teatral,2007,['Ricardo Carvalho de Figueiredo']
Professor-Personagem em cena,2014,['Ricardo Carvalho de Figueiredo']
