TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Imaginação e o Belo em Kant: uma visão heideggeriana,1998,Português,UFMG,['Alberto Ferreira da Rocha Junior'],['1'],['1']
História das Artes do Espetáculo,2001,Português,ABRACE,"['Alberto Ferreira da Rocha Junior', 'Walter Lima Torres Neto']","['1', '2']",['1']
Cultura: valores da diversidade,2008,Português,Malta editores,['Alberto Ferreira da Rocha Junior'],['1'],['1']
"Teatro, valor e pluralidade: rumo a uma política e a uma estética do popular",2010,Português,7Letras,"['Maria de Lourdes Rabetti', 'Alberto Ferreira da Rocha Junior', 'Angela de Castro Reis', 'MERISIO, Paulo']","['1', '2', '3', '4']",['2']
Os papéis da cultura e da extensão universitária,2012,Português,Malta Editores,['Alberto Ferreira da Rocha Junior'],['1'],['1']
Biografia de Antônio Guerra: uma aventura no tempo e na escrita,2012,Português,Editora UFMG,['Alberto Ferreira da Rocha Junior'],['1'],['1']
Os papéis da cultura e da extensão universitária,2012,Português,UFMG,['Alberto Ferreira da Rocha Junior'],['1'],['1']
Zona da intimidade: diário enquanto espectro e suplemento do eu,2013,Português,Autêntica Editora,['Alberto Ferreira da Rocha Junior'],['1'],['1']
Quando o cômico atravessa o oceano: o Tim tim por tim tim no Brasil,2013,Português,Universidade de Lisboa,['Alberto Ferreira da Rocha Junior'],['1'],['1']
"Espectros das escritas de si: totalidade, fragmento e narrativas",2014,Português,Universidade Federal de São João del-Rei,['Alberto Ferreira da Rocha Junior'],['1'],['1']
Sobrevivência e edição: uma biografia da peça Tim tim por tim tim de Sousa Bastos,2014,Português,Autêntica,['Alberto Ferreira da Rocha Junior'],['1'],['1']
São João del-Rei e o Teatro,2016,Português,UFSJ,['Alberto Ferreira da Rocha Junior'],['1'],['1']
Pepa Ruiz: uma atriz popular e seus envolvimentos em causas abolicionistas,2017,Português,Cousa,"['Richard Bertolin de Oliveira', 'Alberto Ferreira da Rocha Junior']","['1', '2']",['2']
Vozes e espectros da escrita do eu: memórias do ator português Eduardo Brasão,2012,Português,7Letras,['Alberto Ferreira da Rocha Junior'],['1'],['1']
Heterogeneidade e cultura na obra de Artur Azevedo,2005,Português,Universidade Federal de São João del-Rei,['Alberto Ferreira da Rocha Junior'],['1'],['1']
