TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Aportes africanos a la conformación mágico-religiosa del Caribe: la presencia del vaudou haitiano,2013,,Espanhol,CADERNOS DO LEPAARQ (UFPEL),A2,1806-9118,['Jenny González Muñoz'],['1'],['1'],-99
As infinitas miradas da fotografia,2013,,Português,Revista Memória em Rede,B1,2177-4129,['Jenny González Muñoz'],['1'],['1'],-99
De la palabra al mito: memoria de los pueblos,2012,,Espanhol,MOUSEION (UNILASALLE),B2,1981-7207,['Jenny González Muñoz'],['1'],['1'],-99
La oralidad: tradición ancestral para preservación de la memoria colectiva,2012,,Espanhol,Revista Ars Histórica,A4,2178-244X,['Jenny González Muñoz'],['1'],['1'],-99
La territorialidad de los pueblos originarios: una historia de despojos y violaciónes en el Abya Yala,2012,,Espanhol,CADERNOS DO LEPAARQ (UFPEL),A2,1806-9118,['Jenny González Muñoz'],['1'],['1'],-99
Los espantos de la sabana: leyendas y religiosidad de los llanos venezolanos,2013,,Espanhol,HORIZONTE: REVISTA DE ESTUDOS DE TEOLOGIA E CIÊNCIAS DA RELIGIÃO (ONLINE),A2,2175-5841,['Jenny González Muñoz'],['1'],['1'],-99
Diversos aspectos de la identidad cultural: El llanero venezolano y el 'gaúcho' brasileño como representaciones selectivas del pasado realizadas en el presente,2013,,Espanhol,Revista Antares,XX,1984-1921,['Jenny González Muñoz'],['1'],['1'],-99
MITOS SAGRADOS DE PUEBLOS ANCESTRALES. EXPLORACIÓN A LOS ESPACIOS DE LA MEMORIA WARAO Y PEMÓN DE VENEZUELA,2013,,Espanhol,Paralellus (Online),B1,2178-8162,['Jenny González Muñoz'],['1'],['1'],-99
Salvaguarda del patrimonio indígena: cuando una piedra es más que un objeto,2011,,Espanhol,Somanlu,B2,2316-4123,['Jenny González Muñoz'],['1'],['1'],-99
Mitos fundantes en la fuerza espiritual de los warao de Venezuela,2014,,Espanhol,PATRIMÔNIO E MEMÓRIA (UNESP),A3,1808-1967,['Jenny González Muñoz'],['1'],['1'],-99
VAUDOU HAITIANO: ENTRE LA REALIDAD Y LA FICCIÓN DE LAS LETRAS,2014,,Espanhol,Paralellus (Online),B1,2178-8162,['Jenny González Muñoz'],['1'],['1'],-99
Monumentos funerarios para angelitos en el Cementerio General del Sur. Una visión memorial sobre la muerte,2015,10.15210/rmr.v7i13.6308,Português,Revista Memória em Rede,B1,2177-4129,['Jenny González Muñoz'],['1'],['1'],-99
Reutilización de los edificios patrimoniales ¿Re-significación de la memoria?,2017,,Português,Revista História: Debates e Tendências,XX,2238-8885,['Jenny González Muñoz'],['1'],['1'],-99
Cementerio: lugar de memoria y museo al aire libre. Educación patrimonial en el ámbito escolar,2017,,Espanhol,REVISTA BRASILEIRA DE HISTÓRIA DAS RELIGIÕES,A2,1983-2850,['Jenny González Muñoz'],['1'],['1'],-99
PUEBLOS INDÍGENAS FRONTERIZOS DE VENEZUELA: ASPECTOS DE LA SEGURIDAD Y EL DESARROLLO INTEGRAL REGIONAL,2017,,Espanhol,FRONTEIRAS: REVISTA DE HISTÓRIA,XX,2175-0742,['Jenny González Muñoz'],['1'],['1'],-99
CRÁNEOS DEL SITIO ARQUEOLÓGICO ?LA MATA?. VALORACIÓN PATRIMONIAL DE UNA COLECCIÓN OSTEOLÓGICA PREHISPÁNICA,2017,,Espanhol,MISSÕES: REVISTA DE CIÊNCIAS HUMANAS E SOCIAIS,B2,2447-0244,"['Jenny González Muñoz', 'Emanuel Valera']","['1', '2']",['1'],-99
VIOLENCIAS Y LIBERTADES. LOS MEDIOS DE COMUNICACIÓN Y LAS CULTURAS DEL MEDIO ORIENTE,2017,,Espanhol,MISSÕES: REVISTA DE CIÊNCIAS HUMANAS E SOCIAIS,B2,2447-0244,['Jenny González Muñoz'],['1'],['1'],-99
La imagen como memoria: Palestina patrimonio invisible,2018,,Espanhol,Revista Memória em Rede,B1,2177-4129,['Jenny González Muñoz'],['1'],['1'],-99
"(PRESENTACIÓN - español) Espacios, representaciones y formas de observar el patrimonio de los pueblos inmigrantes",2019,,Espanhol,PATRIMÔNIO E MEMÓRIA (UNESP),A3,1808-1967,"['Jenny González Muñoz', 'Noemi Frías']","['1', '2']",['1'],-99
LACUMA: EXPERIENCIA DE EDUCACIÓN PATRIMONIAL EN EL ÁMBITO ARQUEOLÓGICO,2019,,Espanhol,Revista Educación y Ciencia,XX,2448-525X,"['Jacqueline Ahlert', 'Jenny González Muñoz']","['1', '2']",['2'],-99
MIGRANTES O REFUGIADOS: DE LA PATRIA SOLO LA IMAGEN EN SU MENTE,2019,10.25247/2447-861X.2019.n247.p276-301,Espanhol,CADERNOS DO CEAS,XX,2447-861X,"['Noemi Frías', 'Jenny González Muñoz']","['1', '2']",['2'],-99
Etnia indígena Warao,2019,10.20396/sss.v18i0.8656931,Espanhol,SERVIÇO SOCIAL &amp; SAÚDE (UNICAMP),XX,1676-6806,['Jenny González Muñoz'],['1'],['1'],-99
Necrologia en la prensa local: biografía de la muerte,2020,10.18316/mouseion.v0i35.6489,Português,MOUSEION (UNILASALLE),B2,1981-7207,['Jenny González Muñoz'],['1'],['1'],-99
Experiências educativas de integração comunitaria: Abordagens da cultura imaterial dos povos originarios venezuelanos,2020,10.26512/museologia.v9i17.34539,Espanhol,Revista Museologia &amp; Interdisciplinaridade,A4,2238-5436,['Jenny González Muñoz'],['1'],['1'],-99
El camino es árduo y está sembrado de peligros: los warao del Delta del Orinoco,2020,10.26694/rer.v3i02.10592,Espanhol,Revista EntreRios  do Programa de Pós-Graduação em Antropologia,B4,2595-3753,['Jenny González Muñoz'],['1'],['1'],-99
CARTOGRAFIANDO REALIDADES URBANAS: CARACAS EN DOS AUDIOVISUALES,2022,10.15210/RMR.V14I26.21907,Espanhol,Revista Memória em Rede,B1,2177-4129,['Jenny González Muñoz'],['1'],['1'],-99
Mujeres italianas y andinas migrantes: identidades compartidas,2019,,Espanhol,PATRIMÔNIO E MEMÓRIA (UNESP),A3,1808-1967,['Jenny González Muñoz'],['1'],['1'],-99
