TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Jeanne Louise Milde e o meio artístico de Belo Horizonte de 1929 a fins dos anos 30,2003,,Português,Estudos,XX,-,['Rita Lages Rodrigues'],['1'],['1'],-99
Reflexões sobre o indivíduo e suas ações na cidade - espaço biográfico e espaço da cidade,2014,,Português,CADERNOS DE HISTÓRIA (UFOP. MARIANA),NP,1980-0339,['Rita Lages Rodrigues'],['1'],['1'],-99
Uma Yanomami radical: a Galeria Cláudia Andujar em Inhotim,2017,10.24193/subbphilo.2017.4.14,Português,STUDIA PHILOLOGIA,XX,2065--9652,['Rita Lages Rodrigues'],['1'],['1'],-99
A noção de artistas-curadores na 33ª Bienal de São Paulo: os artistas em histórica negociação com as instituições culturais,2019,,Português,REVISTA ARA,B2,2525-8354,"['Carolina Ruoso', 'Rita Lages Rodrigues', 'Daniela Fernandes Barbosa', 'Luise Soares Pereira de Souza', 'Luíza Bernardes de Matos Marcolino']","['1', '2', '3', '4', '5']",['2'],-99
"Artistas, curadores e valores de musealidade: diversidades e branquitude na exposição da 7a Edição do Bolsa Pampulha",2020,10.5965/1984724620442019035,Português,PERCURSOS (FLORIANÓPOLIS. ONLINE),B3,1984-7246,"['Carolina Ruoso', 'Rita Lages Rodrigues']","['1', '2']",['2'],-99
Boletim ChanaComChana e a transformação do silêncio em linguagem e em ação: ativismo lésbico-feminista na imprensa independente brasileira,2020,10.17058/signo.v45i84.15500,Português,Signo,A1,1982-2014,"['Bruna Emanuele Fernandes', 'LISSA, BARBARA', 'Rita Lages Rodrigues']","['1', '2', '3']",['3'],-99
A fotografia da História à Cidade:,2020,10.14393/cdhis.v33n2.2020.57723,Português,CADERNOS DE PESQUISA DO CDHIS (ONLINE),A4,1981-3090,"['GARCIA, LUIZ HENRIQUE ASSIS', 'Rita Lages Rodrigues', 'VEIGA DE OLIVEIRA, JOÃO MARCOS', 'RIVERO, ELENA LÚCIA']","['1', '2', '3', '4']",['2'],-99
Via-Sacra de Candido Portinari: novos olhares a partir da História da Arte Técnica,2021,,Português,MUSEOLOGIA E PATRIMÔNIO,B4,1984-3917,"['Maria Tereza Dantas Moura', 'Alessandra Rosado', 'Rita Lages Rodrigues']","['1', '2', '3']",['3'],-99
Impulso Historiográfico na prática artística de Rosana Paulino,2021,10.47456/rf.v17i24.35568,Português,FAROL (VITÓRIA),C,1517-7858,"['VASCONCELLOS, LUCAS FERREIRA DE', 'Rita Lages Rodrigues']","['1', '2']",['2'],-99
USES OF THE EROTIC AS POWER: REPRESENTATIONS OF FEMALE EROTIC IN VISUAL ARTS IN DIALOGUE WITH CHANACOMCHANA NEWSLETTER,2021,,Português,Zines Journal,XX,2739-9770,"['Bruna Emanuele Fernandes', 'Bárbara Lissa Alves de Campos', 'Rita Lages Rodrigues']","['1', '2', '3']",['3'],-99
A Autenticidade como conceito chave: uma reflexão a partir da inscrição do Conjunto Moderno da Pampulha na lista do Patrimônio Mundial da UNESCO,2021,,Português,FÓRUM PATRIMÔNIO : AMBIENTE CONSTRUÍDO E PATRIMÔNIO SUSTENTÁVEL (UFMG. ONLINE),XX,1982-9531,"['Tito Flávio Rodrigues de Aguiar', 'Luiz Henrique Assis Garcia', 'Rita Lages Rodrigues', 'Carolina Ruoso', 'Denis Pereira Tavares', 'João Marcos Veiga de Oliveira', 'Débora Costa', 'Maria Tereza Dantas Moura']","['1', '2', '3', '4', '5', '6', '7', '8']",['3'],-99
