TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Recuperando História: um processo de doação de sesmarias,1988,,Português,Fundação Casa de Rui Barbosa Série Preservação,XX,-,['Márcia Almada'],['1'],['1'],-99
Uma festa para o príncipe infante,2005,,Português,Revista do Arquivo Público Mineiro,XX,0104-8368,['Márcia Almada'],['1'],['1'],-99
Estórias Fantásticas do Rio São Francisco,2006,,Português,Revista do Arquivo Publico Mineiro,XX,0104-8368,['Márcia Almada'],['1'],['1'],-99
A escrita iluminada,2006,,Aimara,Revista do Arquivo Público Mineiro,XX,0104-8368,['Márcia Almada'],['1'],['1'],-99
A Arte dos Manuscritos Iluminados em Minas Gerais no Século XVIII - Notas de Pesquisa,2009,,Português,Revista Eletrônica Documento/Monumento,B3,2176-5804,['Márcia Almada'],['1'],['1'],-99
Na forma do estilo - normas da boa pena nos séculos XVII e XVIII em Portugal e Espanha,2010,,Português,Documenta et Instrumenta,XX,1697-4328,['Márcia Almada'],['1'],['1'],-99
"Registros de Santos, Compromissos de Irmandades e imagens que navegam no mundo atlântico",2011,,Português,Portuguese Studies Review,B2,1057-1515,['Márcia Almada'],['1'],['1'],-99
Caligrafia artística no século XVIII: Brasil e Portugal enlaçados nas letras de Manoel de Andrade de Figueiredo,2011,,Português,Navegações (Impresso) (Porto Alegre),XX,1982-8527,['Márcia Almada'],['1'],['1'],-99
A escrita magistral: formas de aprendizado da escrita decorativa no século XVIII,2012,,Português,e-Hum,B2,1984-767X,['Márcia Almada'],['1'],['1'],-99
Beatriz Piccoloto Siqueira Bueno. Desenho e Desígnio. O Brasil dos engenheiros militares (1500-1822),2012,,Português,Anais de História de Além-Mar,A4,0874-9671,['Márcia Almada'],['1'],['1'],-99
Os símbolos reais na caligrafia de Manoel de Andrade de Figueiredo',2013,,Português,Barroco (Belo Horizonte),XX,0525-5708,['Márcia Almada'],['1'],['1'],-99
Cultura escrita e materialidade: possibilidades interdisciplinares de pesquisa,2014,,Português,Pós: Revista do Programa de Pós-graduação em Artes da Escola de Belas Artes da UFMG,A3,1982-9507,['Márcia Almada'],['1'],['1'],-99
-E para verdade passo este de minha letra e sinal' - uma breve análise sobre cultura escrita e os recibos assinados por Antônio Francisco Lisboa (1772-1802),2016,10.17074/lh.v2i1.315,Português,LaborHistórico,C,2359-6910,['Márcia Almada'],['1'],['1'],-99
"A mão, o olho e a matéria: reflexões sobre a identificação das técnicas e materiais da pintura em documentos históricos",2018,10.1590/1982-02672018v26e02d1,Português,ANAIS DO MUSEU PAULISTA,XX,1982-0267,['Márcia Almada'],['1'],['1'],-99
"O Discurso e a Noticia: manuscritos sobre a revolta de 1720 atribuídos a Pedro Miguel de Almeida, 3 o conde de Assumar",2019,10.1590/tem-1980-542x2018v250101,Português,TEMPO (NITERÓI. ONLINE),A1,1980-542X,"['Márcia Almada', 'Rodrigo Bentes Monteiro']","['1', '2']",['1'],-99
Apresentação: Cultura escrita no mundo moderno,2019,10.1590/0104-87752019000200002,Português,VARIA HISTÓRIA (UFMG. IMPRESSO),XX,0104-8775,"['GRAMMONT, GUIOMAR DE', 'Márcia Almada']","['1', '2']",['2'],-99
Das mãos aos cofres: reflexões sobre transformações materiais e transferência de propriedade de livros devocionais do tardo-medievo,2020,10.1590/1982-02672020v28d3e25,Português,ANAIS DO MUSEU PAULISTA,XX,1982-0267,['Márcia Almada'],['1'],['1'],-99
Value supported decision-making in paper conservation,2021,10.35699/2237-5864.2021.26504,Inglês,Pós: Revista do Programa de Pós-graduação em Artes da Escola de Belas Artes da UFMG,A3,1982-9507,"['Márcia Almada', 'Spiros Zervos']","['1', '2']",['1'],-99
Introdução: considerações sobre a materialidade da escrita e as três camadas de informação,2020,10.1590/1982-02672020v28d3e42intro2,Português,ANAIS DO MUSEU PAULISTA,XX,1982-0267,['Márcia Almada'],['1'],['1'],-99
