TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Percorrendo o fazer teatral: um caminho para compreender a linguagem cênica e sua prática pedagógica (ISSN19820283),2010,,Português,Salto para o Futuro,XX,1982-0283,['Paulina Maria Caon'],['1'],['1'],-99
Experiência estética e educação ? da etnografia a algumas questões teóricas. (ISSN 2177-6121 ) Lamparina ? Revista de Ensino de Teatro ? EBA/UFMG,2010,,Português,Lamparina: Revista de Ensino do Teatro,C,2177-6121,['Paulina Maria Caon'],['1'],['1'],-99
"Corpo narrador, corp-oralidades - corpos e histórias de mulheres e homens do Sítio Brotas (Revista Gênero/ ISSN 15179699)",2012,,Português,Gênero (Niterói),A4,1517-9699,['Paulina Maria Caon'],['1'],['1'],-99
O Disfarce do Ovo ? reação como procedimento de criação para a cena contemporânea,2012,,Português,Sala Preta Eletrônica (USP),A3,2238-3867,['Paulina Maria Caon'],['1'],['1'],-99
"Corpo, escola e ensino de teatro em escolas públicas de Uberlândia (Minas Gerais)",2012,10.11606/issn.2238-3999.v2i1p121-132,Português,Revista aSPAs,B1,2238-3999,['Paulina Maria Caon'],['1'],['1'],-99
Corporalidades no fazer teatral na escola: a observação como experiência corporal,2014,,Português,Revista A(L)BERTO,XX,2237-2938,['Paulina Maria Caon'],['1'],['1'],-99
CONSIDERAÇÕES SOBRE UM MAPEAMENTO INICIAL DO FAZER TEATRAL NA ESCOLA BÁSICA DE UBERLÂNDIA,2015,,Português,Revista Rascunhos - Caminhos da Pesquisa em Artes Cênicas,A4,2358-3703,"['Paulina Maria Caon', 'Ricardo Augusto Oliveira', 'Gabriela Neves Guimarães']","['1', '2', '3']",['1'],-99
"Experiências corporais e estéticas de crianças, adolescentes e professores em duas escolas de Uberlândia",2016,,Português,Corpo-grafías - estudios críticos de y desde los cuerpos,XX,2390-0288,['Paulina Maria Caon'],['1'],['1'],-99
"JOGOS, PERFOMANCES E PERFORMATIVIDADES NA ESCOLA: DAS EXPERIÊNCIAS CORPORAIS À PROBLEMATIZAÇÃO DE DISCURSOS",2017,10.1590/cc0101-32622017168673,Português,CADERNOS CEDES (IMPRESSO),A1,0101-3262,['Paulina Maria Caon'],['1'],['1'],-99
Cortar a cidade com os pés: sobre travessias em paisagens brasileiras,2018,,Português,BOITATÁ,A4,1980-4504,"['Verônica Veloso', 'Paulina Maria Caon']","['1', '2']",['2'],-99
"Caminhar, desacelerar ? uma experiência com audiotour e fotoperformance na escola",2019,,Português,Urdimento - Revista de Estudos em Artes Cênicas,A1,2358-6958,"['Paulina Maria Caon', 'Getúlio Góis de Araújo']","['1', '2']",['1'],-99
Ações Artísticas na Educação: a cena expandida em cenário expandido,2020,,Português,REVISTA BRASILEIRA DE ESTUDOS DA PRESENÇA [EPERIODICO],A1,2237-2660,['Paulina Maria Caon'],['1'],['1'],-99
Paisagens do Caminhar - experiências corporais e aprendizagens em caminhadas com programas performativos,2021,,Português,TEXTURA - ULBRA,XX,2358-0801,['Paulina Maria Caon'],['1'],['1'],-99
"JOGAR, PENSAR EM MOVIMENTO, IMPROVISAR - AS JAM SESSIONS COMO EXPERIÊNCIA IMPROVISACIONAL NA FORMAÇÃO INICIAL EM TEATRO E DANÇA",2015,,Português,Cadernos do GIPE-CIT (UFBA),C,1516-0173,['Paulina Maria Caon'],['1'],['1'],-99
