TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
"São Marcos do Sertão Goiano: cidades, memórias e cultura",2010,Português,VAZIO,"['Cairo Mohamad Ibrahim Katrib', 'Mônica Chaves Abdala', 'Maria Clara Tomaz Machado']","['1', '2', '3']",['1']
Educação à distância,2010,Português,VAZIO,"['Vânia Aparecida Bernardes', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
O ensino de História da África em debate,2010,Português,VAZIO,"['Vânia Aparecida Bernardes', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
História e cultura Afro-brasileira,2010,Português,VAZIO,"['Vânia Aparecida Bernardes', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Histórico do Movimento negro no Brasil,2010,Português,VAZIO,"['Vânia Aparecida Bernardes', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Valores Civilizatórios afro-brasileiros-tecendo diálogos pedagógicos,2013,Português,VAZIO,"['CRISTIANE COPPE DE OLIVEIRA', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
"Releituras da cidade: Memória, História e Identidade",2013,Português,VAZIO,"['Cairo Mohamad Ibrahim Katrib', 'Tamara Claudia Coimbra']","['1', '2']",['1']
Nos mistérios do rosário: as múltiplas vivências da festa em louvor a Nossa Senhora do Rosário Catalão-GO (1936-2003),2016,Português,VAZIO,['Cairo Mohamad Ibrahim Katrib'],['1'],['1']
História &amp; religiosidades no Brasil: a produção de um campo a partir de narrativas de historiadores,2017,Português,VAZIO,"['Mauro Dillmann', 'Cairo Mohamad Ibrahim Katrib']","['1', '2']",['2']
Mulheres de fé: Urdidura no Candomblé e na Umbanda,2018,Português,VAZIO,"['Cairo Mohamad Ibrahim Katrib', 'Maria Clara Tomaz Machado', 'VERA LÚCIA PUGA']","['1', '2', '3']",['1']
"Artesanias: o pensar, o fazer e o ensinar de Maria Clara Tomaz Machado, uma historiadora à frente de seu tempo",2018,Português,VAZIO,"['Cairo Mohamad Ibrahim Katrib', 'Tadeu Pereira dos Santos']","['1', '2']",['1']
"Clareando caminhos: o pensar, o fazer e o ensinar de Maria Clara Tomaz Machado, uma historiadora à frente do seu tempo",2018,Português,VAZIO,"['Cairo Mohamad Ibrahim Katrib', 'Tadeu Pereira dos Santos']","['1', '2']",['1']
Diversidade Étnico-Cultura e Ensino de História: ressignificando saberes e sujeitos,2019,Português,VAZIO,"['Cairo Mohamad Ibrahim Katrib', 'Tadeu Pereira dos Santos']","['1', '2']",['1']
&amp;#8201;A pedagogia do sagrado:&amp;#8201;a reinvenção da religiosidade afro-brasileira na Umbanda.&amp;#8201;,2020,Português,VAZIO,"['Cairo Mohamad Ibrahim Katrib', 'Tadeu Pereira dos Santos', 'Rodiney Nunes de Oliveira']","['1', '2', '3']",['1']
Narrativas do axé,2020,Português,VAZIO,"['Cairo Mohamad Ibrahim Katrib', 'Oliveira, Rodiney Nunes de', 'Santos, Tadeu Pereira dos']","['1', '2', '3']",['1']
"História &amp; documentário: artes de fazer, narrativas  ílmicas e linguagens imagéticas",2015,Português,VAZIO,"['Cairo Mohamad Ibrahim Katrib', 'Maria Clara Tomaz Machado']","['1', '2']",['1']
