INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Faculdades Metodistas Integradas Izabela Hendrix,1994,12,12,12,Fonoaudiologia,GRADUACAO,['Musicoterapia']
Universidade Federal de Minas Gerais,1999,7,7,7,Música,GRADUACAO,['TÓPICOS EM INSTRUMENTOS E CANTO: FUNDAMENTOS DA MUSICOTERAPIA']
Universidade Federal de Minas Gerais,1999,7,7,7,Fisioterapia,GRADUACAO,['TÓPICOS EM FISIOTERAPIA: MUSICOTERAPIA - LESADO MOTOR']
Universidade Federal de Minas Gerais,1999,7,7,7,Terapia Ocupacional,GRADUACAO,['TÓPICOS EM TERAPIA OCUPACIONAL: MUSICOTERAPIA - LESADO MOTOR']
Universidade Federal de Minas Gerais,2001,12,12,12,Música,GRADUACAO,"['TÓPICOS EM INSTRUMENTOS E CANTO: FUNDAMENTOS DA MUSICOTERAPIA', 'TÓPICOS EM INSTRUMENTOS E CANTO: MUSICOTERAPIA - LESADO MOTOR']"
Universidade Federal de Minas Gerais,2002,,ATUAL,ATUAL,Neurociências e Comportamento,ESPECIALIZACAO,"['Introdução aos Fundamentos da Musicoterapia', 'Neurociência e Música: Interfaces com a Musicoterapia']"
Universidade Federal de Minas Gerais,2010,1,1,1,Música - Musicoterapia,GRADUACAO,"['Aspectos Metodológicos da Musicoterapia na Geriatria', 'Fundamentos da Musicoterapia', 'Musicoterapia Clínica', 'Musicoterapia: Criança Atípica', 'Psicologia do Desenvolvimento Cognitivo Musical', 'Técnicas e Métodos Musicoterapêuticos', 'Fundamentação Neuropsicológica da Música']"
Universidade Federal de Minas Gerais,2014,07,07,07,Música,POS-GRADUACAO,"['Estudos Orientados: Aplicação da Musicoterapia em Portadores de Esclerose Tuberosa', 'Estudos Orientados:na tradução e validação das escalas Nordoff Robbins Relação Criança Terapeuta e Comunicabilidade Musical', 'Tópicos em Música B: Psicoacústica, percepção e escuta musical', 'Estudos Orientados: Investigação de Meios tecnológicos de Utilização Pratica da Música no transtorno do Desenvolvimento']"
Universidade Federal de Minas Gerais,2015,7,7,7,Música - Musicoterapia,GRADUACAO,"['Aspectos Metodologicos da Musicoterapia na Geriatria', 'Clinica B em Musicoterapia', 'Estagio I em Musicoterapia', 'Fundamentos de Musicoterapia', 'Monografia em musicoterapia', 'Musicoterapia:Implementaçao de Atendimento']"
Universidade Federal de Minas Gerais,2015,12,12,12,Música - Musicoterapia,GRADUACAO,"['Estagio II em Musicoterapia', 'Fundamentação Neuropsicológoca da Música:Interfaces com a Musicoterapia', 'Monografia em Musicoterapia', 'Musicoterapia Clinica A', 'Musicoterapia: Lesado Motor']"
Universidade Federal de Minas Gerais,2016,7,7,7,Música - Musicoterapia,GRADUACAO,"['Musicoterapia clínica B', 'Estágio I em Musicoterapia', 'Musicoterapia: Implementação do Atendimento', 'Aspectos Metodológicos da Musicoterapia na Geriatria', 'Monografia em musicoterapia']"
Universidade Federal de Minas Gerais,2016,2,2,2,Música - Musicoterapia,GRADUACAO,['Musicoterapia Lesado Motor ;Musicoterapia Clínica A;Estágio II em Musicoterapia; Monografia em Musicoterapia;Tópicos em Música ?  Musicoterapia: Aspectos Metodológicos da Musicoterapia na Geriatria']
