TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Arte Popular e Histórias da Vida,1979,,Português,Anais do I Simpósio para Comunicação de Pesquisas na área do Folclore,XX,-,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
Benedito Campolina: um estudo de Arte,1980,,Português,Anais do  II  Simpósio para Comunicação de Pesquisas na Área do Folclore,XX,-,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
A Criação de Centros Culturais,1992,,Português,Revista Ordem e Desordem,XX,-,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
O Rodar do Moinho? notas sobre a Antropologia e o conceito de cultura,1993,,Português,Cadernos de Ciências Sociais (Belo Horizonte),XX,0104-0782,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
Os daqui e os de lá - negociação de identidades,1996,,Português,Cadernos de Ciências Sociais (Belo Horizonte),XX,0104-0782,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
"A domesticação do Pensamento Selvagem : Lévi-Strauss e Jack Goody, duas interpretações sobre a natureza das culturas primitivas",1997,,Português,Vertentes (São João Del-Rei),XX,0104-8473,"['José Márcio Pinto de Moura Barros', 'Carlos Henrique Gerken']","['1', '2']",['1'],-99
"Cultura, memória e identidade ? contribuição ao debate",1999,,Português,Cadernos de História da PUC Minas,XX,-,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
"Raizes e antenas : política cultural, contemporaneidade e cidadania",2000,,Português,Trabalhos de Antropologia e Etnologia,XX,0304-243X,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
Cultura e Memória,1993,,Português,Cadernos de Ciências Sociais (Belo Horizonte),XX,0104-0782,"['José Márcio Pinto de Moura Barros', 'Maria Helena Cunha', 'Nísio Teixeira', 'Patrícia Moran']","['1', '2', '3', '4']",['1'],-99
Política Cultural : o patinho feio?,2001,,Português,Um Outro olhar,XX,1415-5532,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
De fronteira a Corredor: A Avenida do Contorno na Cidade de Belo Horizonte,2000,,Espanhol,Estúdios del Hábitat,XX,0328-929X,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
O espaço da dança  - Tensão e anti-destino,2004,,Português,Revista Ars Media,XX,-,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
&amp;quot;O Discurso da  Modernidade. A  fundação de  Belo Horizonte como marco enunciativo,2004,,Português,Os Urbanitas (São Paulo),XX,1806-0528,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
"Olhar a cidade, obscena",2004,,Português,Revista Fólio,XX,1806-0153,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
Novos Rumos,2004,,Português,Guia Cultural de Vilas e Favelas de Belo Horizonte,XX,-,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
Duas ou três questões sobre o olhar,2000,,Português,Caderno do Professor (Belo Horizonte),XX,1806-5899,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
"Cultura, Educação e Mudança",2006,,Português,Apostila do CEFOR PUCMINAS,XX,-,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
Observatório da cultura: entre o óbvio e o urgente,2007,,Português,Revista Observatório Itaú Cultural,NP,1981-125X,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
Diversidade Cultural e Gestão da Cultura,2009,,Português,Revista Observatório Itaú Cultural,NP,1981-125X,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
A crise e a cultura,2009,,Português,Políticas Culturais em Revista,B3,1983-3717,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
Diversidade e identidades: fronteiras e tensões culturais no espaço urbano,2010,,Português,Políticas Culturais em Revista,B3,1983-3717,"['José Márcio Pinto de Moura Barros', 'Fayga Moreira']","['1', '2']",['1'],-99
A COMUNICAÇÃO E PARTICIPAÇÃO NAS METAS DO PLANO NACIONAL DE CULTURA: UMA APROXIMAÇÃO,2013,,Português,Eptic (UFS),A4,1518-2487,"['José Márcio Pinto de Moura Barros', 'Fayga Moreira']","['1', '2']",['1'],-99
"MEDIAÇÃO, FORMAÇÃO, EDUCAÇÃO:  DUAS APROXIMAÇÕES E ALGUMAS PROPOSIÇÕES",2013,,Português,Revista Observatório Itaú Cultural,NP,1981-125X,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
"Cultura e sustentabilidade: desafios, práticas e futuros",2013,,Português,Subtexto (Belo Horizonte),C,1807-5959,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
O ARTISTA COMO TRABALHADOR NO PLANO NACIONAL DE CULTURA,2014,,Português,Políticas Culturais em Revista,B3,1983-3717,"['José Márcio Pinto de Moura Barros', 'Livia Espírito Santo']","['1', '2']",['1'],-99
"Planos de Cultura: desafios institucionais, políticos e metodológicos",2014,,Português,Políticas Culturais em Revista,B3,1983-3717,"['José Márcio Pinto de Moura Barros', 'Eloise Dellagnelo', 'Rosimeri Carvalho']","['1', '2', '3']",['1'],-99
Negociação de identidades numa empresa rural,2006,,Português,Mneme (Caicó. Online),C,1518-3394,['José Márcio Pinto de Moura Barros'],['1'],['1'],-99
A comunicação no Plano Nacional de Educação do Brasil: uma aproximação crítica,2014,,Português,Cuadernos.info,A1,0719-367X,"['José Márcio Pinto de Moura Barros', 'Nubia Braga Ribeiro', 'Camila Alvarenga', 'Rafael Luiz de Aquino']","['1', '2', '3', '4']",['1'],-99
O Decreto da Polêmica: disputas midiáticas em torno da participação social no Brasil,2014,,Português,Revista Eletrônica do Programa de Pós-Graduação em Mídia e Cotidiano,A4,2178-602X,"['José Márcio Pinto de Moura Barros', 'Nubia Braga Ribeiro']","['1', '2']",['1'],-99
O CULTURA VIVA E SUA POTÊNCIA DISCURSIVA,2014,,Português,Políticas Culturais em Revista,B3,1983-3717,"['José Márcio Pinto de Moura Barros', 'Jocastra Holanda Bezerra']","['1', '2']",['1'],-99
Webjornalismo participativo e diversidade cultural: entre a afirmação da diferença e a construção da pluralidade,2015,,Português,Revista Extraprensa,B2,2236-3467,"['José Márcio Pinto de Moura Barros', 'Raquel Salomão Utsch de Carvalho']","['1', '2']",['1'],-99
"Políticas Culturais e Território na América Latina: Diálogos conceituais entre Néstor García Canclini, Rodolfo Kusch e Milton Santos",2015,,Português,PragMATIZES ¿ Revista Latino-Americana de Estudos em Cultura,B2,2237-1508,"['José Márcio Pinto de Moura Barros', 'Juan Brizuela']","['1', '2']",['1'],-99
Participação social no campo da cultura e disputas simbólicas nas políticas culturais para o circo em Fortaleza (CE),2016,,Português,Revista Ciências Sociais Unisinos,B1,2177-6229,"['José Márcio Pinto de Moura Barros', 'Jocastra Holanda Bezerra']","['1', '2']",['1'],-99
DIVERSIDADE CULTURAL E PARTICIPAÇÃO SOCIAL NA CONSTRUÇÃO DE PLANOS MUNICIPAIS DE CULTURA,2016,,Português,Revista Brasileira de Gestão e Desenvolvimento Regional,A1,1809-239X,"['José Márcio Pinto de Moura Barros', 'Kátia Maria de Souza Costa']","['1', '2']",['1'],-99
