TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
ESTUDOS HISTÓRICOS E IMAGÉTICOS NA HISTÓRIA DA EDUCAÇÃO: A IMPORTÂNCIA DAS IMAGENS ENQUANTO FONTES ICONOGRÁFICAS  PARA A EDUCAÇÃO,2012,Português,Pontes Editores,"['Gustavo Cunha de Araújo', 'Sônia Maria dos Santos']","['1', '2']",['1']
Arte/educação no campo: algumas reflexões,2016,Português,EDUFT,['Gustavo Cunha de Araújo'],['1'],['1']
Arte na Educação de Jovens e Adultos: o Letramento Estético,2016,Português,Ethos,['Gustavo Cunha de Araújo'],['1'],['1']
Arte e Experiência de vida: um olhar sobre um artista autodidata na cidade de Santa Terezinha do Tocantins-TO,2017,Português,Universidade Federal do Tocantins,"['Gustavo Cunha de Araújo', 'Juliene Araújo Oliveira Sousa']","['1', '2']",['1']
Da teoria à prática: o estágio curricular supervisionado no curso de licenciatura em Educação do Campo com habilitação em Artes e Música da UFT/Tocantinópolis,2018,Português,EDUFT,"['Helena Quirino Porto Aires', 'Gustavo Cunha de Araújo']","['1', '2']",['2']
"Arte, currículo e formação de professores: o ensino de arte nos documentos oficiais da EJA em Tocantins",2020,Português,Diálogo Freiriano,"['Luis Gomes de Oliveira', 'Gustavo Cunha de Araújo']","['1', '2']",['2']
Uso de imagens na escrita da história da educação no Brasil,2020,Português,Navegando Publicações,"['Gustavo Cunha de Araújo', 'Betânia de Oliveira Laterza Ribeiro']","['1', '2']",['1']
Licenciatura em Educação do Campo: perspectivas e desafios para a realização do estágio supervisionado,2016,Português,Ethos Editora,"['Helena Quirino Porto Aires', 'Gustavo Cunha de Araújo']","['1', '2']",['2']
A formação acadêmica de egressos jovens e adultos camponeses: um estudo exploratório,2020,Português,Uniedusul Editora,"['SOUSA, Wemerson Marinho De', 'Gustavo Cunha de Araújo']","['1', '2']",['2']
PERCEPÇÕES DE ESTUDANTES DE UMA LICENCIATURA EM EDUCAÇÃO DO CAMPO COM HABILITAÇÃO EM ARTES E MÚSICA A RESPEITO DO ESTÁGIO CURRICULAR,2020,Português,Even3 Publicações,"['GOMES, Claudimara Rodrigues', 'Gustavo Cunha de Araújo']","['1', '2']",['2']
Ensino Desenvolvimental em diálogo com a EJA: uma revisão bibliográfica,2020,Português,EDUFT,"['Regina Vieira de Souza', 'Gustavo Cunha de Araújo']","['1', '2']",['2']
Percepção de estudantes camponeses brasileiros jovens e adultos a respeito da licenciatura em educação do campo com habilitação em artes e música,2020,Português,Colofón,"['Wemerson Marinho de Sousa', 'Gustavo Cunha de Araújo']","['1', '2']",['2']
"CONHECIMENTO SOBRE ALIMENTAÇÃO SAUDÁVEL E SEGURANÇA ALIMENTAR DE ESTUDANTES DO 9º ANO REGULAR E DA EJA DE UMA ESCOLA PÚBLICA MUNICIPAL DE PALMAS, TOCANTINS",2021,Português,Bagai,"['Katiane Machado', 'Deyla Paula de Oliveira', 'Gustavo Cunha de Araújo']","['1', '2', '3']",['3']
A MATEMÁTICA NA EDUCAÇÃO DE JOVENS E ADULTOS: UMA REVISÃO BIBLIOGRÁFICA,2021,Português,Acadêmica Editorial,"['Cortes Filho, Pedro Pereira', 'Gustavo Cunha de Araújo']","['1', '2']",['2']
Tecnologias digitais na escola são ferramentas potencializadoras de aprendizagem na EJA,2022,Português,Acadêmica Editorial,"['Talita Cardoso Silva e Silva', 'Gustavo Cunha de Araújo']","['1', '2']",['2']
CONCEPÇÕES DE CAMPONESES SOBRE A ARTE VIA PSICOLOGIA HISTÓRICO-CULTURAL: O DESENVOLVIMENTO DO PENSAMENTO TEÓRICO,2022,Português,Editora Científica Digital,['Gustavo Cunha de Araújo'],['1'],['1']
