TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Musicoterapia e Fisioterapia: Uma Abordagem Interdisciplinar,1994,,Português,Música Hoje,XX,-,"['Cybelle Maria Veiga Loureiro', 'Deusina Maria Lopes Ladeira']","['1', '2']",['1'],-99
Educação Musical e Musicoterapia: Pontos de Semelhança,1991,,Português,Cadernos de Estudos - Educação Musical,XX,-,['Cybelle Maria Veiga Loureiro'],['1'],['1'],-99
Efeitos Da Musicoterapia na Qualidade de Vida Visual de Portadores de Neurite Óptica Desmielinizante: Um Estudo Piloto,2008,,Português,Arquivos de Neuro-Psiquiatria (Impresso),B2,0004-282X,"['Cybelle Maria Veiga Loureiro', 'Marco Aurélio Lana Peixoto', 'Luciano Mesquita Simão', 'Carolina Reis Araújo', 'Lívia Edwiges Cirino Talim', 'Gilmara Teixeira']","['1', '2', '3', '4', '5', '6']",['1'],1.048
Protocolo de Avaliação da Prática Clínica em Musicoterapia Aplicada a um Grupo de Pacientes com Neurite Óptica Desmielinizante,2008,,Português,Arquivos de Neuro-Psiquiatria (Impresso),B2,0004-282X,"['Cybelle Maria Veiga Loureiro', 'Marco Aurélio Lana Peixoto', 'Luciano Mesquita Simão', 'Carolina Reis Araújo', 'Lívia Edwiges Cirino Talim', 'Gilmara Teixeira']","['1', '2', '3', '4', '5', '6']",['1'],1.048
Early Effects of Music Therapy on the Visual Quality of Life in Optic Neuritis,2008,,Português,Multiple Sclerosis,A1,1352-4585,"['Cybelle Maria Veiga Loureiro', 'Marco Aurélio Lana Peixoto', 'Luciano Mesquita Simão', 'Carolina Reis Araújo', 'Lívia Edwiges Cirino Talim', 'Gilmara Teixeira']","['1', '2', '3', '4', '5', '6']",['1'],-99
Assessment Protocol for Music Therapy in Patients with Optic Neuritis,2008,,Português,Multiple Sclerosis,A1,1352-4585,"['Cybelle Maria Veiga Loureiro', 'Marco Aurélio Lana Peixoto', 'Luciano Mesquita Simão', 'Carolina Reis Araújo', 'Lívia Edwiges Cirino Talim', 'Gilmara Teixeira']","['1', '2', '3', '4', '5', '6']",['1'],-99
Pairwise Clinical Trials Results of Music Therapy Intervention in the Visual Quality of Life on Optic Neuritis,2009,,Português,Arquivos de Neuro-Psiquiatria (Impresso),B2,0004-282X,"['Cybelle Maria Veiga Loureiro', 'Marco Aurélio Lana Peixoto', 'Luciano Mesquita Simão', 'Carolina Reis Araújo', 'Lívia Edwiges Cirino Talim', 'Gilmara Teixeira']","['1', '2', '3', '4', '5', '6']",['1'],1.048
Effects of Neurologic Music Therapy on the Visual Quality of Life in a Patient with Neuromyelitis Optica,2009,,Português,Arquivos de Neuro-Psiquiatria (Impresso),B2,0004-282X,"['Cybelle Maria Veiga Loureiro', 'Marco Aurélio Lana Peixoto', 'Luciano Mesquita Simão', 'Carolina Reis Araújo', 'Lívia Edwiges Cirino Talim', 'Gilmara Teixeira']","['1', '2', '3', '4', '5', '6']",['1'],1.048
A Música e a Terapia,2009,,Português,Revista médica de Minas Gerais (Belo Horizonte),C,0103-880X,['Cybelle Maria Veiga Loureiro'],['1'],['1'],-99
Tradução e Validação de Conteúdo de Uma Bateria de Testes para Avaliação de Amusia,2010,,Português,Avaliação Psicológica (Impresso),XX,1677-0471,"['Marília Nunes Silva', 'Cybelle Maria Veiga Loureiro', 'Mauricio Viotti Daker', 'Victor Geraldi Haase']","['1', '2', '3', '4']",['2'],-99
Music Therapy is more effective in isolated optic neuratis than in MS-Associated optic neuritis,2010,,Português,Arquivos de Neuro-Psiquiatria (Impresso),B2,0004-282X,"['Cybelle Maria Veiga Loureiro', 'Marco Aurélio Lana Peixoto', 'Carolina Reis Araújo', 'Lívia Edwiges Cirino Talim']","['1', '2', '3', '4']",['1'],1.048
Music Therapy and Health in Latin America,2013,,Português,SGI Quartely,XX,1341-6510,['Cybelle Maria Veiga Loureiro'],['1'],['1'],-99
A Musicoterapia e o Transtorno do Espectro do Autismo: uma abordagem informada pelas neurociências para a prática clínica,2015,10.1590/permusi2015b3205,Inglês,Per Musi,XX,2317-6377,"['SAMPAIO, RENATO TOCANTINS', 'Cybelle Maria Veiga Loureiro', 'GOMES, CRISTIANO MAURO ASSIS']","['1', '2', '3']",['2'],-99
Protocolo de Avaliação da Sincronia Rítmica em Musicoterapia: Estudo Inicial de Confiabilidade,2015,,Português,Temas sobre Desenvolvimento,XX,0103-7749,"['Renato Tocantins Sampaio', 'Cybelle Maria Veiga Loureiro', 'GOMES, CRISTIANO MAURO ASSIS']","['1', '2', '3']",['2'],-99
Escalas Nordoff e Robbins: Uma Revisão Bibliográfica,2016,,Português,PERCEPTA - REVISTA DE COGNIÇÃO MUSICAL,B2,2318-891X,"['Aline, Moreira André', 'Cristiano Gomes', 'Cybelle Maria Veiga Loureiro']","['1', '2', '3']",['3'],-99
Reabilitação Cognitiva e Musicoterapia,2016,,Português,InCantare,C,2317-417X,"['Verônica Magalhaes Rosario', 'Cybelle Maria Veiga Loureiro']","['1', '2']",['2'],-99
"Equivalência de itens, semântica e operacional da versão brasileira da Escala Nordoff Robbins de Comunicabilidade Musical",2017,10.20504/opus2017b2309,Português,OPUS (BELO HORIZONTE. ONLINE),XX,1517-7017,"['Aline, Moreira André', 'Cristiano Gomes', 'Cybelle Maria Veiga Loureiro']","['1', '2', '3']",['3'],-99
Aplicativo Musical na Hipersensibilidade Sonora nos Transtornos do Neurodesenvolvimento: Um Estudo de Revisã,2017,,Português,XI SIMPÓSIO BRASILEIRO DE JOGOS E ENTRETENIMENTO DIGITAL,A2,2179-2259,"['Débora Line Gomes', 'Cybelle Maria Veiga Loureiro']","['1', '2']",['2'],-99
Proposta de um Aplicativo na Hipersensibilidade Sonora no Autismo,2017,,Português,13º Simpósio Internacional de Cognição e Artes Musicais,XX,2236-4366,"['Débora Line Gomes', 'Cybelle Maria Veiga Loureiro']","['1', '2']",['2'],-99
"Musicoterapia, autismo e Escala de Comunicabilidade Musical: um estudo de caso.",2019,,Português,REVISTA BRASILEIRA DE MUSICOTERAPIA,XX,2316-994X,"['Aline, Moreira André', 'Cybelle Maria Veiga Loureiro']","['1', '2']",['2'],-99
Inspeção de um Jogo Musical na Hipersensibilidade Sonora e Transtornos de Neurodesenvolvimento,2018,,Português,Journal of Health Informatics,XX,2178-2857,"['Débora Line Gomes', 'raquel Prates', 'Cybelle Maria Veiga Loureiro']","['1', '2', '3']",['3'],-99
Systematic Review of Attention Testing in Allegedly -Untestable- Populations,2019,10.28933/ijprr-2019-07-1905,Português,International Journal of Psychological Research and Reviews,XX,2639-6041,"['ROSÁRIO, VERÔNICA M.', 'GOMES, CRISTIANO MAURO A.', 'Cybelle Maria Veiga Loureiro', 'UNIVERSIDADE FEDERAL DE MINAS GERAIS, BELO HORIZONTE, BRASIL']","['1', '2', '3', '4']",['3'],-99
"Equivalência de itens,  semântica e operacional da  ?Escala de Musicabilidade:  Formas de Atividade, Estágios e  Qualidades de Engajamento?",2020,10.5965/2525530405022020e0010,Português,ORFEU,A1,2525-5304,"['Aline, Moreira André', 'Cristiano Gomes', 'Cybelle Maria Veiga Loureiro']","['1', '2', '3']",['3'],-99
Confiabilidade Inter-examinadores da Escala de Relação Criança-Terapeuta na Experiência Musical Coativa para validação no contexto brasileiro,2020,10.5216/mh.v20.64243,Português,Música Hodie,XX,2317-6776,"['Aline, Moreira André', 'Cristiano Gomes', 'Cybelle Maria Veiga Loureiro']","['1', '2', '3']",['3'],-99
"Estudo de revisão da utilização das Escalas Nordoff Robbins: ¿Relação Criança-Terapeuta na Experiência Musical Coativa¿ e ¿Musicabilidade: Formas de Atividade, Estágios e Qualidades de Engajamento¿",2021,10.11606/rm.v21i1.173943,Português,REVISTA MÚSICA (ONLINE),XX,2238-7625,"['ANDRÉ, ALINE MOREIRA BRANDÃO', 'GOMES, CRISTIANO MAURO ASSIS', 'Cybelle Maria Veiga Loureiro']","['1', '2', '3']",['3'],-99
Análise de confiabilidade da Escala de  Comunicabilidade Musical,2020,,Português,PER MUSI (ONLINE),XX,2317-6377,"['Aline, Moreira André', 'Cristiano Gomes', 'Cybelle Maria Veiga Loureiro']","['1', '2', '3']",['3'],-99
"A Relação entre Música e Atenção: Fundamentos, Evidências Neurocientí&amp;#64257;cas e Reabilitação",2020,,Português,PER MUSI (ONLINE),XX,2317-6377,"['Verônica Magalhaes Rosario', 'Cybelle Maria Veiga Loureiro', 'Cristiano Gomes']","['1', '2', '3']",['2'],-99
Effects of Music Therapy Visual Quality of Life  on Optic Neuritis: a Parwise Clinical Trial,2010,,Português,Arquivos de Neuro-Psiquiatria (Impresso),B2,0004-282X,"['Cybelle Maria Veiga Loureiro', 'Marco Aurélio Lana Peixoto', 'Luciano Mesquita Simão', 'Carolina Reis Araújo', 'Lívia Edwiges Cirino Talim']","['1', '2', '3', '4', '5']",['1'],1.048
