TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A música e a história na Pequena História da Música de Mário de Andrade,1997,,Português,Musicahoje,XX,0104-5423,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
Reflexões sobre a prática da transcrição: as suas relações com a interpretação na música e na poesia,2000,,Português,Per Musi (UFMG),C,1517-7599,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
Sobre conquistas e perdas,2000,,Português,Estado de Minas,XX,1809-9874,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
"Francisco Mignone: vivência, pesquisa e criação",2002,,Português,Musicahoje,XX,0104-5423,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
Do Conservatório à Universidade: o novo currículo de graduação da Escola de Música da UFMG,2002,,Português,Revista da ABEM,A2,1518-2630,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
Reflexões sobre a prática da transcrição: as suas relações com a interpretação na música e na poesia,2002,,Português,Concinnitas (UERJ),XX,1415-2681,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
O dialogo literario-musical na Literatura Comprada,2005,,Português,Revista da Academia Mineira de Letras,XX,-,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
A minha Brasília tem sertão,2007,,Português,Revista Margens/Márgenes,XX,1677-244X,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
"Música, cultura e nação",2007,,Português,Artefilosofia (UFOP),A4,1809-8274,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
"Representações, língua e voz no percurso identitário da canção no Brasil",2009,,Português,Confluenze (Bologna),A1,2036-0967,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
"Música, linguagem, conhecimento e experiência",2012,,Português,Terceira Margem,B3,1413-0378,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
Representações e apropriações da música na poesia: um caso de intermidialidade?,2015,,Português,Revista Interfaces (UFRJ),B3,1516-0033,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
Luzes sobre a música a partir da filosofia da linguagem,2016,10.1590/permusi20163507,Português,Per Musi (UFMG),C,1517-7599,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
A antropofagia como método na canção tropicalista,2017,,Português,Contexto,A3,2358-9566,"['Pedro Martins', 'Flavio Terrigno Barbeitas']","['1', '2']",['2'],-99
A viola em construção: a ação da tradição e da contemporaneidade sobre a viola de dez cordas no século XXI,2017,,Português,REVISTA DA TULHA,B1,2447-7117,"['Renato Teixeira Almeida', 'Flavio Terrigno Barbeitas']","['1', '2']",['2'],-99
Ainda restará essa -flor'? Representações contrastantes da música em duas obras literárias,2017,10.17851/2317-2096.27.2.127-139,Português,ALETRIA: REVISTA DE ESTUDOS DE LITERATURA,A4,2317-2096,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
Rediscutindo a relação entre música e linguagem a partir das análises de Paolo Virno,2018,,Português,REVISTA MÚSICA (ONLINE),XX,2238-7625,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
O candombe uruguaio em obras para violão: elementos para uma performance culturalmente informada,2020,10.11606/rm.v20i1.170193,Português,REVISTA MÚSICA (ONLINE),XX,2238-7625,"['Marcos Matturro Foschiera', 'Flavio Terrigno Barbeitas']","['1', '2']",['2'],-99
O processo de geração de sentidos e sua importância para a transcrição de uma obra musical,2020,10.33871/23179937.2020.8.3.1.9,Português,REVISTA VÓRTEX,A2,2317-9937,"['Victor Melo Vale', 'Flavio Terrigno Barbeitas']","['1', '2']",['2'],-99
Música e poesia em Mário de Andrade: ainda o caso Paulicéia Desvairada,2011,,Português,Scripta UNIANDRADE,A3,1679-5520,['Flavio Terrigno Barbeitas'],['1'],['1'],-99
