PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
"Os daqui e os de lá - colonos e trabalhadores volantes na Cafeicultura, um estudo de caso",1990,1992,PESQUISA,['José Márcio Pinto de Moura Barros'],['SIM']
No Túnel do Tempo: uma viagem pela Avenida do Contorno?,1993,1994,PESQUISA,['José Márcio Pinto de Moura Barros'],['SIM']
Cidade e contemporaneidade : um estudo fotoetnográfico sobre BH e La Plata?,1999,2000,PESQUISA,['José Márcio Pinto de Moura Barros'],['SIM']
Fronteira  Circular: uma etnografia do Anel Rodoviário de Belo Horizonte,2003,2006,OUTRA,['José Márcio Pinto de Moura Barros'],['SIM']
Cidade e mediação - os stickers como intervenção urbana e interação em rede,2007,2008,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Carolina Jácome']","['SIM', 'NAO']"
Comunicação e Cultura: Um estudo sobre a participação social e as proposições em processos de consulta e deliberação públicas.,2014,2016,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Nubia Braga Ribeiro', 'Camila Alvarenga']","['SIM', 'NAO', 'NAO']"
Narrativas urbanas e dispositivos móveis: a memória e a diversidade cultural revisitadas,2008,2010,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Renata Alencar', 'Tailze Melo']","['SIM', 'NAO', 'NAO']"
"Bolsista do Programa Modernidades Tardias do Centro de estudos Literários e Fundação Rockfeller Projeto Lugares e não-lugares ? a Avenida do Contorno em BH e o Boulevard periférico em La Plata ? um estudo fotoetnográfico,",1998,1999,PESQUISA,['José Márcio Pinto de Moura Barros'],['SIM']
"Culturas tradicionais, populares e identitárias: um processo participativo de pesquisa, mapeamento e disponibilização virtual",2014,2015,EXTENSAO,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr', 'Raquel Salomão Utsch de Carvalho', 'Richardson Santos']","['SIM', 'NAO', 'NAO', 'NAO']"
Mapeamento de Políticas Públicas para Diversidade Cultural ESTUDO DE CASO DE BELO HORIZONTE,2012,2013,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Giselle Lucena', 'Jose Oliveira Jr', 'Rodolfo Fonseca', 'Renata Santos', 'Livia Espírito Santo']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Gestão em ciência, tecnologia e inovação: projeto Endogovernamental para estruturação do Laboratório de Pesquisa e Experimentação em Imagem e Som [LAPEIS] e consolidação do Mestrado em Arte e Cultura Contemporânea da Escola Guignard.",2010,2014,DESENVOLVIMENTO,"['José Márcio Pinto de Moura Barros', 'Rosvita Kolbe', 'Luzia Gontijo', 'Rachel Vianna', 'Fabíola Tasca', 'Cayo Honorato', 'Guilherme Bueno', 'Karina Dias']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Participação social, processos de consulta e deliberação públicas nas interfaces da cultura e da comunicação: uma aproximação comparativa a processos no nível nacional, estadual e municipal.",2014,2018,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr', 'Raquel Salomão Utsch de Carvalho', 'Nubia Braga Ribeiro']","['SIM', 'NAO', 'NAO', 'NAO']"
Mediação em instituições de arte e cultura e a diversidade cultural: um estudo comparativo,2016,2018,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Dulce Couto', 'Alison Rosa Loureiro', 'POMPEA AUTER TAVARES', 'Mariana Angelis', 'Carlo Frederico Marcolino']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Participação social, processos de consulta e deliberação públicas nas interfaces da cultura e da comunicação: uma aproximação comparativa a processos no nível nacional, estadual e municipal",2014,2018,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr', 'renata melo', 'Giordanna Santos', 'Carolina Craveiro']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
"Arte, gestão cultural e território - Os desafios na gestão pública da cultura para a promoção da diversidade cultural nas ações de mediação cultural e programação artística em equipamentos culturais públicos estaduais de Minas Gerais e Bahia.",2018,2020,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr', 'Juan Brizuela', 'Kátia Maria de Souza Costa', 'Plinio Rattes', 'Giuliana Kauark', 'Ellen Mello dos Santos Cruz']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Políticas Públicas de Cultura em Municípios de pequeno porte,2019,2020,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr', 'CAMILA CERRETI', 'Juan Brizuela', 'Kátia Maria de Souza Costa', 'Plinio Rattes', 'Giuliana Kauark', 'Laura Bezerra', 'Ellen Mello dos Santos Cruz']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
DO PENSAR AO AGIR: TRANSFORMANDO IDEIAS EM PROJETOS CULTURAIS,2021,2021,EXTENSAO,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr']","['SIM', 'NAO']"
Análise da diversidade na experiência da Lei Aldir Blanc em Minas Gerais,2022,ATUAL,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr', 'Felipe de Oliveira Rodrigues', 'Pedro Henriques Marques']","['SIM', 'NAO', 'NAO', 'NAO']"
"Arte e Cidade: cenas, redes, territórios",2022,ATUAL,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Lúcia Pompeu de Freitas  Campos', 'Loque Arcanjo Jr', 'Felipe de Oliveira Rodrigues', 'Pedro Henriques Marques']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
A Convenção Unesco 2005 e as políticas para a diversidade cultural no espaço latino-americano,2016,2018,PESQUISA,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr', 'Juan Brizuela', 'Kátia Maria de Souza Costa', 'Plinio Rattes', 'Giuliana Kauark', 'renata melo', 'Vitor Costa', 'Tatiana Schwartz']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Pensar e Agir com a Cultura,2003,ATUAL,ENSINO,['José Márcio Pinto de Moura Barros'],['SIM']
"Mapeamento da Diversidade Cultural na região do Rio Trombetas, Pará.",2017,2019,EXTENSAO,"['José Márcio Pinto de Moura Barros', 'Ana Paula do Val', 'Julia Roscoe']","['SIM', 'NAO', 'NAO']"
