TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
São Francisco de Paula.,2005,,Português,Boletim do CEIB,XX,1806-2237,"['Maria Regina Emery Quites', 'Beatriz Ramos de Vasconcelos Coelhc', 'Helena David dec Oliveira Castelo Branco']","['1', '2', '3']",['1'],-99
Nossa Senhora da Piedade do Aleijadinho:confirmação de atribuição,2003,,Português,Imagem Brasileira,C,1519-6283,"['Maria Regina Emery Quites', 'Beatriz Ramos de Vasconcelos Coelho', 'Moema Nascimento Queiroz']","['1', '2', '3']",['1'],-99
Nossa Senhora das Merces:um caso de interesse para a justiça,2003,,Português,Imagem Brasileira,C,1519-6283,"['Maria Regina Emery Quites', 'Beatriz Ramos de Vasconcelos Coelhc', 'Helena David dec Oliveira Castelo Branco']","['1', '2', '3']",['1'],-99
As imagens processionais sob o olhar dos viajantes do sec XIX,2006,,Português,Imagem Brasileira,C,1519-6283,['Maria Regina Emery Quites'],['1'],['1'],-99
Duas esculturas do Aleijadinho:São Simão Stock e São João da Cruz,2008,,Português,Boletim do CEIB,XX,1806-2237,"['Beatriz Ramos de Vasconcelos Coelho', 'Maria Regina Emery Quites']","['1', '2']",['2'],-99
"Nossa Senhora das Merces de São Gonçalo do Rio Abaixo: caracteristicas iconográficas, técnicas e estilisticas",2009,,Português,Imagem Brasileira,C,1519-6283,"['Maria Regina Emery Quites', 'Beatriz Ramos de Vasconcelos Coelho']","['1', '2']",['1'],-99
Estudo da tecnica construtiva das esculturas em marfim,2010,,Português,Anais do ... Encontro Nacional da ANPAP (Online),NP,2175-8212,"['Conceição Linda de França', 'Kleumanery de Melo Barboza', 'Maria Regina Emery Quites']","['1', '2', '3']",['3'],-99
Apectos da policromia na imaginária pernambucana,2011,,Português,Boletim do CEIB,XX,1806-2237,"['Beatriz Ramos de Vasconcelos Coelho', 'Maria Regina Emery Quites']","['1', '2']",['2'],-99
IMAGENS DE VESTIR: da procissão ao oratório,2012,,Português,Boletim do CEIB,XX,1806-2237,"['Maria Regina Emery Quites', 'RADICHI, Gerusa Alkkim']","['1', '2']",['1'],-99
Portfólio acadêmico no Curso de Conservação-restauração de Bens Culturais Móveis da UFMG: estudo de caso,2013,,Português,Caminhos (UFMG),XX,1517-3038,"['Maria Regina Emery Quites', 'LEANDRO GONÇALVES DE REZENDE', 'Fábio Mendes Zarattini']","['1', '2', '3']",['1'],-99
?TESOURO DAS MINAS? Análises da Sant?Ana Mestra de Sabará,2014,,Português,Boletim do CEIB,XX,1806-2237,"['Beatriz Ramos de Vasconcelos Coelho', 'Maria Regina Emery Quites']","['1', '2']",['2'],-99
"Esculturas Devocionais em Gesso. Técnicas e Materiais. Universidade Católica Portuguesa. Porto, Portugal",2013,,Português,Estudos de conservação e restauro,XX,1647-2098,"['Maria Regina Emery Quites', 'Nelyane Santos']","['1', '2']",['1'],-99
Os Cristos da Paixão do Carmo de Ouro Preto (MG): pesquisa documental e características técnicas,2015,,Português,Revista Brasileira de História das Religiões,A2,1983-2850,"['Lia Sipauba Proença Brusadin', 'Maria Regina Emery Quites']","['1', '2']",['2'],-99
O CHUMBO NA ARTE ESCULTÓRICA: ANALISES CIENTÍFICAS DAS MÁSCARAS METÁLICAS DOS CRISTOS DA PAIXÃO DO CARMO DE OURO PRETO - MG,2015,,Português,PATRIMONIUM,XX,2358-0879,"['Lia Sipauba Proença Brusadin', 'Maria Regina Emery Quites', 'Luiz Antônio Cruz Souza', 'Alexandre Leao']","['1', '2', '3', '4']",['2'],-99
"Dados Historicos, Iconograficos e artisticos sobre as esculturas dos Cristos da Paixão do Carmo de Ouro Preto",2016,,Português,Concinnitas (Online) (Rio de Janeiro),A4,1981-9897,"['Lia Sipauba Proença Brusadin', 'Maria Regina Emery Quites']","['1', '2']",['2'],-99
