PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Coordenação geral da pesquisa de levantamento do patrimônio histórico-cultural dos municipios atingidos pela UHE Serra do Facão,,ATUAL,OUTRA,['Cairo Mohamad Ibrahim Katrib'],['SIM']
"Pesquisa: Cultura, Identidade e Religiosidade: Reconstrução Histórica dos ternos do Congado de Ituiutaba-MG- Iniciação Científica",,ATUAL,OUTRA,['Cairo Mohamad Ibrahim Katrib'],['SIM']
Pesquisa: Vozes Congadeiras - Iniciação Científica,,ATUAL,OUTRA,['Cairo Mohamad Ibrahim Katrib'],['SIM']
A cultura popular revisitada através do Congado: Oralidade eMemória,2009,2010,EXTENSAO,['Cairo Mohamad Ibrahim Katrib'],['SIM']
"Entre Fazeres, Saberes e Memórias:Levantamento e mapeamento dos bens culturais materiais e imateriais do município de Ituiutaba-MG",2010,2011,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'LIMONTA, Filipi']","['SIM', 'NAO']"
"RELIGIOSIDADE, CULTURA POPULAR E SOCIABILIDADES NO UNIVERSO RURAL DAS COMUNIDADES AFETADAS PELA UHE SERRA DO FACÃO: As festas aos santos padroeiros locais como veículo de sociabilidade das comunidades rurais.",2010,2011,PESQUISA,['Cairo Mohamad Ibrahim Katrib'],['SIM']
"RELIGIOSIDADE, CULTURA POPULAR E SOCIABILIDADES NO UNIVERSO RURAL DAS COMUNIDADES AFETADAS PELA UHE SERRA DO FACÃO: As festas aos santos padroeiros locais como veículo de sociabilidade das comunidades rurais.",2010,2011,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'OLIVEIRA, Anderson Aparecido Gonçalves']","['SIM', 'NAO']"
Trajetórias e memórias:100 anos da Irmandade de N.Srª. do Rosário de Uberlândia-MG,2010,2012,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'Vânia Aparecida Bernardes']","['SIM', 'NAO']"
CULTURA E IDENTIDADE: Releituras de uma Cidade (re) escrita e praticada - Ituiutaba (1950-2000),2011,ATUAL,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'Tamara Claudia Coimbra']","['SIM', 'NAO']"
Caminhos Plurais: reflexões sobre relações étnicorraciais e cultura afro-brasileira,2011,2011,PESQUISA,['Cairo Mohamad Ibrahim Katrib'],['SIM']
Cultura e Identidade: Memórias e Histórias de uma Cidade - Ituiutaba (1950-2011),2012,2015,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES', 'Vânia Aparecida Bernardes', 'Angela Aparecida Teles', 'Tamara Claudia Coimbra', 'CRISTIANE COPPE DE OLIVEIRA', 'Alessandro Gomes Enoque', 'Waléria Furtado Pereira']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
INCORPORAÇÃO DE DIFERENTES FONTES E LINGUAGENS NO ENSINO DE HISTÓRIA: UM ESTUDO COM PROFESSORES DE HISTÓRIA E JOVENS ESTUDANTES DO ENSINO FUNDAMENTAL,2012,ATUAL,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'Angela Aparecida Teles', 'Astrogildo Fernandes Silva Junior', 'Jiani Fernando Langaro', 'José Josberto Montenegro Sousa', 'Sandra Alves Fiuza']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
"PROJETO: GRUPO DE EDUCAÇÃO TUTORIAL - PET (Re) conectando saberes, fazeres e práticas rumo à cidadania consciente",2010,2015,OUTRA,['Cairo Mohamad Ibrahim Katrib'],['SIM']
Ginga Brasil Labs-UFU,2013,ATUAL,DESENVOLVIMENTO,"['Cairo Mohamad Ibrahim Katrib', 'Marilia Teixeira dos Reis', 'Luiz Cláudio Theodoro', '- Ruan Carlos Resende Barbosa', 'Tiago Nunes Santos', 'JOSE DAGMAR JÚNIOR', 'Ruth Carine de Carvalho Rodrigues']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Cultura Popular em Movimento: ressignificando valores afro-brasileiros,2014,2014,EXTENSAO,['Cairo Mohamad Ibrahim Katrib'],['SIM']
circuito afirmativo,2014,2014,EXTENSAO,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES', 'MEIRESLAINE NASCIMENTO DA SILVA', 'Wylliane Estelaide Paixão de Santana']","['SIM', 'NAO', 'NAO', 'NAO']"
Cultura Popular em Movimento: ressignificando valores afro-brasileiros,2014,2014,EXTENSAO,['Cairo Mohamad Ibrahim Katrib'],['SIM']
Comunicação organizacional na Universidade,2014,2014,EXTENSAO,['Cairo Mohamad Ibrahim Katrib'],['SIM']
"Centro de Pesquisa, documentação e memória do Pontal: memória - histporia e cidadania",2015,ATUAL,EXTENSAO,"['Cairo Mohamad Ibrahim Katrib', 'Dalva Maria de Oliveira', 'Aurelino José Ferreira Filho', 'Angela Aparecida Teles', 'Astrogildo Fernandes Silva Junior', 'Betania de Oliveira Laterza Ribeiro', 'Eduardo Giavara']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Mulheres de fé e de festa: ação afirmativa, audiovisual voltadas para a salvaguarda da memória ancestral",2016,ATUAL,EXTENSAO,"['Cairo Mohamad Ibrahim Katrib', 'Maria Clara Tomaz Machado', 'Tadeu Pereira dos Santos', 'Isabel Cristina da Costa Silva', 'VERA LÚCIA PUGA']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
Mulheres de fé e de festa,2016,ATUAL,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'Maria Clara Tomaz Machado', 'VERA LÚCIA PUGA']","['NAO', 'SIM', 'NAO']"
Mulheres de Fé,2016,2018,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'Geovana Ferreira Melo']","['SIM', 'NAO']"
Transnegressão- Projeto de desenvolvimento Acadêmicos para população afrodescendente,2016,ATUAL,EXTENSAO,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES']","['SIM', 'NAO']"
CENTROS COLABORADORES DE APOIO AO MONITORAMENTO E À GESTÃO DE PROGRAMAS EDUCACIONAIS  CECAMPE-UFU,2020,ATUAL,ENSINO,"['Cairo Mohamad Ibrahim Katrib', 'GANDOLFI', 'Vania Aparecida Martins Bernardes']","['SIM', 'NAO', 'NAO']"
Centro Colaborador de Apoio à Gestão e ao Monitoramento das ações do Programa Dinheiro Direto na Escola,2020,ATUAL,EXTENSAO,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES', 'Vânia Aparecida Bernardes', 'GANDOLFI', 'Isabel Cristina da Costa', 'Anderson aparecido Gonçalves de Oliveira', 'Alex Fernando Borges', 'Maria Vieria Silva']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
CENTROS COLABORADORES DE APOIO AO MONITORAMENTO E À GESTÃO DE PROGRAMAS EDUCACIONAIS  CECAMPE-UFU,2020,ATUAL,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'Vânia Aparecida Bernardes', 'Peterson Elizandro Gandolfi']","['SIM', 'NAO', 'NAO']"
Ações afirmativas na Universidade Pública,2012,2012,EXTENSAO,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES']","['SIM', 'NAO']"
Saúde da mulher negra,2012,2012,EXTENSAO,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES']","['SIM', 'NAO']"
"I Ciclo de Estudos Interdisciplinares: Política, Educação, Culturas e Diversidade",2012,2012,EXTENSAO,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES']","['SIM', 'NAO']"
professore(as) negro(as) e a inserção no magistério,2012,2012,EXTENSAO,"['Cairo Mohamad Ibrahim Katrib', 'LUCIANE RIBEIRO DIAS GONÇALVES']","['SIM', 'NAO']"
SENTIDOS E SIGNIFICADOS DA RELIGIOSIDADE AFRO-BRASILEIRA:  A Umbanda e os umbandistas em Uberlândia-MG (2000 a 2017),2017,2018,PESQUISA,"['Cairo Mohamad Ibrahim Katrib', 'solange Andrade Gomes']","['SIM', 'NAO']"
