PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Ekphrasis: um estudo sobre gesto musical e coreográfico através de ferramentas de registro do corpo na iconografia musical.,2014,2019,PESQUISA,['Luiz Alberto Bavaresco de Naveda'],['SIM']
Conhecimento incorporado na música e dança: tecnologias de representação e análise intertextual do movimento e som,2013,ATUAL,PESQUISA,['Luiz Alberto Bavaresco de Naveda'],['SIM']
Mediação da comunicação pública e registro de atividades musicais na comunidade quilombola Manzo Ngunzo Kaiango,2016,ATUAL,EXTENSAO,"['Luiz Alberto Bavaresco de Naveda', 'Nathália Cristina Ferreira Rodrigues', 'Juliana Porfírio']","['SIM', 'NAO', 'NAO']"
Relações entre movimento humano e música através de diferentes contextos e identidades culturais.,2016,ATUAL,PESQUISA,['Luiz Alberto Bavaresco de Naveda'],['SIM']
Aprofundamento da atuação em pesquisa e desenvolvimento do projeto ?Relações entre movimento humano e música através de diferentes contextos e identidades culturais?,2016,2017,PESQUISA,['Luiz Alberto Bavaresco de Naveda'],['SIM']
"Cognição, materialidade e culturas musicais: uma perspectiva experimental sobre as relações epistêmicas entre músicos, bailarinos e objetos",2018,2020,PESQUISA,"['Luiz Alberto Bavaresco de Naveda', 'Marília Nunes']","['SIM', 'NAO']"
Desenvolvimento e disseminação de ferramentas para criação e educação musical para dispositivos móveis,2017,2017,EXTENSAO,"['Luiz Alberto Bavaresco de Naveda', 'Renata Fernandez de Souza']","['SIM', 'NAO']"
Estratégias de representações do movimento no contexto de salvaguarda de patrimônio imaterial em manifestações de musica e dança,2019,ATUAL,PESQUISA,"['Luiz Alberto Bavaresco de Naveda', 'Marina Fares Ferreira']","['SIM', 'NAO']"
Atividades de educação musical identitária na comunidade quilombola Manzo Ngunzo Kaiango,2018,2018,EXTENSAO,['Luiz Alberto Bavaresco de Naveda'],['SIM']
Projeto Repente,2020,2020,EXTENSAO,"['Luiz Alberto Bavaresco de Naveda', 'Marília Nunes', 'Lúcia Campos', 'Loque Arcanjo']","['NAO', 'NAO', 'SIM', 'NAO']"
"Ações de geração de renda, comunicação e combate à infeção do COVID19 nas comunidades de matriz Africana, Quilombo Manzo e Aglomerado da Serra",2020,2020,EXTENSAO,"['Luiz Alberto Bavaresco de Naveda', 'Cassia Cristina Silva']","['SIM', 'NAO']"
Observato&amp;#769;rio de Publicac&amp;#807;o&amp;#771;es em Artes (OPA):  análise do universo de publicações em Artes por meio de uma base de dados de periódicos indexados,2020,ATUAL,EXTENSAO,"['Luiz Alberto Bavaresco de Naveda', 'Igor Tolentino']","['SIM', 'NAO']"
A ri&amp;#769;tmica subjacente das paisagens culturais: uma ana&amp;#769;lise de eventos ri&amp;#769;tmicos latentes em paisagens cognitivas musicais,2021,ATUAL,PESQUISA,['Luiz Alberto Bavaresco de Naveda'],['SIM']
"Laboratório de Pesquisa, Registro e Performance Multimídia",2004,2006,PESQUISA,"['Luiz Alberto Bavaresco de Naveda', 'Antônio Carlos Guimarães', 'Domingos Sávio Lins Brandão']","['SIM', 'NAO', 'NAO']"
Projeto Rádio Inconfidência de Belo Horizonte: conservação e criação de um núcleo de excelência para guarda de acervos sonoros e partituras,2004,2006,PESQUISA,"['Luiz Alberto Bavaresco de Naveda', 'Domingos Sávio Lins Brandão', 'Luiz C. L. GONÇALVES']","['SIM', 'NAO', 'NAO']"
The timbre and the loudness of the classical guitar: An acoustic and psychoacoustic approach,2000,2001,PESQUISA,['Luiz Alberto Bavaresco de Naveda'],['SIM']
Gesture in Samba,2006,2011,PESQUISA,['Luiz Alberto Bavaresco de Naveda'],['SIM']
